index,condition,Estimate,ci_low,ci_high,SE,DF,time
2,FTI,3.155,1.85,4.46,0.665,1332.895,-2.0377441406249996
3,RP,0.028,-0.437,0.493,0.227,28.425,-2.0377441406249996
0,Hit,1.229,0.261,2.198,0.492,306.263,-2.027744140625
1,Miss,0.703,-0.029,1.434,0.369,110.649,-2.027744140625
2,FTI,3.067,1.752,4.382,0.67,1068.112,-2.027744140625
3,RP,0.115,-0.39,0.619,0.246,26.776,-2.027744140625
0,Hit,0.846,-0.158,1.851,0.51,259.185,-2.0177441406249996
1,Miss,0.417,-0.355,1.189,0.389,96.515,-2.0177441406249996
2,FTI,3.191,1.845,4.537,0.686,853.037,-2.0177441406249996
3,RP,-0.008,-0.563,0.546,0.27,25.97,-2.0177441406249996
0,Hit,0.726,-0.266,1.718,0.504,286.694,-2.0077441406249994
1,Miss,0.512,-0.244,1.269,0.382,105.229,-2.0077441406249994
2,FTI,3.334,1.996,4.672,0.682,964.255,-2.0077441406249994
3,RP,-0.156,-0.689,0.377,0.26,26.939,-2.0077441406249994
0,Hit,0.975,0.01,1.94,0.49,333.921,-1.9977441406249996
1,Miss,0.795,0.07,1.52,0.366,120.249,-1.9977441406249996
2,FTI,3.178,1.863,4.494,0.67,1172.096,-1.9977441406249996
3,RP,-0.173,-0.665,0.32,0.241,28.298,-1.9977441406249996
0,Hit,1.152,0.178,2.127,0.495,313.67,-1.9877441406249996
1,Miss,0.788,0.052,1.524,0.371,113.521,-1.9877441406249996
2,FTI,3.109,1.786,4.432,0.674,1086.765,-1.9877441406249996
3,RP,-0.24,-0.747,0.267,0.247,27.503,-1.9877441406249996
0,Hit,1.168,0.169,2.168,0.508,292.768,-1.9777441406249996
1,Miss,0.646,-0.113,1.404,0.383,106.526,-1.9777441406249996
2,FTI,3.527,2.175,4.879,0.689,1004.214,-1.9777441406249996
3,RP,-0.32,-0.85,0.209,0.258,26.531,-1.9777441406249996
0,Hit,1.139,0.149,2.129,0.503,349.161,-1.9677441406249996
1,Miss,0.655,-0.082,1.393,0.373,124.543,-1.9677441406249996
2,FTI,3.804,2.445,5.162,0.692,1277.886,-1.9677441406249996
3,RP,-0.346,-0.836,0.144,0.239,27.881,-1.9677441406249996
0,Hit,1.307,0.32,2.293,0.502,368.117,-1.9577441406249996
1,Miss,0.689,-0.041,1.419,0.369,131.108,-1.9577441406249996
2,FTI,3.631,2.271,4.99,0.693,1375.553,-1.9577441406249996
3,RP,-0.316,-0.794,0.161,0.234,28.495,-1.9577441406249996
0,Hit,1.507,0.493,2.522,0.516,305.432,-1.9477441406249996
1,Miss,0.667,-0.099,1.433,0.387,110.183,-1.9477441406249996
2,FTI,3.547,2.168,4.925,0.703,1070.206,-1.9477441406249996
3,RP,-0.218,-0.745,0.31,0.257,26.55,-1.9477441406249996
0,Hit,1.414,0.399,2.429,0.516,312.743,-1.9377441406249996
1,Miss,0.723,-0.042,1.488,0.386,112.537,-1.9377441406249996
2,FTI,3.449,2.068,4.831,0.704,1103.292,-1.9377441406249996
3,RP,-0.199,-0.722,0.325,0.255,26.778,-1.9377441406249996
0,Hit,1.264,0.256,2.273,0.513,333.354,-1.9277441406249995
1,Miss,0.772,0.015,1.529,0.382,119.728,-1.9277441406249995
2,FTI,3.005,1.628,4.381,0.702,1181.435,-1.9277441406249995
3,RP,-0.22,-0.733,0.293,0.25,27.921,-1.9277441406249995
0,Hit,1.118,0.09,2.146,0.522,266.818,-1.9177441406249995
1,Miss,0.763,-0.026,1.551,0.397,98.885,-1.9177441406249995
2,FTI,2.673,1.292,4.053,0.703,884.313,-1.9177441406249995
3,RP,-0.212,-0.775,0.352,0.274,26.204,-1.9177441406249995
0,Hit,0.85,-0.182,1.883,0.524,236.581,-1.9077441406249995
1,Miss,0.851,0.05,1.651,0.403,89.568,-1.9077441406249995
2,FTI,2.673,1.297,4.049,0.701,761.496,-1.9077441406249995
3,RP,-0.287,-0.872,0.298,0.284,25.301,-1.9077441406249995
0,Hit,0.766,-0.239,1.772,0.511,270.413,-1.8977441406249995
1,Miss,0.823,0.053,1.593,0.388,99.946,-1.8977441406249995
2,FTI,2.632,1.28,3.983,0.689,900.232,-1.8977441406249995
3,RP,-0.398,-0.946,0.151,0.267,26.26,-1.8977441406249995
0,Hit,0.827,-0.168,1.822,0.506,333.534,-1.8877441406249995
1,Miss,0.533,-0.215,1.281,0.378,120.276,-1.8877441406249995
2,FTI,2.758,1.403,4.113,0.691,1165.199,-1.8877441406249995
3,RP,-0.409,-0.918,0.1,0.249,28.449,-1.8877441406249995
0,Hit,0.804,-0.195,1.803,0.508,379.773,-1.8777441406249995
1,Miss,0.344,-0.398,1.086,0.375,136.012,-1.8777441406249995
2,FTI,3.277,1.904,4.651,0.7,1373.442,-1.8777441406249995
3,RP,-0.368,-0.857,0.121,0.239,30.131,-1.8777441406249995
0,Hit,0.868,-0.157,1.893,0.521,363.933,-1.8677441406249997
1,Miss,0.362,-0.403,1.126,0.387,130.514,-1.8677441406249997
2,FTI,3.531,2.126,4.936,0.716,1300.004,-1.8677441406249997
3,RP,-0.347,-0.857,0.162,0.249,29.549,-1.8677441406249997
0,Hit,1.16,0.125,2.196,0.527,373.473,-1.8577441406249997
1,Miss,0.456,-0.313,1.226,0.389,133.649,-1.8577441406249997
2,FTI,3.307,1.884,4.73,0.725,1353.402,-1.8577441406249997
3,RP,-0.298,-0.806,0.21,0.249,29.681,-1.8577441406249997
0,Hit,1.179,0.138,2.221,0.529,355.15,-1.8477441406249997
1,Miss,0.564,-0.212,1.34,0.392,126.979,-1.8477441406249997
2,FTI,2.957,1.529,4.385,0.728,1285.603,-1.8477441406249997
3,RP,-0.202,-0.719,0.315,0.253,28.583,-1.8477441406249997
0,Hit,0.951,-0.074,1.976,0.521,345.247,-1.8377441406249997
1,Miss,0.602,-0.162,1.366,0.386,123.133,-1.8377441406249997
2,FTI,2.44,1.034,3.846,0.717,1262.997,-1.8377441406249997
3,RP,-0.182,-0.691,0.327,0.248,27.65,-1.8377441406249997
0,Hit,1.024,0.031,2.017,0.505,383.738,-1.8277441406249997
1,Miss,0.667,-0.064,1.397,0.369,136.713,-1.8277441406249997
2,FTI,2.201,0.826,3.576,0.701,1472.766,-1.8277441406249997
3,RP,-0.243,-0.713,0.228,0.23,28.863,-1.8277441406249997
0,Hit,1.251,0.253,2.249,0.508,421.316,-1.8177441406249997
1,Miss,0.646,-0.082,1.374,0.368,151.492,-1.8177441406249997
2,FTI,2.788,1.397,4.179,0.709,1647.536,-1.8177441406249997
3,RP,-0.315,-0.772,0.143,0.224,30.988,-1.8177441406249997
0,Hit,1.204,0.195,2.212,0.513,424.412,-1.8077441406249997
1,Miss,0.567,-0.168,1.302,0.372,152.822,-1.8077441406249997
2,FTI,3.201,1.794,4.609,0.718,1669.494,-1.8077441406249997
3,RP,-0.362,-0.821,0.098,0.226,31.111,-1.8077441406249997
0,Hit,0.789,-0.206,1.784,0.506,415.854,-1.7977441406249997
1,Miss,0.634,-0.094,1.362,0.368,149.21,-1.7977441406249997
2,FTI,2.978,1.594,4.363,0.706,1607.831,-1.7977441406249997
3,RP,-0.399,-0.86,0.061,0.226,30.811,-1.7977441406249997
0,Hit,0.35,-0.657,1.357,0.512,393.281,-1.7877441406249996
1,Miss,0.543,-0.202,1.288,0.377,140.745,-1.7877441406249996
2,FTI,2.93,1.54,4.319,0.709,1445.576,-1.7877441406249996
3,RP,-0.475,-0.96,0.01,0.238,30.499,-1.7877441406249996
0,Hit,0.38,-0.635,1.395,0.516,392.384,-1.7777441406249996
1,Miss,0.36,-0.389,1.109,0.379,140.27,-1.7777441406249996
2,FTI,3.02,1.618,4.421,0.715,1457.28,-1.7777441406249996
3,RP,-0.505,-0.992,-0.019,0.238,30.171,-1.7777441406249996
0,Hit,0.691,-0.325,1.707,0.517,377.125,-1.7677441406249996
1,Miss,0.434,-0.316,1.184,0.379,134.356,-1.7677441406249996
2,FTI,2.939,1.536,4.343,0.715,1421.604,-1.7677441406249996
3,RP,-0.52,-1.008,-0.033,0.238,28.845,-1.7677441406249996
0,Hit,0.731,-0.288,1.749,0.518,382.981,-1.7577441406249996
1,Miss,0.612,-0.14,1.364,0.38,136.661,-1.7577441406249996
2,FTI,2.816,1.41,4.222,0.717,1430.622,-1.7577441406249996
3,RP,-0.515,-1.004,-0.026,0.239,29.435,-1.7577441406249996
0,Hit,0.683,-0.345,1.712,0.523,374.273,-1.7477441406249996
1,Miss,0.511,-0.253,1.275,0.386,133.846,-1.7477441406249996
2,FTI,2.736,1.321,4.151,0.721,1362.526,-1.7477441406249996
3,RP,-0.31,-0.813,0.194,0.246,29.594,-1.7477441406249996
0,Hit,0.97,-0.06,1.999,0.524,379.27,-1.7377441406249996
1,Miss,0.298,-0.466,1.061,0.386,135.63,-1.7377441406249996
2,FTI,2.621,1.204,4.039,0.722,1385.022,-1.7377441406249996
3,RP,-0.172,-0.674,0.329,0.246,29.812,-1.7377441406249996
0,Hit,0.988,-0.047,2.023,0.526,369.828,-1.7277441406249996
1,Miss,0.297,-0.473,1.067,0.389,132.479,-1.7277441406249996
2,FTI,2.49,1.07,3.911,0.724,1330.563,-1.7277441406249996
3,RP,-0.314,-0.825,0.197,0.25,29.68,-1.7277441406249996
0,Hit,0.674,-0.383,1.731,0.537,338.598,-1.7177441406249996
1,Miss,0.405,-0.389,1.199,0.401,122.059,-1.7177441406249996
2,FTI,2.609,1.168,4.05,0.734,1183.742,-1.7177441406249996
3,RP,-0.479,-1.019,0.06,0.264,28.739,-1.7177441406249996
0,Hit,0.711,-0.362,1.783,0.545,317.012,-1.7077441406249996
1,Miss,0.463,-0.348,1.274,0.41,115.12,-1.7077441406249996
2,FTI,2.643,1.188,4.099,0.742,1086.908,-1.7077441406249996
3,RP,-0.52,-1.08,0.041,0.274,28.132,-1.7077441406249996
0,Hit,0.884,-0.173,1.941,0.537,348.452,-1.6977441406249996
1,Miss,0.471,-0.321,1.263,0.4,125.339,-1.6977441406249996
2,FTI,2.281,0.838,3.725,0.736,1227.314,-1.6977441406249996
3,RP,-0.47,-1.004,0.064,0.261,29.079,-1.6977441406249996
0,Hit,0.767,-0.278,1.811,0.531,399.217,-1.6877441406249996
1,Miss,0.483,-0.288,1.254,0.39,142.916,-1.6877441406249996
2,FTI,2.29,0.847,3.733,0.736,1474.833,-1.6877441406249996
3,RP,-0.447,-0.947,0.052,0.245,30.735,-1.6877441406249996
0,Hit,0.603,-0.446,1.653,0.534,407.986,-1.6777441406249995
1,Miss,0.54,-0.23,1.311,0.39,146.093,-1.6777441406249995
2,FTI,2.359,0.904,3.814,0.742,1544.793,-1.6777441406249995
3,RP,-0.505,-0.998,-0.012,0.242,30.706,-1.6777441406249995
0,Hit,0.648,-0.383,1.68,0.525,404.1,-1.6677441406249995
1,Miss,0.625,-0.132,1.382,0.383,144.566,-1.6677441406249995
2,FTI,1.917,0.486,3.348,0.73,1544.648,-1.6677441406249995
3,RP,-0.507,-0.99,-0.024,0.237,30.258,-1.6677441406249995
0,Hit,0.84,-0.165,1.846,0.512,432.496,-1.6577441406249995
1,Miss,0.565,-0.165,1.296,0.37,156.344,-1.6577441406249995
2,FTI,2.018,0.611,3.425,0.717,1719.863,-1.6577441406249995
3,RP,-0.456,-0.91,-0.003,0.223,31.531,-1.6577441406249995
0,Hit,1.038,0.029,2.048,0.513,432.751,-1.6477441406249995
1,Miss,0.311,-0.421,1.043,0.371,156.703,-1.6477441406249995
2,FTI,2.691,1.278,4.105,0.721,1740.433,-1.6477441406249995
3,RP,-0.477,-0.929,-0.024,0.222,31.424,-1.6477441406249995
0,Hit,1.099,0.075,2.123,0.521,415.279,-1.6377441406249995
1,Miss,0.372,-0.376,1.12,0.378,149.072,-1.6377441406249995
2,FTI,2.711,1.284,4.138,0.727,1625.704,-1.6377441406249995
3,RP,-0.558,-1.029,-0.087,0.231,30.563,-1.6377441406249995
0,Hit,0.841,-0.195,1.878,0.527,373.831,-1.6277441406249995
1,Miss,0.761,-0.008,1.529,0.389,133.479,-1.6277441406249995
2,FTI,2.241,0.814,3.668,0.728,1375.393,-1.6277441406249995
3,RP,-0.58,-1.085,-0.076,0.247,29.264,-1.6277441406249995
0,Hit,0.757,-0.299,1.813,0.537,328.16,-1.6177441406249997
1,Miss,0.802,0.008,1.596,0.401,118.21,-1.6177441406249997
2,FTI,1.99,0.552,3.428,0.733,1151.338,-1.6177441406249997
3,RP,-0.525,-1.066,0.016,0.264,27.953,-1.6177441406249997
0,Hit,1.15,0.097,2.202,0.535,349.857,-1.6077441406249997
1,Miss,0.47,-0.317,1.257,0.398,125.46,-1.6077441406249997
2,FTI,1.909,0.468,3.349,0.734,1247.852,-1.6077441406249997
3,RP,-0.454,-0.982,0.075,0.258,28.731,-1.6077441406249997
0,Hit,1.135,0.102,2.168,0.526,408.795,-1.5977441406249997
1,Miss,0.444,-0.316,1.204,0.385,146.467,-1.5977441406249997
2,FTI,1.994,0.564,3.425,0.729,1527.332,-1.5977441406249997
3,RP,-0.442,-0.931,0.046,0.24,31.059,-1.5977441406249997
0,Hit,0.7,-0.337,1.738,0.528,423.66,-1.5877441406249997
1,Miss,0.648,-0.113,1.408,0.385,152.224,-1.5877441406249997
2,FTI,2.12,0.679,3.561,0.735,1601.079,-1.5877441406249997
3,RP,-0.516,-0.999,-0.032,0.237,31.761,-1.5877441406249997
0,Hit,0.794,-0.248,1.835,0.53,413.143,-1.5777441406249997
1,Miss,0.613,-0.152,1.378,0.387,148.127,-1.5777441406249997
2,FTI,2.084,0.64,3.527,0.736,1548.956,-1.5777441406249997
3,RP,-0.579,-1.07,-0.089,0.241,31.256,-1.5777441406249997
0,Hit,1.206,0.148,2.263,0.538,383.927,-1.5677441406249997
1,Miss,0.636,-0.148,1.42,0.397,137.393,-1.5677441406249997
2,FTI,2.051,0.594,3.507,0.742,1399.287,-1.5677441406249997
3,RP,-0.619,-1.133,-0.104,0.252,30.157,-1.5677441406249997
0,Hit,1.369,0.285,2.452,0.551,362.588,-1.5577441406249997
1,Miss,0.653,-0.156,1.462,0.409,130.204,-1.5577441406249997
2,FTI,2.03,0.547,3.513,0.756,1286.969,-1.5577441406249997
3,RP,-0.653,-1.194,-0.112,0.265,29.681,-1.5577441406249997
0,Hit,1.302,0.212,2.393,0.554,358.614,-1.5477441406249997
1,Miss,0.555,-0.26,1.371,0.412,129.044,-1.5477441406249997
2,FTI,2.045,0.554,3.536,0.76,1261.266,-1.5477441406249997
3,RP,-0.676,-1.224,-0.127,0.268,29.758,-1.5477441406249997
0,Hit,1.274,0.199,2.348,0.547,381.108,-1.5377441406249996
1,Miss,0.597,-0.201,1.394,0.403,136.487,-1.5377441406249996
2,FTI,2.159,0.681,3.637,0.753,1379.429,-1.5377441406249996
3,RP,-0.687,-1.212,-0.162,0.257,30.188,-1.5377441406249996
0,Hit,1.488,0.428,2.548,0.539,416.049,-1.5277441406249996
1,Miss,0.502,-0.276,1.28,0.394,149.244,-1.5277441406249996
2,FTI,2.372,0.902,3.842,0.75,1565.111,-1.5277441406249996
3,RP,-0.665,-1.162,-0.167,0.244,31.367,-1.5277441406249996
0,Hit,1.531,0.487,2.574,0.531,432.959,-1.5177441406249996
1,Miss,0.292,-0.47,1.054,0.386,156.026,-1.5177441406249996
2,FTI,2.411,0.957,3.865,0.741,1664.16,-1.5177441406249996
3,RP,-0.677,-1.156,-0.198,0.235,32.057,-1.5177441406249996
0,Hit,1.257,0.23,2.283,0.522,441.45,-1.5077441406249996
1,Miss,0.279,-0.467,1.024,0.378,159.96,-1.5077441406249996
2,FTI,2.36,0.923,3.796,0.732,1744.17,-1.5077441406249996
3,RP,-0.658,-1.12,-0.196,0.227,32.243,-1.5077441406249996
0,Hit,1.269,0.234,2.303,0.526,431.3,-1.4977441406249996
1,Miss,0.305,-0.449,1.059,0.382,155.471,-1.4977441406249996
2,FTI,2.528,1.086,3.971,0.735,1675.798,-1.4977441406249996
3,RP,-0.557,-1.03,-0.085,0.232,31.767,-1.4977441406249996
0,Hit,1.551,0.496,2.606,0.537,424.419,-1.4877441406249998
1,Miss,0.365,-0.408,1.139,0.391,152.52,-1.4877441406249998
2,FTI,2.595,1.131,4.06,0.747,1596.136,-1.4877441406249998
3,RP,-0.633,-1.125,-0.14,0.242,31.914,-1.4877441406249998
0,Hit,1.719,0.648,2.79,0.545,408.237,-1.4777441406249996
1,Miss,0.518,-0.272,1.309,0.4,146.475,-1.4777441406249996
2,FTI,2.472,0.993,3.951,0.754,1491.258,-1.4777441406249996
3,RP,-0.796,-1.309,-0.283,0.252,31.599,-1.4777441406249996
0,Hit,1.798,0.743,2.854,0.537,430.767,-1.4677441406249998
1,Miss,0.664,-0.11,1.438,0.392,155.022,-1.4677441406249998
2,FTI,2.494,1.028,3.959,0.747,1606.584,-1.4677441406249998
3,RP,-0.783,-1.277,-0.29,0.242,32.507,-1.4677441406249998
0,Hit,1.669,0.614,2.725,0.537,421.804,-1.4577441406249996
1,Miss,0.735,-0.04,1.51,0.392,151.504,-1.4577441406249996
2,FTI,2.298,0.834,3.762,0.746,1577.403,-1.4577441406249996
3,RP,-0.679,-1.173,-0.184,0.243,31.869,-1.4577441406249996
0,Hit,1.431,0.352,2.509,0.548,373.705,-1.4477441406249998
1,Miss,0.693,-0.11,1.495,0.406,133.951,-1.4477441406249998
2,FTI,1.684,0.203,3.165,0.755,1341.602,-1.4477441406249998
3,RP,-0.701,-1.233,-0.169,0.26,29.987,-1.4477441406249998
0,Hit,1.399,0.323,2.475,0.547,385.521,-1.4377441406249996
1,Miss,0.658,-0.14,1.456,0.404,138.113,-1.4377441406249996
2,FTI,1.524,0.043,3.005,0.755,1395.828,-1.4377441406249996
3,RP,-0.812,-1.337,-0.287,0.257,30.45,-1.4377441406249996
0,Hit,1.379,0.309,2.45,0.545,419.49,-1.4277441406249998
1,Miss,0.594,-0.193,1.38,0.398,150.599,-1.4277441406249998
2,FTI,1.691,0.206,3.176,0.757,1569.805,-1.4277441406249998
3,RP,-0.829,-1.332,-0.326,0.247,31.705,-1.4277441406249998
0,Hit,1.304,0.217,2.392,0.553,402.987,-1.4177441406249995
1,Miss,0.516,-0.286,1.317,0.406,144.284,-1.4177441406249995
2,FTI,1.508,0.004,3.013,0.767,1497.777,-1.4177441406249995
3,RP,-0.761,-1.279,-0.243,0.254,30.818,-1.4177441406249995
0,Hit,1.294,0.182,2.406,0.565,378.757,-1.4077441406249998
1,Miss,0.671,-0.155,1.496,0.417,135.544,-1.4077441406249998
2,FTI,1.588,0.059,3.117,0.78,1375.897,-1.4077441406249998
3,RP,-0.741,-1.284,-0.198,0.266,29.934,-1.4077441406249998
0,Hit,1.388,0.281,2.494,0.563,405.971,-1.3977441406249995
1,Miss,0.78,-0.035,1.595,0.413,145.458,-1.3977441406249995
2,FTI,2.095,0.565,3.625,0.78,1503.176,-1.3977441406249995
3,RP,-0.838,-1.364,-0.311,0.258,31.101,-1.3977441406249995
0,Hit,1.483,0.367,2.6,0.568,374.953,-1.3877441406249997
1,Miss,0.698,-0.132,1.529,0.42,134.429,-1.3877441406249997
2,FTI,2.425,0.892,3.957,0.781,1344.924,-1.3877441406249997
3,RP,-0.927,-1.477,-0.377,0.27,30.091,-1.3877441406249997
0,Hit,1.447,0.32,2.574,0.573,337.145,-1.3777441406249995
1,Miss,0.725,-0.123,1.573,0.428,121.804,-1.3777441406249995
2,FTI,2.58,1.045,4.114,0.782,1170.05,-1.3777441406249995
3,RP,-0.928,-1.506,-0.35,0.283,28.926,-1.3777441406249995
0,Hit,1.311,0.179,2.443,0.575,304.648,-1.3677441406249997
1,Miss,0.725,-0.135,1.585,0.434,111.547,-1.3677441406249997
2,FTI,2.74,1.211,4.269,0.779,1025.306,-1.3677441406249997
3,RP,-0.899,-1.501,-0.298,0.294,28.114,-1.3677441406249997
0,Hit,1.209,0.055,2.363,0.586,247.462,-1.3577441406249995
1,Miss,0.495,-0.399,1.389,0.45,93.757,-1.3577441406249995
2,FTI,2.986,1.448,4.524,0.784,792.286,-1.3577441406249995
3,RP,-0.877,-1.528,-0.225,0.317,26.42,-1.3577441406249995
0,Hit,1.126,-0.03,2.282,0.587,225.843,-1.3477441406249997
1,Miss,0.249,-0.653,1.152,0.454,87.056,-1.3477441406249997
2,FTI,3.045,1.512,4.578,0.781,708.642,-1.3477441406249997
3,RP,-0.844,-1.513,-0.175,0.325,25.708,-1.3477441406249997
0,Hit,1.105,-0.046,2.255,0.584,245.794,-1.3377441406249995
1,Miss,0.2,-0.691,1.092,0.449,93.197,-1.3377441406249995
2,FTI,2.569,1.036,4.103,0.781,786.381,-1.3377441406249995
3,RP,-0.803,-1.454,-0.152,0.317,26.327,-1.3377441406249995
0,Hit,1.38,0.24,2.521,0.579,269.829,-1.3277441406249997
1,Miss,0.279,-0.598,1.156,0.442,100.654,-1.3277441406249997
2,FTI,2.23,0.701,3.759,0.779,881.775,-1.3277441406249997
3,RP,-0.758,-1.386,-0.129,0.306,27.079,-1.3277441406249997
0,Hit,1.835,0.702,2.967,0.575,286.395,-1.3177441406249994
1,Miss,0.484,-0.381,1.349,0.437,105.689,-1.3177441406249994
2,FTI,2.249,0.724,3.774,0.777,951.716,-1.3177441406249994
3,RP,-0.8,-1.413,-0.188,0.299,27.456,-1.3177441406249994
0,Hit,1.811,0.684,2.938,0.573,314.764,-1.3077441406249997
1,Miss,0.745,-0.108,1.599,0.431,114.597,-1.3077441406249997
2,FTI,2.036,0.509,3.563,0.778,1072.164,-1.3077441406249997
3,RP,-0.925,-1.517,-0.334,0.289,28.257,-1.3077441406249997
0,Hit,1.293,0.176,2.41,0.568,340.623,-1.2977441406249994
1,Miss,0.871,0.031,1.71,0.424,122.937,-1.2977441406249994
2,FTI,1.919,0.397,3.441,0.776,1185.644,-1.2977441406249994
3,RP,-1.007,-1.578,-0.436,0.279,29.029,-1.2977441406249994
0,Hit,0.968,-0.147,2.083,0.567,359.597,-1.2877441406249996
1,Miss,0.806,-0.027,1.64,0.421,129.289,-1.2877441406249996
2,FTI,2.279,0.754,3.804,0.777,1269.195,-1.2877441406249996
3,RP,-0.959,-1.519,-0.4,0.274,29.693,-1.2877441406249996
0,Hit,0.85,-0.267,1.967,0.568,372.933,-1.2777441406249994
1,Miss,0.731,-0.101,1.563,0.421,133.754,-1.2777441406249994
2,FTI,2.758,1.225,4.291,0.781,1334.224,-1.2777441406249994
3,RP,-0.9,-1.452,-0.348,0.27,30.051,-1.2777441406249994
0,Hit,0.701,-0.418,1.82,0.569,377.426,-1.2677441406249996
1,Miss,0.789,-0.044,1.621,0.421,135.316,-1.2677441406249996
2,FTI,2.759,1.222,4.297,0.784,1354.894,-1.2677441406249996
3,RP,-1.019,-1.57,-0.468,0.27,30.217,-1.2677441406249996
0,Hit,0.767,-0.357,1.89,0.571,363.677,-1.2577441406249994
1,Miss,0.884,0.044,1.723,0.424,130.703,-1.2577441406249994
2,FTI,2.265,0.726,3.803,0.784,1286.202,-1.2577441406249994
3,RP,-1.202,-1.764,-0.64,0.275,29.872,-1.2577441406249994
0,Hit,0.899,-0.222,2.021,0.57,351.974,-1.2477441406249996
1,Miss,0.865,0.025,1.705,0.425,126.711,-1.2477441406249996
2,FTI,1.85,0.319,3.382,0.781,1235.653,-1.2477441406249996
3,RP,-1.269,-1.836,-0.702,0.277,29.415,-1.2477441406249996
0,Hit,0.947,-0.161,2.055,0.563,377.392,-1.2377441406249998
1,Miss,0.734,-0.09,1.557,0.416,135.216,-1.2377441406249998
2,FTI,1.744,0.222,3.266,0.776,1359.882,-1.2377441406249998
3,RP,-1.273,-1.817,-0.729,0.266,30.096,-1.2377441406249998
0,Hit,1.105,0.02,2.19,0.552,427.785,-1.2277441406249996
1,Miss,0.551,-0.244,1.345,0.402,153.864,-1.2277441406249996
2,FTI,1.835,0.326,3.344,0.769,1622.114,-1.2277441406249996
3,RP,-1.267,-1.771,-0.764,0.247,31.963,-1.2277441406249996
0,Hit,1.194,0.086,2.303,0.564,394.401,-1.2177441406249998
1,Miss,0.485,-0.336,1.305,0.415,141.303,-1.2177441406249998
2,FTI,1.843,0.315,3.371,0.779,1436.933,-1.2177441406249998
3,RP,-1.265,-1.8,-0.729,0.263,30.815,-1.2177441406249998
0,Hit,1.257,0.12,2.395,0.578,333.637,-1.2077441406249996
1,Miss,0.506,-0.35,1.363,0.433,120.583,-1.2077441406249996
2,FTI,1.776,0.228,3.324,0.789,1156.956,-1.2077441406249996
3,RP,-1.224,-1.808,-0.639,0.286,28.737,-1.2077441406249996
0,Hit,1.373,0.222,2.523,0.585,314.652,-1.1977441406249998
1,Miss,0.356,-0.514,1.226,0.439,114.209,-1.1977441406249998
2,FTI,1.726,0.165,3.287,0.796,1080.821,-1.1977441406249998
3,RP,-1.127,-1.728,-0.526,0.293,27.905,-1.1977441406249998
0,Hit,1.205,0.062,2.348,0.581,334.688,-1.1877441406249996
1,Miss,0.195,-0.664,1.054,0.434,120.562,-1.1877441406249996
2,FTI,1.552,-0.006,3.111,0.794,1173.452,-1.1877441406249996
3,RP,-1.161,-1.745,-0.577,0.285,28.388,-1.1877441406249996
0,Hit,0.948,-0.184,2.079,0.576,359.992,-1.1777441406249998
1,Miss,0.329,-0.515,1.174,0.427,129.043,-1.1777441406249998
2,FTI,1.63,0.079,3.181,0.791,1287.789,-1.1777441406249998
3,RP,-1.258,-1.822,-0.694,0.276,29.259,-1.1777441406249998
0,Hit,1.04,-0.086,2.166,0.573,377.101,-1.1677441406249995
1,Miss,0.539,-0.297,1.376,0.423,135.016,-1.1677441406249995
2,FTI,1.71,0.162,3.258,0.789,1364.498,-1.1677441406249995
3,RP,-1.242,-1.794,-0.691,0.27,29.95,-1.1677441406249995
0,Hit,1.106,-0.021,2.232,0.573,382.647,-1.1577441406249998
1,Miss,0.507,-0.329,1.343,0.423,136.98,-1.1577441406249998
2,FTI,1.468,-0.083,3.019,0.791,1390.142,-1.1577441406249998
3,RP,-1.226,-1.775,-0.677,0.269,30.172,-1.1577441406249998
0,Hit,0.973,-0.151,2.096,0.572,390.302,-1.1477441406249995
1,Miss,0.405,-0.427,1.237,0.421,139.707,-1.1477441406249995
2,FTI,1.736,0.187,3.285,0.79,1427.457,-1.1477441406249995
3,RP,-1.31,-1.853,-0.766,0.266,30.452,-1.1477441406249995
0,Hit,0.921,-0.207,2.05,0.574,385.935,-1.1377441406249997
1,Miss,0.389,-0.446,1.225,0.423,138.043,-1.1377441406249997
2,FTI,2.446,0.891,4.001,0.793,1414.335,-1.1377441406249997
3,RP,-1.442,-1.989,-0.896,0.268,30.125,-1.1377441406249997
0,Hit,0.926,-0.199,2.051,0.572,398.558,-1.1277441406249995
1,Miss,0.402,-0.427,1.231,0.42,142.566,-1.1277441406249995
2,FTI,2.598,1.043,4.154,0.793,1486.279,-1.1277441406249995
3,RP,-1.481,-2.017,-0.945,0.263,30.457,-1.1277441406249995
0,Hit,0.98,-0.145,2.105,0.572,397.74,-1.1177441406249997
1,Miss,0.439,-0.391,1.268,0.419,142.245,-1.1177441406249997
2,FTI,2.165,0.609,3.72,0.793,1484.737,-1.1177441406249997
3,RP,-1.395,-1.931,-0.859,0.262,30.38,-1.1177441406249997
0,Hit,0.967,-0.152,2.086,0.569,399.213,-1.1077441406249995
1,Miss,0.433,-0.39,1.257,0.417,142.757,-1.1077441406249995
2,FTI,1.916,0.367,3.464,0.789,1499.232,-1.1077441406249995
3,RP,-1.392,-1.922,-0.861,0.26,30.33,-1.1077441406249995
0,Hit,0.75,-0.363,1.863,0.566,406.635,-1.0977441406249997
1,Miss,0.481,-0.338,1.299,0.414,145.585,-1.0977441406249997
2,FTI,1.948,0.405,3.491,0.787,1533.329,-1.0977441406249997
3,RP,-1.382,-1.907,-0.857,0.257,30.71,-1.0977441406249997
