index,condition,Estimate,ci_low,ci_high,SE,DF,time
3,RP,-3.006,-3.531,-2.48,0.258,32.846,-0.16774414062499954
0,Hit,0.027,-1.131,1.186,0.589,434.506,-0.15774414062499975
1,Miss,-0.092,-0.938,0.755,0.428,156.623,-0.15774414062499975
2,FTI,0.093,-1.521,1.707,0.823,1664.867,-0.15774414062499975
3,RP,-2.996,-3.528,-2.464,0.261,32.215,-0.15774414062499975
0,Hit,0.044,-1.092,1.18,0.578,448.755,-0.14774414062499952
1,Miss,-0.151,-0.974,0.673,0.417,163.1,-0.14774414062499952
2,FTI,-0.18,-1.771,1.411,0.811,1776.31,-0.14774414062499952
3,RP,-2.988,-3.496,-2.48,0.25,32.747,-0.14774414062499952
0,Hit,0.129,-1.007,1.264,0.578,456.192,-0.13774414062499973
1,Miss,-0.22,-1.043,0.603,0.417,166.144,-0.13774414062499973
2,FTI,-0.515,-2.106,1.075,0.811,1796.173,-0.13774414062499973
3,RP,-3.091,-3.598,-2.584,0.249,33.345,-0.13774414062499973
0,Hit,0.127,-1.027,1.28,0.587,424.568,-0.1277441406249995
1,Miss,-0.083,-0.93,0.764,0.429,152.601,-0.1277441406249995
2,FTI,-0.272,-1.872,1.327,0.815,1578.248,-0.1277441406249995
3,RP,-3.164,-3.706,-2.623,0.266,32.184,-0.1277441406249995
0,Hit,0.121,-1.036,1.278,0.588,390.934,-0.11774414062499972
1,Miss,0.039,-0.818,0.896,0.434,140.072,-0.11774414062499972
2,FTI,0.27,-1.323,1.864,0.812,1419.27,-0.11774414062499972
3,RP,-3.131,-3.692,-2.569,0.275,30.703,-0.11774414062499972
0,Hit,0.179,-0.961,1.318,0.58,415.06,-0.10774414062499948
1,Miss,-0.015,-0.85,0.819,0.422,148.871,-0.10774414062499948
2,FTI,0.225,-1.36,1.809,0.808,1596.595,-0.10774414062499948
3,RP,-3.146,-3.675,-2.617,0.259,30.851,-0.10774414062499948
0,Hit,0.139,-1.001,1.279,0.58,419.882,-0.0977441406249997
1,Miss,0.113,-0.72,0.945,0.421,150.911,-0.0977441406249997
2,FTI,0.114,-1.475,1.704,0.81,1641.567,-0.0977441406249997
3,RP,-3.168,-3.691,-2.645,0.256,30.894,-0.0977441406249997
0,Hit,0.032,-1.129,1.193,0.59,390.407,-0.08774414062499947
1,Miss,0.298,-0.56,1.156,0.434,139.613,-0.08774414062499947
2,FTI,0.734,-0.868,2.336,0.817,1440.304,-0.08774414062499947
3,RP,-3.131,-3.69,-2.572,0.274,30.221,-0.08774414062499947
0,Hit,-0.156,-1.316,1.005,0.59,362.832,-0.07774414062499968
1,Miss,0.121,-0.744,0.986,0.437,129.949,-0.07774414062499968
2,FTI,1.257,-0.334,2.849,0.811,1304.203,-0.07774414062499968
3,RP,-3.177,-3.752,-2.601,0.282,29.278,-0.07774414062499968
0,Hit,-0.461,-1.635,0.713,0.597,347.863,-0.06774414062499945
1,Miss,-0.061,-0.94,0.818,0.444,124.943,-0.06774414062499945
2,FTI,0.821,-0.784,2.425,0.818,1232.411,-0.06774414062499945
3,RP,-3.235,-3.827,-2.643,0.289,28.837,-0.06774414062499945
0,Hit,-0.447,-1.645,0.751,0.609,316.04,-0.05774414062499966
1,Miss,0.035,-0.872,0.942,0.458,114.942,-0.05774414062499966
2,FTI,0.257,-1.368,1.881,0.828,1079.23,-0.05774414062499966
3,RP,-3.232,-3.86,-2.605,0.306,28.234,-0.05774414062499966
0,Hit,-0.047,-1.252,1.158,0.612,308.864,-0.04774414062499943
1,Miss,0.043,-0.871,0.958,0.462,112.758,-0.04774414062499943
2,FTI,0.126,-1.504,1.757,0.831,1046.024,-0.04774414062499943
3,RP,-3.395,-4.031,-2.758,0.311,28.118,-0.04774414062499943
0,Hit,0.19,-1.023,1.404,0.617,313.764,-0.037744140624999645
1,Miss,-0.062,-0.981,0.857,0.464,114.217,-0.037744140624999645
2,FTI,0.003,-1.641,1.647,0.838,1069.404,-0.037744140624999645
3,RP,-3.684,-4.321,-3.048,0.311,28.167,-0.037744140624999645
0,Hit,0.064,-1.182,1.31,0.633,272.005,-0.027744140624999414
1,Miss,-0.008,-0.964,0.948,0.482,101.063,-0.027744140624999414
2,FTI,-0.159,-1.831,1.513,0.852,895.273,-0.027744140624999414
3,RP,-3.833,-4.516,-3.15,0.333,26.894,-0.027744140624999414
0,Hit,-0.229,-1.494,1.036,0.642,242.049,-0.017744140624999627
1,Miss,0.136,-0.845,1.117,0.494,91.926,-0.017744140624999627
2,FTI,-0.349,-2.034,1.336,0.858,773.336,-0.017744140624999627
3,RP,-3.893,-4.61,-3.175,0.349,26.102,-0.017744140624999627
0,Hit,-0.418,-1.671,0.835,0.636,260.882,-0.007744140624999396
1,Miss,0.15,-0.815,1.116,0.486,97.747,-0.007744140624999396
2,FTI,-0.4,-2.077,1.276,0.854,848.025,-0.007744140624999396
3,RP,-4.024,-4.72,-3.328,0.339,26.683,-0.007744140624999396
0,Hit,-0.266,-1.506,0.974,0.63,284.09,0.002255859375000391
1,Miss,0.009,-0.939,0.958,0.478,104.997,0.002255859375000391
2,FTI,0.039,-1.629,1.708,0.85,941.649,0.002255859375000391
3,RP,-4.084,-4.756,-3.411,0.328,27.415,0.002255859375000391
0,Hit,0.049,-1.208,1.305,0.638,264.539,0.012255859375000178
1,Miss,-0.029,-0.997,0.938,0.487,98.967,0.012255859375000178
2,FTI,0.526,-1.156,2.209,0.857,861.268,0.012255859375000178
3,RP,-3.937,-4.633,-3.241,0.339,26.875,0.012255859375000178
0,Hit,0.109,-1.154,1.372,0.641,248.359,0.02225585937500041
1,Miss,0.034,-0.944,1.011,0.492,93.978,0.02225585937500041
2,FTI,0.235,-1.449,1.92,0.858,796.63,0.02225585937500041
3,RP,-4.025,-4.737,-3.313,0.347,26.396,0.02225585937500041
0,Hit,-0.016,-1.296,1.263,0.649,229.092,0.032255859375000195
1,Miss,-0.068,-1.066,0.929,0.502,88.08,0.032255859375000195
2,FTI,-0.309,-2.007,1.388,0.865,720.874,0.032255859375000195
3,RP,-4.442,-5.179,-3.704,0.359,25.833,0.032255859375000195
0,Hit,-0.125,-1.436,1.186,0.665,202.727,0.042255859375000426
1,Miss,-0.173,-1.207,0.86,0.519,80.152,0.042255859375000426
2,FTI,-0.402,-2.127,1.323,0.878,618.278,0.042255859375000426
3,RP,-4.109,-4.891,-3.328,0.38,25.168,0.042255859375000426
0,Hit,-0.407,-1.694,0.88,0.653,232.43,0.05225585937500021
1,Miss,-0.19,-1.193,0.812,0.505,89.225,0.05225585937500021
2,FTI,-0.505,-2.213,1.204,0.87,732.242,0.05225585937500021
3,RP,-3.058,-3.797,-2.318,0.36,26.049,0.05225585937500021
0,Hit,-0.573,-1.795,0.649,0.621,338.312,0.062255859375000444
1,Miss,-0.172,-1.091,0.747,0.464,122.132,0.062255859375000444
2,FTI,-0.624,-2.288,1.041,0.848,1176.934,0.062255859375000444
3,RP,-2.705,-3.331,-2.08,0.306,28.906,0.062255859375000444
0,Hit,-0.431,-1.658,0.797,0.624,341.241,0.07225585937500023
1,Miss,-0.117,-1.038,0.805,0.465,122.889,0.07225585937500023
2,FTI,-0.742,-2.416,0.932,0.853,1196.97,0.07225585937500023
3,RP,-2.8,-3.425,-2.176,0.305,28.781,0.07225585937500023
0,Hit,-0.575,-1.86,0.71,0.653,253.537,0.08225585937500046
1,Miss,-0.15,-1.143,0.843,0.5,95.635,0.08225585937500046
2,FTI,-1.223,-2.939,0.493,0.874,816.246,0.08225585937500046
3,RP,-2.209,-2.93,-1.488,0.351,26.608,0.08225585937500046
0,Hit,-0.486,-1.773,0.801,0.654,263.397,0.09225585937500025
1,Miss,-0.005,-0.996,0.987,0.5,98.652,0.09225585937500025
2,FTI,-1.346,-3.069,0.377,0.878,856.045,0.09225585937500025
3,RP,-1.246,-1.96,-0.532,0.348,26.877,0.09225585937500025
0,Hit,0.475,-0.782,1.733,0.639,327.969,0.10225585937500048
1,Miss,0.324,-0.625,1.272,0.479,118.745,0.10225585937500048
2,FTI,-0.945,-2.655,0.764,0.871,1131.979,0.10225585937500048
3,RP,-0.672,-1.322,-0.022,0.318,28.563,0.10225585937500048
0,Hit,0.512,-0.785,1.808,0.658,251.138,0.11225585937500027
1,Miss,-0.117,-1.12,0.886,0.505,94.967,0.11225585937500027
2,FTI,-1.008,-2.737,0.722,0.881,805.658,0.11225585937500027
3,RP,-0.414,-1.144,0.315,0.355,26.604,0.11225585937500027
0,Hit,-1.495,-2.883,-0.106,0.703,158.457,0.1222558593750005
1,Miss,-1.768,-2.888,-0.647,0.561,66.943,0.1222558593750005
2,FTI,-1.909,-3.704,-0.113,0.913,451.895,0.1222558593750005
3,RP,-0.019,-0.903,0.864,0.428,24.18,0.1222558593750005
0,Hit,-3.847,-5.279,-2.416,0.724,132.435,0.13225585937500028
1,Miss,-3.994,-5.168,-2.819,0.587,58.845,0.13225585937500028
2,FTI,-3.534,-5.361,-1.706,0.929,360.183,0.13225585937500028
3,RP,0.536,-0.415,1.488,0.46,23.352,0.13225585937500028
0,Hit,-5.246,-6.695,-3.796,0.733,129.422,0.14225585937500052
1,Miss,-5.706,-6.897,-4.515,0.595,57.859,0.14225585937500052
2,FTI,-5.581,-7.429,-3.734,0.939,350.03,0.14225585937500052
3,RP,0.85,-0.118,1.818,0.468,23.212,0.14225585937500052
0,Hit,-5.968,-7.438,-4.498,0.742,119.069,0.1522558593750003
1,Miss,-6.186,-7.403,-4.969,0.607,54.576,0.1522558593750003
2,FTI,-6.895,-8.757,-5.033,0.946,314.635,0.1522558593750003
3,RP,0.834,-0.167,1.835,0.484,22.857,0.1522558593750003
0,Hit,-5.989,-7.486,-4.493,0.755,108.858,0.16225585937500053
1,Miss,-5.642,-6.891,-4.392,0.622,51.219,0.16225585937500053
2,FTI,-6.926,-8.809,-5.043,0.957,280.773,0.16225585937500053
3,RP,0.66,-0.379,1.7,0.502,22.404,0.16225585937500053
0,Hit,-5.26,-6.842,-3.678,0.796,85.922,0.17225585937500032
1,Miss,-4.617,-5.967,-3.266,0.67,43.747,0.17225585937500032
2,FTI,-6.513,-8.464,-4.562,0.989,205.677,0.17225585937500032
3,RP,0.429,-0.731,1.589,0.559,21.602,0.17225585937500032
0,Hit,-3.846,-5.53,-2.162,0.844,69.207,0.18225585937500055
1,Miss,-2.846,-4.316,-1.376,0.726,38.195,0.18225585937500055
2,FTI,-5.334,-7.367,-3.301,1.029,153.067,0.18225585937500055
3,RP,0.159,-1.138,1.455,0.624,21.092,0.18225585937500055
0,Hit,-1.472,-3.19,0.247,0.86,65.0,0.19225585937500034
1,Miss,-0.264,-1.774,1.246,0.745,36.806,0.19225585937500034
2,FTI,-3.13,-5.19,-1.069,1.042,140.066,0.19225585937500034
3,RP,-0.186,-1.529,1.157,0.646,21.017,0.19225585937500034
0,Hit,1.282,-0.407,2.971,0.846,67.492,0.20225585937500057
1,Miss,2.231,0.752,3.71,0.73,37.683,0.20225585937500057
2,FTI,-1.129,-3.163,0.904,1.029,147.527,0.20225585937500057
3,RP,-0.487,-1.796,0.822,0.63,21.129,0.20225585937500057
0,Hit,3.127,1.44,4.814,0.845,68.532,0.21225585937500036
1,Miss,4.036,2.562,5.51,0.728,38.023,0.21225585937500036
2,FTI,0.533,-1.501,2.567,1.029,150.758,0.21225585937500036
3,RP,-0.643,-1.945,0.66,0.627,21.144,0.21225585937500036
0,Hit,3.963,2.212,5.713,0.876,63.353,0.2222558593750006
1,Miss,5.051,3.509,6.594,0.761,36.214,0.2222558593750006
2,FTI,2.049,-0.045,4.143,1.059,135.208,0.2222558593750006
3,RP,-0.757,-2.132,0.619,0.661,20.931,0.2222558593750006
0,Hit,4.684,2.879,6.489,0.902,59.98,0.23225585937500037
1,Miss,5.208,3.609,6.807,0.788,35.038,0.23225585937500037
2,FTI,2.876,0.73,5.022,1.084,125.167,0.23225585937500037
3,RP,-0.918,-2.353,0.518,0.69,20.811,0.23225585937500037
0,Hit,5.476,3.665,7.287,0.906,61.542,0.2422558593750006
1,Miss,5.05,3.45,6.65,0.789,35.594,0.2422558593750006
2,FTI,3.647,1.488,5.806,1.091,129.76,0.2422558593750006
3,RP,-1.046,-2.478,0.386,0.688,20.88,0.2422558593750006
0,Hit,6.289,4.516,8.062,0.888,66.558,0.2522558593750004
1,Miss,5.202,3.647,6.756,0.767,37.333,0.2522558593750004
2,FTI,5.194,3.062,7.326,1.079,144.813,0.2522558593750004
3,RP,-1.139,-2.517,0.239,0.663,21.059,0.2522558593750004
0,Hit,7.428,5.638,9.217,0.896,64.517,0.2622558593750002
1,Miss,5.545,3.971,7.118,0.776,36.616,0.2622558593750002
2,FTI,6.867,4.723,9.012,1.085,138.707,0.2622558593750002
3,RP,-1.292,-2.692,0.109,0.673,20.97,0.2622558593750002
0,Hit,8.632,6.782,10.482,0.924,58.279,0.2722558593750004
1,Miss,5.867,4.223,7.511,0.809,34.419,0.2722558593750004
2,FTI,8.216,6.023,10.409,1.108,120.234,0.2722558593750004
3,RP,-1.328,-2.808,0.153,0.711,20.721,0.2722558593750004
0,Hit,9.29,7.48,11.099,0.905,61.705,0.2822558593750002
1,Miss,5.954,4.356,7.551,0.788,35.589,0.2822558593750002
2,FTI,9.442,7.283,11.601,1.091,130.487,0.2822558593750002
3,RP,-1.119,-2.548,0.31,0.687,20.804,0.2822558593750002
0,Hit,9.296,7.563,11.029,0.869,70.39,0.2922558593750004
1,Miss,5.632,4.122,7.141,0.746,38.528,0.2922558593750004
2,FTI,10.348,8.251,12.445,1.062,156.986,0.2922558593750004
3,RP,-0.845,-2.173,0.483,0.639,21.045,0.2922558593750004
0,Hit,9.057,7.392,10.722,0.837,81.908,0.3022558593750002
1,Miss,5.004,3.577,6.432,0.708,42.364,0.3022558593750002
2,FTI,10.627,8.583,12.672,1.037,193.133,0.3022558593750002
3,RP,-0.596,-1.829,0.637,0.594,21.4,0.3022558593750002
0,Hit,8.739,7.159,10.319,0.796,98.987,0.31225585937500044
1,Miss,4.287,2.957,5.616,0.661,47.905,0.31225585937500044
2,FTI,10.701,8.728,12.674,1.002,248.716,0.31225585937500044
3,RP,-0.32,-1.44,0.8,0.54,21.917,0.31225585937500044
0,Hit,8.161,6.616,9.705,0.779,108.241,0.32225585937500023
1,Miss,3.694,2.406,4.982,0.641,50.752,0.32225585937500023
2,FTI,10.874,8.93,12.818,0.988,280.254,0.32225585937500023
3,RP,-0.078,-1.149,0.992,0.516,22.082,0.32225585937500023
0,Hit,7.358,5.805,8.911,0.783,105.5,0.33225585937500046
1,Miss,3.262,1.964,4.56,0.646,49.851,0.33225585937500046
2,FTI,10.628,8.677,12.58,0.991,271.195,0.33225585937500046
3,RP,0.056,-1.028,1.139,0.522,21.964,0.33225585937500046
0,Hit,6.615,5.084,8.145,0.772,108.029,0.34225585937500025
1,Miss,2.862,1.585,4.139,0.636,50.737,0.34225585937500025
2,FTI,9.867,7.941,11.793,0.978,279.237,0.34225585937500025
3,RP,0.118,-0.944,1.18,0.512,22.134,0.34225585937500025
0,Hit,6.148,4.636,7.66,0.763,107.56,0.3522558593750005
1,Miss,2.484,1.222,3.747,0.629,50.668,0.3522558593750005
2,FTI,9.362,7.461,11.263,0.966,277.2,0.3522558593750005
3,RP,0.082,-0.97,1.133,0.507,22.209,0.3522558593750005
0,Hit,5.634,4.129,7.139,0.759,109.294,0.36225585937500027
1,Miss,2.189,0.934,3.443,0.625,51.161,0.36225585937500027
2,FTI,9.083,7.188,10.979,0.963,283.376,0.36225585937500027
3,RP,0.021,-1.021,1.063,0.503,22.198,0.36225585937500027
0,Hit,4.593,3.13,6.055,0.739,125.023,0.3722558593750005
1,Miss,1.749,0.546,2.952,0.6,55.955,0.3722558593750005
2,FTI,8.29,6.428,10.153,0.947,338.237,0.3722558593750005
3,RP,0.053,-0.927,1.032,0.473,22.511,0.3722558593750005
0,Hit,3.302,1.888,4.716,0.715,144.918,0.3822558593750003
1,Miss,1.039,-0.108,2.187,0.574,62.139,0.3822558593750003
2,FTI,7.17,5.35,8.991,0.926,408.275,0.3822558593750003
3,RP,0.042,-0.872,0.956,0.442,23.126,0.3822558593750003
0,Hit,2.166,0.785,3.546,0.699,163.174,0.3922558593750005
1,Miss,0.347,-0.761,1.455,0.555,67.816,0.3922558593750005
2,FTI,6.117,4.325,7.908,0.912,473.673,0.3922558593750005
3,RP,-0.059,-0.926,0.808,0.42,23.741,0.3922558593750005
0,Hit,1.045,-0.324,2.415,0.694,167.375,0.4022558593750003
1,Miss,-0.188,-1.286,0.909,0.55,69.151,0.4022558593750003
2,FTI,5.089,3.308,6.869,0.906,488.609,0.4022558593750003
3,RP,-0.129,-0.985,0.726,0.414,23.916,0.4022558593750003
0,Hit,-0.075,-1.443,1.292,0.693,165.602,0.41225585937500053
1,Miss,-0.809,-1.907,0.289,0.55,68.856,0.41225585937500053
2,FTI,4.003,2.228,5.778,0.903,480.019,0.41225585937500053
3,RP,-0.167,-1.026,0.691,0.416,24.11,0.41225585937500053
0,Hit,-0.91,-2.266,0.447,0.687,181.473,0.4222558593750003
1,Miss,-1.494,-2.575,-0.413,0.542,73.918,0.4222558593750003
2,FTI,3.095,1.325,4.866,0.901,536.353,0.4222558593750003
3,RP,-0.159,-0.993,0.675,0.405,24.785,0.4222558593750003
0,Hit,-1.446,-2.81,-0.081,0.691,180.126,0.43225585937500055
1,Miss,-1.833,-2.921,-0.745,0.546,73.506,0.43225585937500055
2,FTI,2.768,0.988,4.548,0.906,531.393,0.43225585937500055
3,RP,-0.149,-0.989,0.692,0.408,24.745,0.43225585937500055
0,Hit,-1.915,-3.308,-0.522,0.705,145.797,0.44225585937500034
1,Miss,-1.892,-3.025,-0.76,0.567,63.03,0.44225585937500034
2,FTI,2.833,1.043,4.624,0.911,406.814,0.44225585937500034
3,RP,-0.186,-1.091,0.718,0.438,23.793,0.44225585937500034
0,Hit,-2.268,-3.681,-0.854,0.714,125.219,0.45225585937500057
1,Miss,-1.845,-3.011,-0.679,0.582,56.723,0.45225585937500057
2,FTI,2.84,1.044,4.636,0.913,334.368,0.45225585937500057
3,RP,-0.199,-1.152,0.754,0.461,23.278,0.45225585937500057
0,Hit,-2.117,-3.548,-0.687,0.722,114.397,0.46225585937500036
1,Miss,-1.723,-2.913,-0.533,0.594,53.31,0.46225585937500036
2,FTI,2.805,1.0,4.609,0.917,297.512,0.46225585937500036
3,RP,-0.186,-1.172,0.799,0.476,22.946,0.46225585937500036
0,Hit,-1.525,-2.967,-0.083,0.728,108.784,0.4722558593750006
1,Miss,-1.664,-2.869,-0.459,0.601,51.483,0.4722558593750006
2,FTI,3.011,1.199,4.823,0.921,278.891,0.4722558593750006
3,RP,-0.186,-1.191,0.818,0.485,22.725,0.4722558593750006
0,Hit,-1.025,-2.493,0.443,0.74,97.769,0.4822558593750004
1,Miss,-1.479,-2.719,-0.24,0.616,47.884,0.4822558593750004
2,FTI,3.579,1.75,5.407,0.928,242.733,0.4822558593750004
3,RP,-0.228,-1.276,0.819,0.506,22.307,0.4822558593750004
0,Hit,-0.626,-2.133,0.88,0.758,86.0,0.4922558593750006
1,Miss,-1.131,-2.418,0.157,0.639,43.993,0.4922558593750006
2,FTI,4.075,2.219,5.931,0.941,204.867,0.4922558593750006
3,RP,-0.296,-1.403,0.811,0.534,21.869,0.4922558593750006
0,Hit,-0.241,-1.746,1.264,0.757,90.039,0.5022558593750004
1,Miss,-1.121,-2.401,0.159,0.636,45.332,0.5022558593750004
2,FTI,3.998,2.137,5.86,0.944,217.78,0.5022558593750004
3,RP,-0.318,-1.412,0.776,0.528,22.015,0.5022558593750004
0,Hit,-0.188,-1.668,1.292,0.746,102.689,0.5122558593750002
1,Miss,-1.356,-2.599,-0.113,0.619,49.475,0.5122558593750002
2,FTI,3.78,1.93,5.631,0.94,258.918,0.5122558593750002
3,RP,-0.279,-1.323,0.765,0.504,22.469,0.5122558593750002
0,Hit,-0.28,-1.732,1.171,0.733,115.03,0.522255859375
1,Miss,-1.388,-2.595,-0.181,0.602,53.472,0.522255859375
2,FTI,3.877,2.045,5.709,0.931,299.879,0.522255859375
3,RP,-0.372,-1.371,0.626,0.483,22.923,0.522255859375
0,Hit,-0.442,-1.852,0.967,0.712,130.901,0.5322558593750006
1,Miss,-1.482,-2.64,-0.324,0.579,58.552,0.5322558593750006
2,FTI,3.978,2.182,5.774,0.913,353.629,0.5322558593750006
3,RP,-0.671,-1.612,0.269,0.455,23.505,0.5322558593750006
0,Hit,-0.678,-2.058,0.702,0.698,144.596,0.5422558593750004
1,Miss,-1.671,-2.794,-0.547,0.562,62.819,0.5422558593750004
2,FTI,4.08,2.309,5.852,0.901,401.412,0.5422558593750004
3,RP,-0.852,-1.751,0.048,0.436,23.925,0.5422558593750004
0,Hit,-0.557,-1.922,0.808,0.691,150.328,0.5522558593750002
1,Miss,-1.533,-2.64,-0.426,0.554,64.549,0.5522558593750002
2,FTI,4.177,2.42,5.935,0.894,422.004,0.5522558593750002
3,RP,-0.755,-1.635,0.126,0.427,24.051,0.5522558593750002
0,Hit,-0.317,-1.678,1.045,0.689,153.433,0.562255859375
1,Miss,-1.247,-2.349,-0.144,0.552,65.513,0.562255859375
2,FTI,3.888,2.133,5.644,0.893,433.004,0.562255859375
3,RP,-0.623,-1.498,0.251,0.424,24.15,0.562255859375
0,Hit,-0.207,-1.589,1.176,0.699,139.477,0.5722558593750007
1,Miss,-1.154,-2.283,-0.025,0.565,61.165,0.5722558593750007
2,FTI,3.408,1.637,5.179,0.901,383.892,0.5722558593750007
3,RP,-0.632,-1.54,0.276,0.44,23.701,0.5722558593750007
0,Hit,-0.041,-1.441,1.36,0.707,118.361,0.5822558593750005
1,Miss,-1.241,-2.401,-0.08,0.579,54.442,0.5822558593750005
2,FTI,3.192,1.42,4.964,0.901,311.676,0.5822558593750005
3,RP,-0.663,-1.619,0.292,0.462,22.934,0.5822558593750005
0,Hit,0.052,-1.337,1.441,0.701,118.777,0.5922558593750002
1,Miss,-1.389,-2.539,-0.239,0.574,54.48,0.5922558593750002
2,FTI,3.325,1.567,5.084,0.894,313.663,0.5922558593750002
3,RP,-0.735,-1.681,0.211,0.457,22.844,0.5922558593750002
0,Hit,0.091,-1.262,1.443,0.684,141.0,0.602255859375
1,Miss,-1.439,-2.541,-0.337,0.551,61.388,0.602255859375
2,FTI,3.467,1.732,5.202,0.882,391.005,0.602255859375
3,RP,-0.799,-1.683,0.085,0.428,23.485,0.602255859375
0,Hit,0.14,-1.182,1.463,0.67,167.873,0.6122558593750007
1,Miss,-1.404,-2.465,-0.343,0.532,69.666,0.6122558593750007
2,FTI,3.369,1.652,5.087,0.874,487.318,0.6122558593750007
3,RP,-0.735,-1.563,0.093,0.402,24.292,0.6122558593750007
0,Hit,0.112,-1.192,1.416,0.661,182.789,0.6222558593750005
1,Miss,-1.489,-2.527,-0.45,0.521,74.299,0.6222558593750005
2,FTI,3.211,1.508,4.914,0.867,541.409,0.6222558593750005
3,RP,-0.728,-1.528,0.072,0.388,24.803,0.6222558593750005
0,Hit,0.221,-1.07,1.511,0.654,198.694,0.6322558593750003
1,Miss,-1.618,-2.638,-0.598,0.513,79.221,0.6322558593750003
2,FTI,3.225,1.531,4.919,0.863,599.941,0.6322558593750003
3,RP,-0.76,-1.536,0.015,0.377,25.337,0.6322558593750003
0,Hit,0.401,-0.872,1.674,0.646,211.243,0.6422558593750001
1,Miss,-1.609,-2.61,-0.609,0.503,83.032,0.6422558593750001
2,FTI,3.322,1.644,5.0,0.855,647.448,0.6422558593750001
3,RP,-0.791,-1.544,-0.038,0.366,25.69,0.6422558593750001
0,Hit,0.461,-0.806,1.729,0.643,212.963,0.6522558593750007
1,Miss,-1.561,-2.557,-0.565,0.501,83.459,0.6522558593750007
2,FTI,3.26,1.587,4.933,0.852,655.083,0.6522558593750007
3,RP,-0.913,-1.661,-0.165,0.363,25.647,0.6522558593750007
0,Hit,0.658,-0.627,1.942,0.651,192.862,0.6622558593750005
1,Miss,-1.639,-2.657,-0.621,0.511,77.234,0.6622558593750005
2,FTI,3.161,1.477,4.846,0.858,580.209,0.6622558593750005
3,RP,-0.95,-1.727,-0.174,0.377,24.965,0.6622558593750005
0,Hit,0.971,-0.315,2.256,0.652,187.51,0.6722558593750003
1,Miss,-1.75,-2.77,-0.729,0.512,75.508,0.6722558593750003
2,FTI,3.153,1.47,4.836,0.857,561.141,0.6722558593750003
3,RP,-0.898,-1.68,-0.116,0.379,24.716,0.6722558593750003
0,Hit,0.919,-0.377,2.216,0.657,181.453,0.6822558593750001
1,Miss,-1.678,-2.71,-0.646,0.518,73.689,0.6822558593750001
2,FTI,3.141,1.448,4.835,0.862,538.343,0.6822558593750001
3,RP,-0.87,-1.665,-0.075,0.386,24.566,0.6822558593750001
0,Hit,0.696,-0.622,2.013,0.667,163.712,0.6922558593750008
1,Miss,-1.481,-2.54,-0.422,0.531,68.374,0.6922558593750008
2,FTI,3.027,1.318,4.735,0.869,472.334,0.6922558593750008
3,RP,-0.788,-1.618,0.042,0.402,24.152,0.6922558593750008
0,Hit,0.877,-0.455,2.21,0.675,152.801,0.7022558593750006
1,Miss,-1.336,-2.414,-0.257,0.54,65.068,0.7022558593750006
2,FTI,2.916,1.196,4.635,0.875,432.662,0.7022558593750006
3,RP,-0.724,-1.578,0.131,0.414,23.875,0.7022558593750006
0,Hit,1.183,-0.138,2.504,0.669,150.994,0.7122558593750004
1,Miss,-1.258,-2.328,-0.188,0.536,64.545,0.7122558593750004
2,FTI,3.138,1.435,4.841,0.866,425.953,0.7122558593750004
3,RP,-0.778,-1.628,0.073,0.412,23.855,0.7122558593750004
0,Hit,1.138,-0.173,2.449,0.663,151.326,0.7222558593750001
1,Miss,-1.241,-2.303,-0.179,0.532,64.751,0.7222558593750001
2,FTI,3.453,1.764,5.142,0.859,426.347,0.7222558593750001
3,RP,-0.825,-1.668,0.019,0.409,23.972,0.7222558593750001
0,Hit,1.041,-0.271,2.354,0.664,145.334,0.7322558593750008
1,Miss,-1.18,-2.248,-0.113,0.534,62.953,0.7322558593750008
2,FTI,3.365,1.679,5.051,0.858,404.696,0.7322558593750008
3,RP,-0.82,-1.674,0.033,0.413,23.848,0.7322558593750008
0,Hit,1.103,-0.21,2.416,0.664,143.312,0.7422558593750006
1,Miss,-1.017,-2.086,0.053,0.535,62.292,0.7422558593750006
2,FTI,3.291,1.606,4.977,0.857,397.814,0.7422558593750006
3,RP,-0.835,-1.691,0.022,0.415,23.751,0.7422558593750006
0,Hit,1.234,-0.037,2.505,0.644,169.514,0.7522558593750004
1,Miss,-1.012,-2.031,0.007,0.511,70.264,0.7522558593750004
2,FTI,3.392,1.741,5.044,0.841,492.486,0.7522558593750004
3,RP,-0.893,-1.688,-0.098,0.386,24.435,0.7522558593750004
0,Hit,1.294,0.052,2.536,0.63,210.49,0.7622558593750002
1,Miss,-1.021,-1.998,-0.044,0.491,82.767,0.7622558593750002
2,FTI,3.132,1.495,4.769,0.834,644.985,0.7622558593750002
3,RP,-0.946,-1.681,-0.211,0.357,25.634,0.7622558593750002
0,Hit,1.2,-0.042,2.443,0.631,232.858,0.772255859375
1,Miss,-0.833,-1.802,0.135,0.487,89.509,0.772255859375
2,FTI,2.933,1.284,4.582,0.84,731.914,0.772255859375
3,RP,-0.893,-1.608,-0.177,0.348,26.205,0.772255859375
0,Hit,1.221,-0.015,2.457,0.627,232.098,0.7822558593750006
1,Miss,-0.738,-1.701,0.225,0.485,89.15,0.7822558593750006
2,FTI,2.997,1.356,4.637,0.836,730.609,0.7822558593750006
3,RP,-0.793,-1.504,-0.081,0.346,26.064,0.7822558593750006
0,Hit,1.411,0.187,2.636,0.622,220.939,0.7922558593750004
1,Miss,-0.717,-1.676,0.242,0.482,85.908,0.7922558593750004
