index,Contrast,Estimate,2.5_ci,97.5_ci,SE,DF,T-stat,P-val,Sig,time
0,Hit - Miss,0.405,-1.211,2.022,0.612,2280.109,0.662,1.0,,-1.4277441406249998
1,Hit - FTI,1.86,-0.448,4.168,0.874,2761.729,2.127,0.201,,-1.4277441406249998
2,Hit - RP,0.968,-0.457,2.393,0.539,1381.696,1.796,0.437,,-1.4277441406249998
3,Miss - FTI,1.455,-0.651,3.561,0.798,3145.409,1.824,0.41,,-1.4277441406249998
4,Miss - RP,0.563,-0.512,1.638,0.406,792.008,1.386,0.997,,-1.4277441406249998
5,FTI - RP,-0.891,-2.849,1.066,0.742,3257.683,-1.202,1.0,,-1.4277441406249998
0,Hit - Miss,0.419,-1.223,2.06,0.622,2297.574,0.673,1.0,,-1.4177441406249995
1,Hit - FTI,1.999,-0.345,4.342,0.888,2772.863,2.251,0.147,,-1.4177441406249995
2,Hit - RP,0.857,-0.59,2.304,0.548,1401.357,1.565,0.707,,-1.4177441406249995
3,Miss - FTI,1.58,-0.558,3.718,0.81,3148.936,1.95,0.307,,-1.4177441406249995
4,Miss - RP,0.438,-0.653,1.53,0.413,806.446,1.062,1.0,,-1.4177441406249995
5,FTI - RP,-1.142,-3.13,0.846,0.753,3258.767,-1.516,0.778,,-1.4177441406249995
0,Hit - Miss,0.251,-1.418,1.919,0.632,2361.233,0.397,1.0,,-1.4077441406249998
1,Hit - FTI,1.931,-0.451,4.313,0.902,2813.185,2.14,0.195,,-1.4077441406249998
2,Hit - RP,0.848,-0.624,2.32,0.557,1470.204,1.521,0.771,,-1.4077441406249998
3,Miss - FTI,1.68,-0.493,3.853,0.823,3160.785,2.041,0.248,,-1.4077441406249998
4,Miss - RP,0.597,-0.515,1.708,0.42,853.165,1.42,0.936,,-1.4077441406249998
5,FTI - RP,-1.083,-3.102,0.936,0.765,3263.762,-1.416,0.942,,-1.4077441406249998
0,Hit - Miss,0.232,-1.443,1.906,0.634,2274.382,0.366,1.0,,-1.3977441406249995
1,Hit - FTI,1.473,-0.918,3.864,0.906,2758.044,1.626,0.624,,-1.3977441406249995
2,Hit - RP,0.992,-0.484,2.468,0.559,1375.518,1.776,0.456,,-1.3977441406249995
3,Miss - FTI,1.241,-0.941,3.423,0.826,3144.277,1.502,0.8,,-1.3977441406249995
4,Miss - RP,0.76,-0.353,1.874,0.421,787.693,1.806,0.428,,-1.3977441406249995
5,FTI - RP,-0.481,-2.509,1.548,0.768,3257.267,-0.626,1.0,,-1.3977441406249995
0,Hit - Miss,0.381,-1.289,2.05,0.632,2434.258,0.602,1.0,,-1.3877441406249995
1,Hit - FTI,1.23,-1.152,3.612,0.902,2858.603,1.363,1.0,,-1.3877441406249995
2,Hit - RP,1.185,-0.29,2.66,0.558,1549.81,2.123,0.204,,-1.3877441406249995
3,Miss - FTI,0.849,-1.323,3.021,0.823,3173.689,1.032,1.0,,-1.3877441406249995
4,Miss - RP,0.804,-0.311,1.919,0.422,905.35,1.907,0.341,,-1.3877441406249995
5,FTI - RP,-0.045,-2.063,1.973,0.764,3269.81,-0.059,1.0,,-1.3877441406249995
0,Hit - Miss,0.296,-1.376,1.967,0.633,2594.546,0.467,1.0,,-1.3777441406249995
1,Hit - FTI,1.055,-1.328,3.438,0.903,2953.243,1.169,1.0,,-1.3777441406249995
2,Hit - RP,1.177,-0.301,2.656,0.56,1751.83,2.103,0.214,,-1.3777441406249995
3,Miss - FTI,0.759,-1.411,2.93,0.822,3201.502,0.923,1.0,,-1.3777441406249995
4,Miss - RP,0.882,-0.239,2.002,0.424,1057.02,2.08,0.227,,-1.3777441406249995
5,FTI - RP,0.122,-1.894,2.139,0.764,3279.559,0.16,1.0,,-1.3777441406249995
0,Hit - Miss,0.162,-1.504,1.827,0.631,2834.033,0.256,1.0,,-1.3677441406249995
1,Hit - FTI,0.799,-1.572,3.17,0.898,3085.258,0.89,1.0,,-1.3677441406249995
2,Hit - RP,1.052,-0.426,2.53,0.56,2108.784,1.879,0.362,,-1.3677441406249995
3,Miss - FTI,0.637,-1.519,2.794,0.817,3240.166,0.78,1.0,,-1.3677441406249995
4,Miss - RP,0.89,-0.234,2.015,0.426,1359.61,2.092,0.22,,-1.3677441406249995
5,FTI - RP,0.253,-1.749,2.254,0.758,3291.246,0.334,1.0,,-1.3677441406249995
0,Hit - Miss,0.303,-1.354,1.961,0.628,2936.672,0.483,1.0,,-1.3577441406249997
1,Hit - FTI,0.494,-1.864,2.853,0.893,3138.35,0.553,1.0,,-1.3577441406249997
2,Hit - RP,0.97,-0.504,2.444,0.558,2292.008,1.738,0.494,,-1.3577441406249997
3,Miss - FTI,0.191,-1.953,2.335,0.812,3255.872,0.235,1.0,,-1.3577441406249997
4,Miss - RP,0.667,-0.457,1.79,0.425,1541.148,1.568,0.703,,-1.3577441406249997
5,FTI - RP,0.476,-1.513,2.465,0.753,3294.746,0.631,1.0,,-1.3577441406249997
0,Hit - Miss,0.491,-1.16,2.141,0.625,2778.23,0.785,1.0,,-1.3477441406249997
1,Hit - FTI,0.378,-1.973,2.729,0.891,3055.71,0.424,1.0,,-1.3477441406249997
2,Hit - RP,0.869,-0.595,2.333,0.555,2016.2,1.567,0.703,,-1.3477441406249997
3,Miss - FTI,-0.113,-2.252,2.027,0.81,3231.477,-0.139,1.0,,-1.3477441406249997
4,Miss - RP,0.379,-0.735,1.492,0.421,1273.799,0.899,1.0,,-1.3477441406249997
5,FTI - RP,0.491,-1.495,2.477,0.752,3289.118,0.653,1.0,,-1.3477441406249997
0,Hit - Miss,0.547,-1.12,2.213,0.631,2576.317,0.866,1.0,,-1.3377441406249997
1,Hit - FTI,0.83,-1.546,3.206,0.9,2943.131,0.923,1.0,,-1.3377441406249997
2,Hit - RP,0.785,-0.69,2.259,0.558,1724.191,1.405,0.961,,-1.3377441406249997
3,Miss - FTI,0.284,-1.881,2.448,0.82,3198.389,0.346,1.0,,-1.3377441406249997
4,Miss - RP,0.238,-0.88,1.355,0.423,1032.318,0.563,1.0,,-1.3377441406249997
5,FTI - RP,-0.046,-2.056,1.965,0.761,3279.086,-0.06,1.0,,-1.3377441406249997
0,Hit - Miss,0.747,-0.927,2.421,0.634,2560.482,1.178,1.0,,-1.3277441406249997
1,Hit - FTI,1.436,-0.951,3.823,0.904,2933.768,1.588,0.674,,-1.3277441406249997
2,Hit - RP,1.002,-0.478,2.483,0.561,1705.068,1.788,0.444,,-1.3277441406249997
3,Miss - FTI,0.689,-1.485,2.864,0.824,3195.719,0.837,1.0,,-1.3277441406249997
4,Miss - RP,0.256,-0.866,1.377,0.424,1019.208,0.603,1.0,,-1.3277441406249997
5,FTI - RP,-0.434,-2.453,1.586,0.765,3277.902,-0.567,1.0,,-1.3277441406249997
0,Hit - Miss,0.96,-0.724,2.643,0.638,2597.422,1.505,0.795,,-1.3177441406249994
1,Hit - FTI,1.843,-0.557,4.243,0.909,2954.953,2.027,0.256,,-1.3177441406249994
2,Hit - RP,1.48,-0.009,2.97,0.564,1755.153,2.625,0.053,.,-1.3177441406249994
3,Miss - FTI,0.883,-1.303,3.07,0.828,3201.979,1.067,1.0,,-1.3177441406249994
4,Miss - RP,0.521,-0.608,1.649,0.427,1059.093,1.219,1.0,,-1.3177441406249994
5,FTI - RP,-0.363,-2.393,1.668,0.769,3279.807,-0.472,1.0,,-1.3177441406249994
0,Hit - Miss,0.674,-1.028,2.376,0.645,2620.204,1.046,1.0,,-1.3077441406249997
1,Hit - FTI,2.018,-0.408,4.444,0.919,2968.343,2.196,0.169,,-1.3077441406249997
2,Hit - RP,1.564,0.057,3.071,0.571,1782.792,2.742,0.037,*,-1.3077441406249997
3,Miss - FTI,1.344,-0.866,3.553,0.837,3205.785,1.606,0.651,,-1.3077441406249997
4,Miss - RP,0.89,-0.253,2.033,0.432,1077.687,2.059,0.238,,-1.3077441406249997
5,FTI - RP,-0.454,-2.505,1.598,0.777,3281.568,-0.584,1.0,,-1.3077441406249997
0,Hit - Miss,0.038,-1.662,1.738,0.644,2648.856,0.059,1.0,,-1.2977441406249994
1,Hit - FTI,1.61,-0.812,4.032,0.917,2985.101,1.755,0.476,,-1.2977441406249994
2,Hit - RP,1.121,-0.385,2.627,0.57,1818.167,1.966,0.297,,-1.2977441406249994
3,Miss - FTI,1.573,-0.633,3.778,0.835,3210.632,1.883,0.359,,-1.2977441406249994
4,Miss - RP,1.083,-0.06,2.226,0.432,1101.785,2.505,0.074,.,-1.2977441406249994
5,FTI - RP,-0.489,-2.537,1.558,0.776,3283.711,-0.631,1.0,,-1.2977441406249994
0,Hit - Miss,-0.23,-1.931,1.472,0.644,2613.45,-0.356,1.0,,-1.2877441406249996
1,Hit - FTI,0.903,-1.522,3.328,0.919,2964.836,0.983,1.0,,-1.2877441406249996
2,Hit - RP,0.734,-0.773,2.241,0.57,1770.744,1.287,1.0,,-1.2877441406249996
3,Miss - FTI,1.132,-1.076,3.341,0.837,3204.671,1.354,1.0,,-1.2877441406249996
4,Miss - RP,0.964,-0.179,2.106,0.432,1065.513,2.229,0.156,,-1.2877441406249996
5,FTI - RP,-0.169,-2.219,1.882,0.777,3281.643,-0.217,1.0,,-1.2877441406249996
0,Hit - Miss,-0.273,-1.986,1.439,0.649,2467.718,-0.422,1.0,,-1.2777441406249994
1,Hit - FTI,0.277,-2.166,2.72,0.925,2879.1,0.299,1.0,,-1.2777441406249994
2,Hit - RP,0.54,-0.974,2.054,0.573,1587.243,0.942,1.0,,-1.2777441406249994
3,Miss - FTI,0.55,-1.676,2.777,0.843,3179.52,0.652,1.0,,-1.2777441406249994
4,Miss - RP,0.813,-0.332,1.959,0.433,929.989,1.878,0.365,,-1.2777441406249994
5,FTI - RP,0.263,-1.806,2.332,0.784,3272.511,0.336,1.0,,-1.2777441406249994
0,Hit - Miss,-0.477,-2.199,1.245,0.652,2464.28,-0.731,1.0,,-1.2677441406249996
1,Hit - FTI,0.124,-2.333,2.581,0.931,2877.183,0.133,1.0,,-1.2677441406249996
2,Hit - RP,0.512,-1.011,2.034,0.576,1581.706,0.888,1.0,,-1.2677441406249996
3,Miss - FTI,0.601,-1.638,2.84,0.848,3178.838,0.709,1.0,,-1.2677441406249996
4,Miss - RP,0.989,-0.163,2.141,0.436,924.653,2.269,0.141,,-1.2677441406249996
5,FTI - RP,0.387,-1.693,2.468,0.788,3272.569,0.492,1.0,,-1.2677441406249996
0,Hit - Miss,-0.519,-2.244,1.207,0.654,2656.348,-0.793,1.0,,-1.2577441406249994
1,Hit - FTI,0.704,-1.755,3.163,0.931,2989.155,0.756,1.0,,-1.2577441406249994
2,Hit - RP,0.778,-0.751,2.307,0.579,1830.006,1.344,1.0,,-1.2577441406249994
3,Miss - FTI,1.223,-1.016,3.462,0.848,3211.849,1.442,0.896,,-1.2577441406249994
4,Miss - RP,1.296,0.136,2.457,0.439,1112.529,2.953,0.019,*,-1.2577441406249994
5,FTI - RP,0.073,-2.005,2.152,0.787,3283.905,0.093,1.0,,-1.2577441406249994
0,Hit - Miss,-0.374,-2.1,1.351,0.654,2733.849,-0.572,1.0,,-1.2477441406249996
1,Hit - FTI,1.265,-1.193,3.723,0.931,3031.891,1.359,1.0,,-1.2477441406249996
2,Hit - RP,0.993,-0.537,2.522,0.579,1945.289,1.713,0.521,,-1.2477441406249996
3,Miss - FTI,1.639,-0.598,3.876,0.847,3224.47,1.935,0.319,,-1.2477441406249996
4,Miss - RP,1.367,0.204,2.529,0.44,1210.036,3.107,0.012,*,-1.2477441406249996
5,FTI - RP,-0.273,-2.349,1.804,0.787,3287.393,-0.347,1.0,,-1.2477441406249996
0,Hit - Miss,-0.215,-1.947,1.518,0.656,2732.021,-0.327,1.0,,-1.2377441406249998
1,Hit - FTI,1.399,-1.068,3.867,0.935,3030.895,1.497,0.807,,-1.2377441406249998
2,Hit - RP,1.028,-0.508,2.564,0.582,1942.494,1.768,0.463,,-1.2377441406249998
3,Miss - FTI,1.614,-0.632,3.86,0.851,3224.176,1.897,0.348,,-1.2377441406249998
4,Miss - RP,1.243,0.076,2.41,0.442,1207.626,2.815,0.03,*,-1.2377441406249998
5,FTI - RP,-0.371,-2.456,1.714,0.79,3287.312,-0.47,1.0,,-1.2377441406249998
0,Hit - Miss,0.088,-1.649,1.825,0.658,2687.908,0.134,1.0,,-1.2277441406249996
1,Hit - FTI,1.41,-1.064,3.884,0.937,3007.078,1.505,0.795,,-1.2277441406249996
2,Hit - RP,1.132,-0.407,2.671,0.583,1873.01,1.942,0.313,,-1.2277441406249996
3,Miss - FTI,1.322,-0.93,3.574,0.853,3217.133,1.55,0.728,,-1.2277441406249996
4,Miss - RP,1.044,-0.125,2.213,0.442,1145.547,2.36,0.111,,-1.2277441406249996
5,FTI - RP,-0.278,-2.369,1.813,0.792,3285.764,-0.351,1.0,,-1.2277441406249996
0,Hit - Miss,0.248,-1.506,2.002,0.664,2805.081,0.373,1.0,,-1.2177441406249998
1,Hit - FTI,1.524,-0.973,4.02,0.946,3070.764,1.611,0.644,,-1.2177441406249998
2,Hit - RP,1.253,-0.304,2.81,0.59,2054.147,2.125,0.202,,-1.2177441406249998
3,Miss - FTI,1.276,-0.996,3.547,0.86,3236.02,1.482,0.83,,-1.2177441406249998
4,Miss - RP,1.005,-0.179,2.19,0.448,1302.877,2.242,0.151,,-1.2177441406249998
5,FTI - RP,-0.27,-2.378,1.838,0.799,3290.781,-0.339,1.0,,-1.2177441406249998
0,Hit - Miss,0.304,-1.46,2.068,0.668,2895.094,0.455,1.0,,-1.2077441406249996
1,Hit - FTI,1.688,-0.821,4.198,0.951,3117.605,1.776,0.455,,-1.2077441406249996
2,Hit - RP,1.309,-0.258,2.876,0.594,2211.122,2.205,0.165,,-1.2077441406249996
3,Miss - FTI,1.384,-0.898,3.666,0.864,3249.863,1.601,0.657,,-1.2077441406249996
4,Miss - RP,1.005,-0.189,2.199,0.452,1454.573,2.224,0.158,,-1.2077441406249996
5,FTI - RP,-0.379,-2.496,1.738,0.802,3293.765,-0.473,1.0,,-1.2077441406249996
0,Hit - Miss,0.58,-1.196,2.355,0.673,2864.693,0.862,1.0,,-1.1977441406249998
1,Hit - FTI,1.858,-0.669,4.385,0.957,3102.061,1.941,0.314,,-1.1977441406249998
2,Hit - RP,1.327,-0.25,2.905,0.597,2155.602,2.222,0.158,,-1.1977441406249998
3,Miss - FTI,1.278,-1.02,3.577,0.871,3245.297,1.468,0.853,,-1.1977441406249998
4,Miss - RP,0.747,-0.454,1.949,0.455,1398.63,1.643,0.603,,-1.1977441406249998
5,FTI - RP,-0.531,-2.663,1.601,0.808,3292.887,-0.657,1.0,,-1.1977441406249998
0,Hit - Miss,0.621,-1.157,2.399,0.673,2538.083,0.922,1.0,,-1.1877441406249996
1,Hit - FTI,1.849,-0.685,4.384,0.96,2921.576,1.926,0.325,,-1.1877441406249996
2,Hit - RP,1.15,-0.424,2.723,0.596,1668.653,1.93,0.322,,-1.1877441406249996
3,Miss - FTI,1.229,-1.08,3.537,0.875,3191.746,1.405,0.961,,-1.1877441406249996
4,Miss - RP,0.529,-0.663,1.721,0.451,984.531,1.173,1.0,,-1.1877441406249996
5,FTI - RP,-0.7,-2.844,1.445,0.812,3277.915,-0.861,1.0,,-1.1877441406249996
0,Hit - Miss,0.291,-1.477,2.06,0.67,2116.506,0.435,1.0,,-1.1777441406249998
1,Hit - FTI,1.512,-1.015,4.038,0.957,2652.907,1.58,0.685,,-1.1777441406249998
2,Hit - RP,0.952,-0.605,2.509,0.589,1215.7,1.615,0.639,,-1.1777441406249998
3,Miss - FTI,1.221,-1.086,3.527,0.874,3111.525,1.397,0.975,,-1.1777441406249998
4,Miss - RP,0.661,-0.513,1.834,0.443,680.331,1.49,0.821,,-1.1777441406249998
5,FTI - RP,-0.56,-2.704,1.584,0.812,3244.481,-0.689,1.0,,-1.1777441406249998
0,Hit - Miss,0.166,-1.607,1.939,0.671,2167.367,0.247,1.0,,-1.1677441406249995
1,Hit - FTI,1.528,-1.004,4.06,0.959,2687.808,1.593,0.667,,-1.1677441406249995
2,Hit - RP,1.042,-0.52,2.605,0.591,1261.483,1.762,0.47,,-1.1677441406249995
3,Miss - FTI,1.362,-0.949,3.673,0.875,3121.66,1.556,0.719,,-1.1677441406249995
4,Miss - RP,0.876,-0.302,2.055,0.445,706.881,1.967,0.297,,-1.1677441406249995
5,FTI - RP,-0.486,-2.634,1.662,0.814,3250.026,-0.597,1.0,,-1.1677441406249995
0,Hit - Miss,0.231,-1.563,2.025,0.679,2362.907,0.34,1.0,,-1.1577441406249998
1,Hit - FTI,1.833,-0.727,4.392,0.97,2815.244,1.89,0.353,,-1.1577441406249998
2,Hit - RP,1.107,-0.477,2.692,0.6,1461.571,1.847,0.39,,-1.1577441406249998
3,Miss - FTI,1.602,-0.731,3.936,0.884,3160.04,1.813,0.42,,-1.1577441406249998
4,Miss - RP,0.877,-0.321,2.075,0.453,837.122,1.936,0.32,,-1.1577441406249998
5,FTI - RP,-0.725,-2.894,1.443,0.821,3266.349,-0.883,1.0,,-1.1577441406249998
0,Hit - Miss,0.15,-1.657,1.956,0.684,2577.49,0.219,1.0,,-1.1477441406249995
1,Hit - FTI,1.406,-1.169,3.981,0.975,2944.411,1.442,0.897,,-1.1477441406249995
2,Hit - RP,1.052,-0.547,2.651,0.605,1720.697,1.737,0.495,,-1.1477441406249995
3,Miss - FTI,1.257,-1.088,3.602,0.888,3198.568,1.415,0.943,,-1.1477441406249995
4,Miss - RP,0.902,-0.31,2.115,0.459,1024.889,1.967,0.296,,-1.1477441406249995
5,FTI - RP,-0.354,-2.532,1.824,0.825,3279.987,-0.43,1.0,,-1.1477441406249995
0,Hit - Miss,0.068,-1.748,1.885,0.688,2825.553,0.099,1.0,,-1.1377441406249995
1,Hit - FTI,0.653,-1.933,3.239,0.979,3081.679,0.667,1.0,,-1.1377441406249995
2,Hit - RP,1.165,-0.448,2.778,0.611,2087.583,1.907,0.34,,-1.1377441406249995
3,Miss - FTI,0.585,-1.767,2.937,0.891,3239.273,0.656,1.0,,-1.1377441406249995
4,Miss - RP,1.097,-0.131,2.324,0.465,1333.195,2.36,0.111,,-1.1377441406249995
5,FTI - RP,0.512,-1.671,2.694,0.827,3291.599,0.619,1.0,,-1.1377441406249995
0,Hit - Miss,0.059,-1.761,1.88,0.69,2828.699,0.086,1.0,,-1.1277441406249995
1,Hit - FTI,0.507,-2.084,3.098,0.982,3083.255,0.517,1.0,,-1.1277441406249995
2,Hit - RP,1.211,-0.405,2.828,0.612,2093.502,1.979,0.288,,-1.1277441406249995
3,Miss - FTI,0.448,-1.909,2.805,0.893,3239.724,0.502,1.0,,-1.1277441406249995
4,Miss - RP,1.152,-0.078,2.383,0.466,1339.302,2.474,0.081,.,-1.1277441406249995
5,FTI - RP,0.704,-1.483,2.892,0.829,3291.653,0.85,1.0,,-1.1277441406249995
0,Hit - Miss,0.08,-1.743,1.903,0.691,2810.692,0.116,1.0,,-1.1177441406249995
1,Hit - FTI,0.993,-1.603,3.588,0.983,3073.694,1.01,1.0,,-1.1177441406249995
2,Hit - RP,1.175,-0.443,2.794,0.613,2063.772,1.917,0.332,,-1.1177441406249995
3,Miss - FTI,0.913,-1.449,3.274,0.894,3236.88,1.02,1.0,,-1.1177441406249995
4,Miss - RP,1.095,-0.136,2.327,0.466,1312.049,2.35,0.114,,-1.1177441406249995
5,FTI - RP,0.182,-2.009,2.374,0.83,3290.955,0.22,1.0,,-1.1177441406249995
0,Hit - Miss,0.07,-1.751,1.891,0.69,2778.884,0.101,1.0,,-1.1077441406249997
1,Hit - FTI,1.223,-1.37,3.816,0.982,3057.039,1.245,1.0,,-1.1077441406249997
2,Hit - RP,1.154,-0.462,2.77,0.612,2009.665,1.886,0.357,,-1.1077441406249997
3,Miss - FTI,1.153,-1.206,3.512,0.894,3231.987,1.29,1.0,,-1.1077441406249997
4,Miss - RP,1.084,-0.145,2.314,0.465,1260.85,2.331,0.12,,-1.1077441406249997
5,FTI - RP,-0.069,-2.258,2.12,0.829,3289.977,-0.083,1.0,,-1.1077441406249997
0,Hit - Miss,-0.173,-1.991,1.645,0.689,2567.491,-0.252,1.0,,-1.0977441406249997
1,Hit - FTI,0.942,-1.649,3.533,0.982,2939.06,0.96,1.0,,-1.0977441406249997
2,Hit - RP,0.882,-0.728,2.491,0.609,1704.054,1.447,0.889,,-1.0977441406249997
3,Miss - FTI,1.115,-1.245,3.475,0.894,3196.859,1.247,1.0,,-1.0977441406249997
4,Miss - RP,1.055,-0.166,2.276,0.462,1008.931,2.285,0.135,,-1.0977441406249997
5,FTI - RP,-0.06,-2.252,2.131,0.83,3280.02,-0.072,1.0,,-1.0977441406249997
0,Hit - Miss,-0.448,-2.256,1.36,0.685,2417.19,-0.655,1.0,,-1.0877441406249997
1,Hit - FTI,0.986,-1.593,3.565,0.977,2848.817,1.01,1.0,,-1.0877441406249997
2,Hit - RP,0.628,-0.969,2.226,0.605,1523.8,1.039,1.0,,-1.0877441406249997
3,Miss - FTI,1.435,-0.916,3.785,0.89,3170.186,1.611,0.644,,-1.0877441406249997
4,Miss - RP,1.077,-0.132,2.285,0.457,881.089,2.356,0.112,,-1.0877441406249997
5,FTI - RP,-0.358,-2.542,1.826,0.827,3269.959,-0.433,1.0,,-1.0877441406249997
0,Hit - Miss,-0.432,-2.248,1.384,0.688,2436.618,-0.628,1.0,,-1.0777441406249997
1,Hit - FTI,1.048,-1.542,3.638,0.981,2860.509,1.068,1.0,,-1.0777441406249997
2,Hit - RP,0.749,-0.855,2.354,0.607,1548.105,1.234,1.0,,-1.0777441406249997
3,Miss - FTI,1.48,-0.881,3.84,0.894,3173.825,1.655,0.588,,-1.0777441406249997
4,Miss - RP,1.182,-0.032,2.395,0.459,899.858,2.574,0.061,.,-1.0777441406249997
5,FTI - RP,-0.298,-2.491,1.895,0.831,3270.908,-0.359,1.0,,-1.0777441406249997
0,Hit - Miss,-0.323,-2.151,1.505,0.692,2501.452,-0.466,1.0,,-1.0677441406249994
1,Hit - FTI,0.605,-2.002,3.212,0.988,2899.548,0.613,1.0,,-1.0677441406249994
2,Hit - RP,0.998,-0.619,2.615,0.612,1625.975,1.631,0.619,,-1.0677441406249994
3,Miss - FTI,0.928,-1.448,3.303,0.9,3185.388,1.031,1.0,,-1.0677441406249994
4,Miss - RP,1.321,0.097,2.545,0.463,955.937,2.853,0.027,*,-1.0677441406249994
5,FTI - RP,0.393,-1.814,2.6,0.836,3275.117,0.47,1.0,,-1.0677441406249994
0,Hit - Miss,-0.255,-2.088,1.578,0.694,2632.445,-0.368,1.0,,-1.0577441406249997
1,Hit - FTI,0.385,-2.227,2.997,0.989,2975.697,0.389,1.0,,-1.0577441406249997
2,Hit - RP,1.169,-0.455,2.792,0.615,1796.326,1.901,0.345,,-1.0577441406249997
3,Miss - FTI,0.64,-1.738,3.019,0.901,3207.869,0.711,1.0,,-1.0577441406249997
4,Miss - RP,1.424,0.192,2.655,0.466,1085.289,3.056,0.014,*,-1.0577441406249997
5,FTI - RP,0.783,-1.425,2.992,0.837,3282.718,0.937,1.0,,-1.0577441406249997
0,Hit - Miss,-0.14,-1.985,1.705,0.699,2767.218,-0.2,1.0,,-1.0477441406249994
1,Hit - FTI,0.355,-2.272,2.983,0.995,3050.109,0.357,1.0,,-1.0477441406249994
2,Hit - RP,1.148,-0.489,2.785,0.62,1996.154,1.852,0.385,,-1.0477441406249994
3,Miss - FTI,0.495,-1.896,2.887,0.906,3229.854,0.547,1.0,,-1.0477441406249994
4,Miss - RP,1.288,0.044,2.532,0.471,1253.532,2.735,0.038,*,-1.0477441406249994
5,FTI - RP,0.793,-1.427,3.012,0.841,3288.945,0.943,1.0,,-1.0477441406249994
0,Hit - Miss,-0.156,-2.007,1.695,0.701,2788.731,-0.222,1.0,,-1.0377441406249996
1,Hit - FTI,0.105,-2.531,2.742,0.999,3061.522,0.106,1.0,,-1.0377441406249996
2,Hit - RP,0.899,-0.744,2.541,0.622,2031.588,1.445,0.892,,-1.0377441406249996
3,Miss - FTI,0.261,-2.137,2.66,0.909,3233.209,0.288,1.0,,-1.0377441406249996
4,Miss - RP,1.055,-0.194,2.304,0.473,1286.219,2.231,0.155,,-1.0377441406249996
5,FTI - RP,0.793,-1.433,3.02,0.843,3289.711,0.941,1.0,,-1.0377441406249996
0,Hit - Miss,-0.303,-2.165,1.559,0.705,2934.704,-0.43,1.0,,-1.0277441406249994
1,Hit - FTI,0.144,-2.504,2.793,1.003,3137.505,0.144,1.0,,-1.0277441406249994
2,Hit - RP,0.774,-0.881,2.429,0.627,2287.078,1.235,1.0,,-1.0277441406249994
3,Miss - FTI,0.447,-1.961,2.856,0.912,3255.668,0.49,1.0,,-1.0277441406249994
4,Miss - RP,1.077,-0.185,2.339,0.478,1534.805,2.255,0.146,,-1.0277441406249994
5,FTI - RP,0.63,-1.604,2.864,0.846,3294.772,0.744,1.0,,-1.0277441406249994
0,Hit - Miss,-0.445,-2.325,1.435,0.712,2930.321,-0.625,1.0,,-1.0177441406249996
1,Hit - FTI,0.321,-2.353,2.996,1.013,3135.456,0.317,1.0,,-1.0177441406249996
2,Hit - RP,0.818,-0.854,2.489,0.633,2277.416,1.292,1.0,,-1.0177441406249996
3,Miss - FTI,0.766,-1.666,3.198,0.921,3255.115,0.832,1.0,,-1.0177441406249996
4,Miss - RP,1.263,-0.012,2.537,0.482,1523.379,2.618,0.054,.,-1.0177441406249996
5,FTI - RP,0.496,-1.759,2.752,0.855,3294.741,0.581,1.0,,-1.0177441406249996
0,Hit - Miss,-0.565,-2.457,1.326,0.716,2783.741,-0.789,1.0,,-1.0077441406249994
1,Hit - FTI,0.26,-2.433,2.954,1.02,3059.461,0.255,1.0,,-1.0077441406249994
2,Hit - RP,0.87,-0.809,2.549,0.636,2018.829,1.369,1.0,,-1.0077441406249994
3,Miss - FTI,0.826,-1.624,3.276,0.928,3232.68,0.89,1.0,,-1.0077441406249994
4,Miss - RP,1.436,0.159,2.713,0.483,1270.316,2.971,0.018,*,-1.0077441406249994
5,FTI - RP,0.61,-1.664,2.884,0.861,3290.02,0.708,1.0,,-1.0077441406249994
0,Hit - Miss,-0.452,-2.342,1.438,0.716,2819.996,-0.631,1.0,,-0.9977441406249996
1,Hit - FTI,0.305,-2.385,2.995,1.019,3078.751,0.299,1.0,,-0.9977441406249996
2,Hit - RP,1.076,-0.602,2.755,0.635,2078.23,1.694,0.543,,-0.9977441406249996
3,Miss - FTI,0.757,-1.691,3.204,0.927,3238.405,0.816,1.0,,-0.9977441406249996
4,Miss - RP,1.528,0.251,2.805,0.483,1324.459,3.161,0.01,**,-0.9977441406249996
5,FTI - RP,0.771,-1.5,3.042,0.86,3291.401,0.897,1.0,,-0.9977441406249996
0,Hit - Miss,-0.502,-2.382,1.378,0.712,2809.126,-0.706,1.0,,-0.9877441406249998
1,Hit - FTI,0.531,-2.145,3.208,1.014,3072.799,0.524,1.0,,-0.9877441406249998
2,Hit - RP,1.195,-0.474,2.864,0.632,2061.672,1.891,0.352,,-0.9877441406249998
3,Miss - FTI,1.034,-1.401,3.468,0.922,3236.604,1.121,1.0,,-0.9877441406249998
4,Miss - RP,1.697,0.428,2.967,0.481,1310.576,3.532,0.003,**,-0.9877441406249998
5,FTI - RP,0.664,-1.596,2.923,0.856,3290.847,0.776,1.0,,-0.9877441406249998
0,Hit - Miss,-1.061,-2.947,0.825,0.714,2828.429,-1.486,0.825,,-0.9777441406249996
1,Hit - FTI,0.494,-2.19,3.179,1.017,3082.969,0.486,1.0,,-0.9777441406249996
2,Hit - RP,0.911,-0.763,2.586,0.634,2094.148,1.437,0.905,,-0.9777441406249996
3,Miss - FTI,1.556,-0.886,3.997,0.925,3239.61,1.682,0.556,,-0.9777441406249996
