index,Contrast,Estimate,2.5_ci,97.5_ci,SE,DF,T-stat,P-val,Sig,time
0,Hit - Miss,0.294,-1.238,1.825,0.58,2969.816,0.506,1.0,,-1.8877441406249995
1,Hit - FTI,-1.931,-4.109,0.248,0.825,3154.975,-2.339,0.116,,-1.8877441406249995
2,Hit - RP,1.236,-0.126,2.598,0.516,2356.769,2.396,0.1,,-1.8877441406249995
3,Miss - FTI,-2.224,-4.205,-0.244,0.75,3260.777,-2.965,0.018,*,-1.8877441406249995
4,Miss - RP,0.942,-0.097,1.981,0.393,1611.141,2.395,0.1,,-1.8877441406249995
5,FTI - RP,3.167,1.33,5.003,0.696,3295.623,4.551,0.0,***,-1.8877441406249995
0,Hit - Miss,0.46,-1.101,2.021,0.591,2859.096,0.778,1.0,,-1.8777441406249995
1,Hit - FTI,-2.473,-4.695,-0.251,0.842,3098.356,-2.939,0.02,*,-1.8777441406249995
2,Hit - RP,1.172,-0.214,2.558,0.525,2152.001,2.233,0.154,,-1.8777441406249995
3,Miss - FTI,-2.933,-4.954,-0.912,0.766,3244.021,-3.831,0.001,***,-1.8777441406249995
4,Miss - RP,0.712,-0.343,1.767,0.399,1401.048,1.784,0.448,,-1.8777441406249995
5,FTI - RP,3.645,1.77,5.521,0.71,3292.147,5.131,0.0,***,-1.8777441406249995
0,Hit - Miss,0.506,-1.088,2.1,0.604,2900.869,0.838,1.0,,-1.8677441406249997
1,Hit - FTI,-2.663,-4.932,-0.395,0.859,3120.001,-3.099,0.012,*,-1.8677441406249997
2,Hit - RP,1.215,-0.201,2.632,0.536,2226.1,2.266,0.141,,-1.8677441406249997
3,Miss - FTI,-3.169,-5.232,-1.106,0.782,3250.418,-4.055,0.0,***,-1.8677441406249997
4,Miss - RP,0.709,-0.37,1.788,0.408,1473.955,1.736,0.496,,-1.8677441406249997
5,FTI - RP,3.878,1.964,5.792,0.725,3293.595,5.349,0.0,***,-1.8677441406249997
0,Hit - Miss,0.704,-0.913,2.321,0.612,2860.257,1.15,1.0,,-1.8577441406249997
1,Hit - FTI,-2.147,-4.448,0.154,0.872,3099.103,-2.463,0.083,.,-1.8577441406249997
2,Hit - RP,1.458,0.023,2.894,0.544,2152.898,2.682,0.044,*,-1.8577441406249997
3,Miss - FTI,-2.851,-4.944,-0.758,0.793,3244.271,-3.596,0.002,**,-1.8577441406249997
4,Miss - RP,0.754,-0.339,1.847,0.414,1400.827,1.824,0.411,,-1.8577441406249997
5,FTI - RP,3.605,1.663,5.548,0.736,3292.29,4.9,0.0,***,-1.8577441406249997
0,Hit - Miss,0.615,-1.005,2.236,0.614,2878.823,1.003,1.0,,-1.8477441406249997
1,Hit - FTI,-1.777,-4.083,0.529,0.873,3109.049,-2.035,0.252,,-1.8477441406249997
2,Hit - RP,1.381,-0.058,2.821,0.545,2183.181,2.534,0.068,.,-1.8477441406249997
3,Miss - FTI,-2.393,-4.49,-0.296,0.794,3247.283,-3.012,0.016,*,-1.8477441406249997
4,Miss - RP,0.766,-0.331,1.862,0.415,1428.058,1.845,0.391,,-1.8477441406249997
5,FTI - RP,3.159,1.213,5.104,0.737,3293.135,4.285,0.0,***,-1.8477441406249997
0,Hit - Miss,0.349,-1.247,1.945,0.604,2863.28,0.577,1.0,,-1.8377441406249997
1,Hit - FTI,-1.489,-3.76,0.782,0.86,3101.374,-1.731,0.501,,-1.8377441406249997
2,Hit - RP,1.132,-0.285,2.55,0.537,2152.761,2.109,0.21,,-1.8377441406249997
3,Miss - FTI,-1.838,-3.904,0.227,0.782,3245.105,-2.35,0.113,,-1.8377441406249997
4,Miss - RP,0.783,-0.296,1.863,0.409,1395.533,1.917,0.333,,-1.8377441406249997
5,FTI - RP,2.622,0.705,4.538,0.726,3292.872,3.612,0.002,**,-1.8377441406249997
0,Hit - Miss,0.357,-1.211,1.925,0.594,2707.869,0.602,1.0,,-1.8277441406249997
1,Hit - FTI,-1.177,-3.411,1.056,0.846,3018.099,-1.391,0.985,,-1.8277441406249997
2,Hit - RP,1.266,-0.124,2.657,0.526,1902.572,2.406,0.097,.,-1.8277441406249997
3,Miss - FTI,-1.535,-3.567,0.498,0.77,3220.401,-1.993,0.278,,-1.8277441406249997
4,Miss - RP,0.909,-0.147,1.965,0.4,1170.357,2.275,0.139,,-1.8277441406249997
5,FTI - RP,2.444,0.556,4.331,0.715,3286.668,3.418,0.004,**,-1.8277441406249997
0,Hit - Miss,0.605,-0.984,2.194,0.602,2609.485,1.005,1.0,,-1.8177441406249997
1,Hit - FTI,-1.537,-3.802,0.728,0.858,2962.359,-1.792,0.44,,-1.8177441406249997
2,Hit - RP,1.566,0.159,2.973,0.533,1767.116,2.939,0.02,*,-1.8177441406249997
3,Miss - FTI,-2.142,-4.205,-0.079,0.781,3203.992,-2.741,0.037,*,-1.8177441406249997
4,Miss - RP,0.96,-0.106,2.027,0.404,1064.322,2.38,0.105,,-1.8177441406249997
5,FTI - RP,3.103,1.187,5.019,0.726,3281.156,4.275,0.0,***,-1.8177441406249997
0,Hit - Miss,0.636,-0.973,2.245,0.609,2588.257,1.044,1.0,,-1.8077441406249997
1,Hit - FTI,-1.997,-4.291,0.296,0.869,2950.175,-2.299,0.129,,-1.8077441406249997
2,Hit - RP,1.565,0.141,2.989,0.539,1738.678,2.903,0.022,*,-1.8077441406249997
3,Miss - FTI,-2.634,-4.723,-0.545,0.791,3200.407,-3.328,0.005,**,-1.8077441406249997
4,Miss - RP,0.929,-0.15,2.008,0.408,1042.236,2.275,0.139,,-1.8077441406249997
5,FTI - RP,3.563,1.623,5.503,0.735,3279.976,4.848,0.0,***,-1.8077441406249997
0,Hit - Miss,0.155,-1.426,1.737,0.599,2648.646,0.26,1.0,,-1.7977441406249997
1,Hit - FTI,-2.189,-4.442,0.065,0.854,2984.57,-2.564,0.062,.,-1.7977441406249997
2,Hit - RP,1.189,-0.212,2.589,0.53,1821.197,2.241,0.151,,-1.7977441406249997
3,Miss - FTI,-2.344,-4.396,-0.292,0.777,3210.532,-3.016,0.015,*,-1.7977441406249997
4,Miss - RP,1.033,-0.029,2.096,0.402,1107.349,2.57,0.062,.,-1.7977441406249997
5,FTI - RP,3.378,1.472,5.283,0.722,3283.218,4.68,0.0,***,-1.7977441406249997
0,Hit - Miss,-0.193,-1.775,1.389,0.599,2807.184,-0.322,1.0,,-1.7877441406249996
1,Hit - FTI,-2.58,-4.832,-0.327,0.853,3071.074,-3.023,0.015,*,-1.7877441406249996
2,Hit - RP,0.825,-0.579,2.229,0.532,2063.911,1.552,0.725,,-1.7877441406249996
3,Miss - FTI,-2.387,-4.436,-0.337,0.776,3235.99,-3.074,0.013,*,-1.7877441406249996
4,Miss - RP,1.018,-0.05,2.085,0.404,1317.799,2.519,0.071,.,-1.7877441406249996
5,FTI - RP,3.404,1.502,5.307,0.721,3290.213,4.725,0.0,***,-1.7877441406249996
0,Hit - Miss,0.02,-1.577,1.616,0.605,2782.591,0.032,1.0,,-1.7777441406249996
1,Hit - FTI,-2.64,-4.913,-0.367,0.861,3058.116,-3.066,0.013,*,-1.7777441406249996
2,Hit - RP,0.885,-0.531,2.301,0.536,2022.644,1.651,0.594,,-1.7777441406249996
3,Miss - FTI,-2.66,-4.728,-0.591,0.783,3232.192,-3.395,0.004,**,-1.7777441406249996
4,Miss - RP,0.866,-0.211,1.942,0.407,1279.061,2.125,0.203,,-1.7777441406249996
5,FTI - RP,3.525,1.605,5.445,0.727,3289.358,4.847,0.0,***,-1.7777441406249996
0,Hit - Miss,0.257,-1.341,1.855,0.605,2761.437,0.424,1.0,,-1.7677441406249996
1,Hit - FTI,-2.248,-4.524,0.028,0.862,3047.226,-2.608,0.055,.,-1.7677441406249996
2,Hit - RP,1.211,-0.207,2.629,0.537,1985.211,2.256,0.145,,-1.7677441406249996
3,Miss - FTI,-2.505,-4.576,-0.434,0.785,3229.024,-3.193,0.009,**,-1.7677441406249996
4,Miss - RP,0.954,-0.124,2.032,0.408,1242.151,2.34,0.117,,-1.7677441406249996
5,FTI - RP,3.46,1.537,5.382,0.728,3288.913,4.751,0.0,***,-1.7677441406249996
0,Hit - Miss,0.118,-1.482,1.719,0.606,2778.106,0.195,1.0,,-1.7577441406249996
1,Hit - FTI,-2.085,-4.365,0.194,0.863,3055.963,-2.415,0.095,.,-1.7577441406249996
2,Hit - RP,1.246,-0.175,2.666,0.538,2013.47,2.316,0.124,,-1.7577441406249996
3,Miss - FTI,-2.204,-4.278,-0.13,0.786,3231.583,-2.805,0.03,*,-1.7577441406249996
4,Miss - RP,1.127,0.047,2.207,0.409,1268.951,2.758,0.035,*,-1.7577441406249996
5,FTI - RP,3.331,1.406,5.256,0.729,3289.393,4.568,0.0,***,-1.7577441406249996
0,Hit - Miss,0.172,-1.436,1.78,0.609,2848.923,0.283,1.0,,-1.7477441406249996
1,Hit - FTI,-2.053,-4.341,0.236,0.867,3093.251,-2.368,0.108,,-1.7477441406249996
2,Hit - RP,0.993,-0.435,2.421,0.541,2132.76,1.837,0.398,,-1.7477441406249996
3,Miss - FTI,-2.225,-4.307,-0.143,0.789,3242.557,-2.821,0.029,*,-1.7477441406249996
4,Miss - RP,0.821,-0.266,1.907,0.411,1380.975,1.996,0.277,,-1.7477441406249996
5,FTI - RP,3.046,1.114,4.978,0.732,3291.932,4.162,0.0,***,-1.7477441406249996
0,Hit - Miss,0.672,-0.939,2.283,0.61,2836.882,1.101,1.0,,-1.7377441406249996
1,Hit - FTI,-1.652,-3.945,0.642,0.869,3086.903,-1.901,0.344,,-1.7377441406249996
2,Hit - RP,1.142,-0.289,2.572,0.542,2112.453,2.108,0.211,,-1.7377441406249996
3,Miss - FTI,-2.323,-4.41,-0.237,0.79,3240.676,-2.939,0.02,*,-1.7377441406249996
4,Miss - RP,0.47,-0.618,1.558,0.412,1361.95,1.141,1.0,,-1.7377441406249996
5,FTI - RP,2.793,0.857,4.73,0.734,3291.465,3.808,0.001,***,-1.7377441406249996
0,Hit - Miss,0.691,-0.921,2.304,0.611,2879.926,1.132,1.0,,-1.7277441406249996
1,Hit - FTI,-1.502,-3.797,0.793,0.869,3109.246,-1.727,0.505,,-1.7277441406249996
2,Hit - RP,1.302,-0.13,2.735,0.543,2188.074,2.401,0.099,.,-1.7277441406249996
3,Miss - FTI,-2.193,-4.281,-0.106,0.791,3247.25,-2.773,0.033,*,-1.7277441406249996
4,Miss - RP,0.611,-0.48,1.702,0.413,1435.706,1.48,0.834,,-1.7277441406249996
5,FTI - RP,2.805,0.867,4.742,0.734,3292.925,3.822,0.001,***,-1.7277441406249996
0,Hit - Miss,0.269,-1.36,1.898,0.617,2964.972,0.436,1.0,,-1.7177441406249996
1,Hit - FTI,-1.935,-4.253,0.383,0.878,3152.481,-2.203,0.166,,-1.7177441406249996
2,Hit - RP,1.153,-0.296,2.603,0.549,2347.758,2.102,0.214,,-1.7177441406249996
3,Miss - FTI,-2.204,-4.311,-0.097,0.798,3260.015,-2.761,0.035,*,-1.7177441406249996
4,Miss - RP,0.884,-0.221,1.99,0.418,1601.836,2.114,0.208,,-1.7177441406249996
5,FTI - RP,3.088,1.134,5.043,0.74,3295.463,4.171,0.0,***,-1.7177441406249996
0,Hit - Miss,0.247,-1.393,1.888,0.621,3015.257,0.398,1.0,,-1.7077441406249996
1,Hit - FTI,-1.933,-4.265,0.4,0.884,3177.328,-2.187,0.173,,-1.7077441406249996
2,Hit - RP,1.23,-0.23,2.69,0.553,2450.795,2.225,0.157,,-1.7077441406249996
3,Miss - FTI,-2.18,-4.3,-0.06,0.803,3267.338,-2.715,0.04,*,-1.7077441406249996
4,Miss - RP,0.983,-0.132,2.098,0.422,1718.932,2.328,0.12,,-1.7077441406249996
5,FTI - RP,3.163,1.197,5.129,0.745,3296.615,4.247,0.0,***,-1.7077441406249996
0,Hit - Miss,0.413,-1.221,2.048,0.619,2942.897,0.667,1.0,,-1.6977441406249996
1,Hit - FTI,-1.397,-3.722,0.928,0.881,3141.374,-1.586,0.677,,-1.6977441406249996
2,Hit - RP,1.354,-0.099,2.807,0.55,2304.888,2.461,0.084,.,-1.6977441406249996
3,Miss - FTI,-1.81,-3.924,0.304,0.801,3256.728,-2.26,0.143,,-1.6977441406249996
4,Miss - RP,0.941,-0.167,2.049,0.419,1555.732,2.244,0.15,,-1.6977441406249996
5,FTI - RP,2.751,0.79,4.712,0.743,3294.856,3.703,0.001,**,-1.6977441406249996
0,Hit - Miss,0.284,-1.36,1.927,0.622,2788.401,0.456,1.0,,-1.6877441406249996
1,Hit - FTI,-1.523,-3.863,0.817,0.886,3061.035,-1.718,0.515,,-1.6877441406249996
2,Hit - RP,1.214,-0.244,2.672,0.552,2033.529,2.199,0.168,,-1.6877441406249996
3,Miss - FTI,-1.807,-3.936,0.323,0.807,3233.032,-2.24,0.151,,-1.6877441406249996
4,Miss - RP,0.93,-0.178,2.039,0.419,1290.338,2.218,0.16,,-1.6877441406249996
5,FTI - RP,2.737,0.76,4.714,0.749,3289.429,3.655,0.002,**,-1.6877441406249996
0,Hit - Miss,0.063,-1.596,1.723,0.629,2715.139,0.101,1.0,,-1.6777441406249995
1,Hit - FTI,-1.755,-4.12,0.609,0.896,3021.48,-1.96,0.301,,-1.6777441406249995
2,Hit - RP,1.109,-0.362,2.58,0.557,1918.329,1.99,0.28,,-1.6777441406249995
3,Miss - FTI,-1.819,-3.971,0.334,0.815,3221.403,-2.231,0.155,,-1.6777441406249995
4,Miss - RP,1.045,-0.072,2.163,0.423,1188.272,2.473,0.081,.,-1.6777441406249995
5,FTI - RP,2.864,0.866,4.862,0.757,3286.375,3.784,0.001,***,-1.6777441406249995
0,Hit - Miss,0.023,-1.61,1.656,0.618,2694.645,0.037,1.0,,-1.6677441406249995
1,Hit - FTI,-1.268,-3.595,1.058,0.881,3010.353,-1.44,0.9,,-1.6677441406249995
2,Hit - RP,1.155,-0.292,2.602,0.548,1886.497,2.108,0.211,,-1.6677441406249995
3,Miss - FTI,-1.291,-3.409,0.826,0.802,3218.119,-1.61,0.645,,-1.6677441406249995
4,Miss - RP,1.132,0.034,2.231,0.416,1160.144,2.723,0.039,*,-1.6677441406249995
5,FTI - RP,2.424,0.458,4.39,0.745,3285.599,3.254,0.007,**,-1.6677441406249995
0,Hit - Miss,0.275,-1.334,1.884,0.609,2544.89,0.451,1.0,,-1.6577441406249995
1,Hit - FTI,-1.178,-3.472,1.117,0.869,2924.933,-1.355,1.0,,-1.6577441406249995
2,Hit - RP,1.297,-0.127,2.72,0.539,1682.668,2.406,0.097,.,-1.6577441406249995
3,Miss - FTI,-1.453,-3.543,0.638,0.792,3193.003,-1.835,0.4,,-1.6577441406249995
4,Miss - RP,1.022,-0.056,2.1,0.408,1000.048,2.505,0.074,.,-1.6577441406249995
5,FTI - RP,2.474,0.533,4.416,0.735,3277.378,3.364,0.005,**,-1.6577441406249995
0,Hit - Miss,0.727,-0.89,2.344,0.613,2511.053,1.187,1.0,,-1.6477441406249995
1,Hit - FTI,-1.653,-3.959,0.653,0.874,2905.072,-1.892,0.352,,-1.6477441406249995
2,Hit - RP,1.515,0.085,2.945,0.541,1639.411,2.799,0.031,*,-1.6477441406249995
3,Miss - FTI,-2.38,-4.481,-0.279,0.796,3187.12,-2.99,0.017,*,-1.6477441406249995
4,Miss - RP,0.788,-0.295,1.871,0.41,967.281,1.924,0.328,,-1.6477441406249995
5,FTI - RP,3.168,1.216,5.12,0.739,3275.425,4.284,0.0,***,-1.6477441406249995
0,Hit - Miss,0.727,-0.903,2.358,0.617,2614.677,1.178,1.0,,-1.6377441406249995
1,Hit - FTI,-1.612,-3.936,0.711,0.88,2965.443,-1.832,0.403,,-1.6377441406249995
2,Hit - RP,1.657,0.214,3.101,0.547,1773.174,3.032,0.015,*,-1.6377441406249995
3,Miss - FTI,-2.339,-4.455,-0.223,0.802,3204.871,-2.919,0.021,*,-1.6377441406249995
4,Miss - RP,0.93,-0.165,2.025,0.414,1068.14,2.245,0.15,,-1.6377441406249995
5,FTI - RP,3.269,1.304,5.234,0.744,3281.591,4.392,0.0,***,-1.6377441406249995
0,Hit - Miss,0.08,-1.543,1.704,0.615,2824.392,0.131,1.0,,-1.6277441406249995
1,Hit - FTI,-1.4,-3.711,0.911,0.875,3080.544,-1.599,0.659,,-1.6277441406249995
2,Hit - RP,1.422,-0.019,2.862,0.546,2089.659,2.606,0.055,.,-1.6277441406249995
3,Miss - FTI,-1.48,-3.582,0.622,0.796,3238.838,-1.859,0.379,,-1.6277441406249995
4,Miss - RP,1.341,0.245,2.437,0.415,1338.92,3.232,0.008,**,-1.6277441406249995
5,FTI - RP,2.822,0.871,4.772,0.739,3291.164,3.818,0.001,***,-1.6277441406249995
0,Hit - Miss,-0.045,-1.671,1.581,0.616,2964.943,-0.073,1.0,,-1.6177441406249997
1,Hit - FTI,-1.233,-3.545,1.079,0.876,3152.73,-1.408,0.956,,-1.6177441406249997
2,Hit - RP,1.282,-0.164,2.728,0.548,2345.612,2.341,0.116,,-1.6177441406249997
3,Miss - FTI,-1.188,-3.29,0.914,0.796,3260.178,-1.492,0.815,,-1.6177441406249997
4,Miss - RP,1.327,0.224,2.43,0.418,1597.437,3.178,0.009,**,-1.6177441406249997
5,FTI - RP,2.515,0.565,4.465,0.739,3295.59,3.406,0.004,**,-1.6177441406249997
0,Hit - Miss,0.679,-0.953,2.311,0.618,2915.479,1.098,1.0,,-1.6077441406249997
1,Hit - FTI,-0.759,-3.082,1.564,0.88,3127.69,-0.863,1.0,,-1.6077441406249997
2,Hit - RP,1.603,0.152,3.054,0.549,2251.299,2.918,0.021,*,-1.6077441406249997
3,Miss - FTI,-1.438,-3.55,0.674,0.8,3252.75,-1.798,0.434,,-1.6077441406249997
4,Miss - RP,0.924,-0.182,2.03,0.419,1497.978,2.208,0.164,,-1.6077441406249997
5,FTI - RP,2.362,0.403,4.322,0.742,3294.182,3.183,0.009,**,-1.6077441406249997
0,Hit - Miss,0.691,-0.94,2.322,0.618,2749.057,1.119,1.0,,-1.5977441406249997
1,Hit - FTI,-0.859,-3.182,1.464,0.88,3039.825,-0.976,1.0,,-1.5977441406249997
2,Hit - RP,1.577,0.131,3.023,0.548,1971.426,2.881,0.024,*,-1.5977441406249997
3,Miss - FTI,-1.55,-3.665,0.564,0.801,3226.797,-1.936,0.318,,-1.5977441406249997
4,Miss - RP,0.886,-0.212,1.985,0.416,1235.306,2.132,0.199,,-1.5977441406249997
5,FTI - RP,2.436,0.474,4.399,0.743,3287.736,3.277,0.006,**,-1.5977441406249997
0,Hit - Miss,0.053,-1.592,1.698,0.623,2700.769,0.085,1.0,,-1.5877441406249997
1,Hit - FTI,-1.419,-3.763,0.924,0.888,3013.272,-1.599,0.66,,-1.5877441406249997
2,Hit - RP,1.216,-0.241,2.674,0.552,1899.335,2.204,0.166,,-1.5877441406249997
3,Miss - FTI,-1.472,-3.606,0.662,0.808,3219.008,-1.821,0.412,,-1.5877441406249997
4,Miss - RP,1.163,0.057,2.27,0.419,1174.527,2.779,0.033,*,-1.5877441406249997
5,FTI - RP,2.636,0.654,4.617,0.75,3285.386,3.512,0.003,**,-1.5877441406249997
0,Hit - Miss,0.181,-1.465,1.827,0.624,2734.884,0.29,1.0,,-1.5777441406249997
1,Hit - FTI,-1.29,-3.635,1.056,0.888,3032.084,-1.452,0.88,,-1.5777441406249997
2,Hit - RP,1.373,-0.086,2.833,0.553,1949.874,2.485,0.078,.,-1.5777441406249997
3,Miss - FTI,-1.471,-3.605,0.664,0.809,3224.523,-1.819,0.414,,-1.5777441406249997
4,Miss - RP,1.192,0.084,2.301,0.419,1216.849,2.843,0.027,*,-1.5777441406249997
5,FTI - RP,2.663,0.681,4.645,0.751,3287.071,3.547,0.002,**,-1.5777441406249997
0,Hit - Miss,0.57,-1.086,2.226,0.627,2836.991,0.908,1.0,,-1.5677441406249997
1,Hit - FTI,-0.845,-3.203,1.513,0.893,3086.848,-0.946,1.0,,-1.5677441406249997
2,Hit - RP,1.824,0.354,3.295,0.557,2113.524,3.276,0.006,**,-1.5677441406249997
3,Miss - FTI,-1.415,-3.56,0.73,0.813,3240.64,-1.741,0.491,,-1.5677441406249997
4,Miss - RP,1.255,0.136,2.373,0.423,1363.817,2.963,0.019,*,-1.5677441406249997
5,FTI - RP,2.669,0.679,4.66,0.754,3291.383,3.54,0.002,**,-1.5677441406249997
0,Hit - Miss,0.716,-0.966,2.398,0.637,2915.769,1.123,1.0,,-1.5577441406249997
1,Hit - FTI,-0.661,-3.055,1.732,0.907,3127.524,-0.73,1.0,,-1.5577441406249997
2,Hit - RP,2.021,0.526,3.516,0.566,2254.326,3.571,0.002,**,-1.5577441406249997
3,Miss - FTI,-1.377,-3.554,0.799,0.824,3252.612,-1.67,0.57,,-1.5577441406249997
4,Miss - RP,1.305,0.167,2.444,0.431,1503.515,3.028,0.015,*,-1.5577441406249997
5,FTI - RP,2.683,0.663,4.702,0.765,3294.004,3.507,0.003,**,-1.5577441406249997
0,Hit - Miss,0.747,-0.942,2.436,0.64,2938.217,1.168,1.0,,-1.5477441406249997
1,Hit - FTI,-0.742,-3.145,1.661,0.91,3138.812,-0.816,1.0,,-1.5477441406249997
2,Hit - RP,1.978,0.477,3.48,0.569,2297.511,3.479,0.003,**,-1.5477441406249997
3,Miss - FTI,-1.489,-3.674,0.696,0.828,3255.911,-1.799,0.432,,-1.5477441406249997
4,Miss - RP,1.231,0.087,2.376,0.433,1549.47,2.842,0.027,*,-1.5477441406249997
5,FTI - RP,2.721,0.694,4.748,0.768,3294.613,3.543,0.002,**,-1.5477441406249997
0,Hit - Miss,0.677,-1.003,2.357,0.636,2855.901,1.064,1.0,,-1.5377441406249996
1,Hit - FTI,-0.885,-3.276,1.506,0.906,3096.682,-0.977,1.0,,-1.5377441406249996
2,Hit - RP,1.961,0.469,3.452,0.565,2146.514,3.472,0.003,**,-1.5377441406249996
3,Miss - FTI,-1.562,-3.737,0.613,0.824,3243.526,-1.896,0.348,,-1.5377441406249996
4,Miss - RP,1.284,0.148,2.419,0.43,1395.815,2.988,0.017,*,-1.5377441406249996
5,FTI - RP,2.846,0.828,4.864,0.765,3292.027,3.722,0.001,**,-1.5377441406249996
0,Hit - Miss,0.986,-0.691,2.664,0.635,2722.523,1.553,0.724,,-1.5277441406249996
1,Hit - FTI,-0.884,-3.273,1.506,0.905,3025.316,-0.977,1.0,,-1.5277441406249996
2,Hit - RP,2.153,0.666,3.64,0.563,1931.183,3.825,0.001,***,-1.5277441406249996
3,Miss - FTI,-1.87,-4.045,0.305,0.824,3222.537,-2.27,0.14,,-1.5277441406249996
4,Miss - RP,1.167,0.038,2.296,0.427,1200.884,2.731,0.038,*,-1.5277441406249996
5,FTI - RP,3.037,1.017,5.056,0.765,3286.495,3.97,0.0,***,-1.5277441406249996
0,Hit - Miss,1.239,-0.423,2.9,0.629,2641.899,1.968,0.295,,-1.5177441406249996
1,Hit - FTI,-0.881,-3.248,1.487,0.897,2980.414,-0.982,1.0,,-1.5177441406249996
2,Hit - RP,2.207,0.737,3.678,0.557,1814.69,3.964,0.0,***,-1.5177441406249996
3,Miss - FTI,-2.119,-4.276,0.037,0.817,3209.38,-2.595,0.057,.,-1.5177441406249996
4,Miss - RP,0.969,-0.147,2.084,0.422,1104.926,2.296,0.131,,-1.5177441406249996
5,FTI - RP,3.088,1.086,5.091,0.758,3282.435,4.072,0.0,***,-1.5177441406249996
0,Hit - Miss,0.978,-0.665,2.621,0.622,2550.287,1.571,0.697,,-1.5077441406249996
1,Hit - FTI,-1.103,-3.446,1.24,0.888,2927.892,-1.243,1.0,,-1.5077441406249996
2,Hit - RP,1.915,0.461,3.368,0.55,1691.329,3.48,0.003,**,-1.5077441406249996
3,Miss - FTI,-2.081,-4.216,0.053,0.809,3193.966,-2.574,0.061,.,-1.5077441406249996
4,Miss - RP,0.937,-0.164,2.037,0.416,1008.241,2.249,0.148,,-1.5077441406249996
5,FTI - RP,3.018,1.035,5.001,0.751,3277.396,4.018,0.0,***,-1.5077441406249996
0,Hit - Miss,0.964,-0.685,2.612,0.624,2613.705,1.544,0.737,,-1.4977441406249996
1,Hit - FTI,-1.26,-3.609,1.09,0.89,2964.539,-1.415,0.942,,-1.4977441406249996
2,Hit - RP,1.826,0.367,3.285,0.552,1774.787,3.305,0.006,**,-1.4977441406249996
3,Miss - FTI,-2.224,-4.364,-0.084,0.811,3204.695,-2.743,0.037,*,-1.4977441406249996
4,Miss - RP,0.862,-0.244,1.968,0.419,1072.198,2.06,0.238,,-1.4977441406249996
5,FTI - RP,3.086,1.098,5.073,0.753,3281.083,4.099,0.0,***,-1.4977441406249996
0,Hit - Miss,1.186,-0.485,2.857,0.633,2712.889,1.874,0.367,,-1.4877441406249998
1,Hit - FTI,-1.044,-3.425,1.336,0.902,3019.886,-1.158,1.0,,-1.4877441406249998
2,Hit - RP,2.184,0.703,3.664,0.561,1917.892,3.895,0.001,***,-1.4877441406249998
3,Miss - FTI,-2.23,-4.397,-0.063,0.821,3220.951,-2.716,0.04,*,-1.4877441406249998
4,Miss - RP,0.998,-0.126,2.122,0.425,1190.711,2.346,0.115,,-1.4877441406249998
5,FTI - RP,3.228,1.216,5.24,0.762,3285.893,4.235,0.0,***,-1.4877441406249998
0,Hit - Miss,1.201,-0.484,2.885,0.638,2806.469,1.882,0.36,,-1.4777441406249996
1,Hit - FTI,-0.753,-3.151,1.646,0.909,3070.36,-0.829,1.0,,-1.4777441406249996
2,Hit - RP,2.515,1.02,4.009,0.566,2065.441,4.444,0.0,***,-1.4777441406249996
3,Miss - FTI,-1.954,-4.136,0.229,0.827,3235.741,-2.363,0.109,,-1.4777441406249996
4,Miss - RP,1.314,0.178,2.45,0.43,1321.828,3.056,0.014,*,-1.4777441406249996
5,FTI - RP,3.268,1.242,5.293,0.767,3289.901,4.258,0.0,***,-1.4777441406249996
0,Hit - Miss,1.135,-0.537,2.806,0.633,2727.004,1.792,0.44,,-1.4677441406249998
1,Hit - FTI,-0.695,-3.077,1.687,0.902,3027.432,-0.771,1.0,,-1.4677441406249998
2,Hit - RP,2.582,1.1,4.063,0.561,1940.765,4.602,0.0,***,-1.4677441406249998
3,Miss - FTI,-1.83,-3.998,0.338,0.821,3223.171,-2.228,0.156,,-1.4677441406249998
4,Miss - RP,1.447,0.322,2.572,0.426,1211.803,3.4,0.004,**,-1.4677441406249998
5,FTI - RP,3.277,1.264,5.29,0.763,3286.35,4.297,0.0,***,-1.4677441406249998
0,Hit - Miss,0.934,-0.735,2.604,0.632,2731.054,1.477,0.838,,-1.4577441406249996
1,Hit - FTI,-0.629,-3.007,1.75,0.901,3029.819,-0.698,1.0,,-1.4577441406249996
2,Hit - RP,2.348,0.868,3.828,0.56,1945.463,4.19,0.0,***,-1.4577441406249996
3,Miss - FTI,-1.563,-3.728,0.602,0.82,3223.862,-1.906,0.341,,-1.4577441406249996
4,Miss - RP,1.414,0.29,2.537,0.425,1214.429,3.325,0.005,**,-1.4577441406249996
5,FTI - RP,2.977,0.967,4.987,0.761,3286.719,3.909,0.001,***,-1.4577441406249996
0,Hit - Miss,0.738,-0.943,2.42,0.637,2881.356,1.159,1.0,,-1.4477441406249998
1,Hit - FTI,-0.253,-2.646,2.14,0.906,3109.881,-0.279,1.0,,-1.4477441406249998
2,Hit - RP,2.132,0.638,3.625,0.566,2191.45,3.769,0.001,**,-1.4477441406249998
3,Miss - FTI,-0.991,-3.168,1.185,0.824,3247.413,-1.202,1.0,,-1.4477441406249998
4,Miss - RP,1.393,0.256,2.53,0.43,1439.847,3.237,0.007,**,-1.4477441406249998
5,FTI - RP,2.385,0.365,4.404,0.765,3292.904,3.117,0.011,*,-1.4477441406249998
0,Hit - Miss,0.741,-0.942,2.425,0.638,2850.985,1.163,1.0,,-1.4377441406249996
