index,Contrast,Estimate,2.5_ci,97.5_ci,SE,DF,T-stat,P-val,Sig,time
1,Hit - FTI,-4.701,-7.343,-2.059,1.001,3297.884,-4.698,0.0,***,0.4922558593750006
2,Hit - RP,-0.33,-2.002,1.341,0.633,3245.694,-0.522,1.0,,0.4922558593750006
3,Miss - FTI,-5.206,-7.601,-2.811,0.907,3296.815,-5.738,0.0,***,0.4922558593750006
4,Miss - RP,-0.835,-2.125,0.455,0.489,3100.505,-1.709,0.525,,0.4922558593750006
5,FTI - RP,4.371,2.155,6.587,0.839,3290.677,5.207,0.0,***,0.4922558593750006
0,Hit - Miss,0.88,-1.002,2.762,0.713,3292.024,1.235,1.0,,0.5022558593750004
1,Hit - FTI,-4.239,-6.907,-1.571,1.011,3297.694,-4.194,0.0,***,0.5022558593750004
2,Hit - RP,0.077,-1.611,1.765,0.639,3238.09,0.12,1.0,,0.5022558593750004
3,Miss - FTI,-5.119,-7.538,-2.7,0.916,3297.106,-5.587,0.0,***,0.5022558593750004
4,Miss - RP,-0.803,-2.105,0.499,0.493,3078.839,-1.628,0.621,,0.5022558593750004
5,FTI - RP,4.316,2.078,6.554,0.848,3291.084,5.091,0.0,***,0.5022558593750004
0,Hit - Miss,1.168,-0.736,3.073,0.721,3286.886,1.619,0.633,,0.5122558593750002
1,Hit - FTI,-3.968,-6.669,-1.267,1.023,3296.578,-3.879,0.001,***,0.5122558593750002
2,Hit - RP,0.091,-1.617,1.799,0.647,3212.374,0.141,1.0,,0.5122558593750002
3,Miss - FTI,-5.137,-7.585,-2.688,0.928,3297.731,-5.537,0.0,***,0.5122558593750002
4,Miss - RP,-1.077,-2.394,0.239,0.499,3008.938,-2.161,0.185,,0.5122558593750002
5,FTI - RP,4.059,1.793,6.325,0.858,3292.242,4.729,0.0,***,0.5122558593750002
0,Hit - Miss,1.108,-0.804,3.019,0.724,3280.8,1.53,0.757,,0.522255859375
1,Hit - FTI,-4.157,-6.868,-1.447,1.027,3294.839,-4.049,0.0,***,0.522255859375
2,Hit - RP,0.092,-1.621,1.805,0.649,3185.274,0.141,1.0,,0.522255859375
3,Miss - FTI,-5.265,-7.723,-2.807,0.931,3297.983,-5.654,0.0,***,0.522255859375
4,Miss - RP,-1.016,-2.335,0.304,0.5,2939.719,-2.032,0.253,,0.522255859375
5,FTI - RP,4.249,1.974,6.524,0.862,3293.221,4.931,0.0,***,0.522255859375
0,Hit - Miss,1.039,-0.859,2.938,0.719,3271.649,1.445,0.891,,0.5322558593750006
1,Hit - FTI,-4.42,-7.114,-1.727,1.02,3291.807,-4.333,0.0,***,0.5322558593750006
2,Hit - RP,0.229,-1.472,1.929,0.644,3148.098,0.355,1.0,,0.5322558593750006
3,Miss - FTI,-5.46,-7.903,-3.017,0.925,3297.887,-5.901,0.0,***,0.5322558593750006
4,Miss - RP,-0.81,-2.12,0.499,0.496,2850.427,-1.634,0.614,,0.5322558593750006
5,FTI - RP,4.649,2.388,6.91,0.856,3294.295,5.428,0.0,***,0.5322558593750006
0,Hit - Miss,0.992,-0.899,2.884,0.716,3262.163,1.385,0.996,,0.5422558593750004
1,Hit - FTI,-4.759,-7.442,-2.075,1.016,3288.381,-4.682,0.0,***,0.5422558593750004
2,Hit - RP,0.173,-1.52,1.867,0.641,3112.146,0.27,1.0,,0.5422558593750004
3,Miss - FTI,-5.751,-8.185,-3.317,0.922,3297.463,-6.238,0.0,***,0.5422558593750004
4,Miss - RP,-0.819,-2.122,0.484,0.493,2768.871,-1.66,0.582,,0.5422558593750004
5,FTI - RP,4.932,2.679,7.185,0.854,3295.098,5.778,0.0,***,0.5422558593750004
0,Hit - Miss,0.976,-0.906,2.859,0.713,3257.499,1.369,1.0,,0.5522558593750002
1,Hit - FTI,-4.734,-7.406,-2.063,1.012,3286.632,-4.679,0.0,***,0.5522558593750002
2,Hit - RP,0.197,-1.488,1.883,0.638,3095.097,0.309,1.0,,0.5522558593750002
3,Miss - FTI,-5.711,-8.134,-3.287,0.918,3297.182,-6.221,0.0,***,0.5522558593750002
4,Miss - RP,-0.779,-2.075,0.518,0.491,2731.535,-1.586,0.677,,0.5522558593750002
5,FTI - RP,4.932,2.688,7.175,0.85,3295.41,5.803,0.0,***,0.5522558593750002
0,Hit - Miss,0.93,-0.954,2.814,0.714,3255.116,1.303,1.0,,0.562255859375
1,Hit - FTI,-4.205,-6.878,-1.531,1.013,3285.718,-4.152,0.0,***,0.562255859375
2,Hit - RP,0.307,-1.379,1.993,0.639,3086.611,0.48,1.0,,0.562255859375
3,Miss - FTI,-5.135,-7.56,-2.709,0.919,3297.02,-5.589,0.0,***,0.562255859375
4,Miss - RP,-0.623,-1.92,0.674,0.491,2713.363,-1.269,1.0,,0.562255859375
5,FTI - RP,4.511,2.266,6.757,0.851,3295.564,5.304,0.0,***,0.562255859375
0,Hit - Miss,0.947,-0.937,2.831,0.714,3265.405,1.328,1.0,,0.5722558593750007
1,Hit - FTI,-3.615,-6.288,-0.942,1.013,3289.589,-3.57,0.002,**,0.5722558593750007
2,Hit - RP,0.425,-1.262,2.112,0.639,3124.038,0.666,1.0,,0.5722558593750007
3,Miss - FTI,-4.562,-6.987,-2.138,0.918,3297.639,-4.967,0.0,***,0.5722558593750007
4,Miss - RP,-0.522,-1.82,0.776,0.492,2795.165,-1.062,1.0,,0.5722558593750007
5,FTI - RP,4.04,1.796,6.285,0.85,3294.827,4.752,0.0,***,0.5722558593750007
0,Hit - Miss,1.2,-0.655,3.055,0.703,3278.501,1.707,0.527,,0.5822558593750005
1,Hit - FTI,-3.233,-5.864,-0.601,0.997,3294.128,-3.243,0.007,**,0.5822558593750005
2,Hit - RP,0.623,-1.04,2.285,0.63,3175.388,0.989,1.0,,0.5822558593750005
3,Miss - FTI,-4.433,-6.819,-2.046,0.904,3298.0,-4.903,0.0,***,0.5822558593750005
4,Miss - RP,-0.577,-1.858,0.703,0.485,2915.091,-1.19,1.0,,0.5822558593750005
5,FTI - RP,3.855,1.647,6.064,0.837,3293.485,4.608,0.0,***,0.5822558593750005
0,Hit - Miss,1.441,-0.402,3.283,0.698,3277.786,2.064,0.234,,0.5922558593750002
1,Hit - FTI,-3.273,-5.887,-0.66,0.99,3293.911,-3.306,0.006,**,0.5922558593750002
2,Hit - RP,0.787,-0.864,2.438,0.625,3172.214,1.258,1.0,,0.5922558593750002
3,Miss - FTI,-4.714,-7.084,-2.344,0.898,3297.999,-5.251,0.0,***,0.5922558593750002
4,Miss - RP,-0.654,-1.926,0.618,0.482,2907.083,-1.358,1.0,,0.5922558593750002
5,FTI - RP,4.06,1.867,6.254,0.831,3293.535,4.886,0.0,***,0.5922558593750002
0,Hit - Miss,1.529,-0.321,3.38,0.701,3262.503,2.182,0.175,,0.602255859375
1,Hit - FTI,-3.376,-6.002,-0.751,0.994,3288.569,-3.395,0.004,**,0.602255859375
2,Hit - RP,0.89,-0.767,2.546,0.627,3112.632,1.418,0.938,,0.602255859375
3,Miss - FTI,-4.906,-7.287,-2.525,0.902,3297.507,-5.439,0.0,***,0.602255859375
4,Miss - RP,-0.64,-1.914,0.635,0.483,2768.97,-1.325,1.0,,0.602255859375
5,FTI - RP,4.266,2.062,6.471,0.835,3294.977,5.109,0.0,***,0.602255859375
0,Hit - Miss,1.544,-0.315,3.403,0.704,3240.186,2.193,0.17,,0.6122558593750007
1,Hit - FTI,-3.229,-5.868,-0.59,1.0,3279.891,-3.23,0.007,**,0.6122558593750007
2,Hit - RP,0.875,-0.788,2.538,0.63,3034.605,1.389,0.989,,0.6122558593750007
3,Miss - FTI,-4.773,-7.167,-2.379,0.907,3295.87,-5.263,0.0,***,0.6122558593750007
4,Miss - RP,-0.669,-1.947,0.609,0.484,2605.269,-1.382,1.0,,0.6122558593750007
5,FTI - RP,4.104,1.887,6.321,0.84,3296.287,4.887,0.0,***,0.6122558593750007
0,Hit - Miss,1.601,-0.254,3.456,0.703,3226.876,2.278,0.137,,0.6222558593750005
1,Hit - FTI,-3.099,-5.732,-0.465,0.998,3274.417,-3.106,0.011,*,0.6222558593750005
2,Hit - RP,0.84,-0.819,2.499,0.628,2991.491,1.337,1.0,,0.6222558593750005
3,Miss - FTI,-4.7,-7.089,-2.31,0.905,3294.61,-5.192,0.0,***,0.6222558593750005
4,Miss - RP,-0.761,-2.035,0.513,0.483,2521.693,-1.577,0.69,,0.6222558593750005
5,FTI - RP,3.939,1.726,6.152,0.838,3296.825,4.698,0.0,***,0.6222558593750005
0,Hit - Miss,1.838,-0.018,3.695,0.703,3211.534,2.615,0.054,.,0.6322558593750003
1,Hit - FTI,-3.004,-5.64,-0.369,0.998,3267.931,-3.01,0.016,*,0.6322558593750003
2,Hit - RP,0.981,-0.678,2.64,0.628,2944.021,1.561,0.712,,0.6322558593750003
3,Miss - FTI,-4.843,-7.235,-2.451,0.906,3293.0,-5.345,0.0,***,0.6322558593750003
4,Miss - RP,-0.858,-2.131,0.416,0.482,2434.303,-1.779,0.452,,0.6322558593750003
5,FTI - RP,3.985,1.77,6.2,0.839,3297.28,4.749,0.0,***,0.6322558593750003
0,Hit - Miss,2.011,0.165,3.857,0.699,3197.577,2.875,0.024,*,0.6422558593750001
1,Hit - FTI,-2.921,-5.543,-0.3,0.993,3261.925,-2.942,0.02,*,0.6422558593750001
2,Hit - RP,1.192,-0.457,2.841,0.625,2902.354,1.908,0.339,,0.6422558593750001
3,Miss - FTI,-4.932,-7.311,-2.552,0.901,3291.443,-5.471,0.0,***,0.6422558593750001
4,Miss - RP,-0.819,-2.084,0.447,0.479,2360.943,-1.708,0.526,,0.6422558593750001
5,FTI - RP,4.113,1.909,6.318,0.835,3297.569,4.926,0.0,***,0.6422558593750001
0,Hit - Miss,2.022,0.18,3.864,0.698,3194.073,2.898,0.023,*,0.6522558593750007
1,Hit - FTI,-2.798,-5.414,-0.183,0.991,3260.431,-2.824,0.029,*,0.6522558593750007
2,Hit - RP,1.374,-0.271,3.02,0.623,2891.836,2.205,0.165,,0.6522558593750007
3,Miss - FTI,-4.82,-7.195,-2.446,0.899,3291.061,-5.36,0.0,***,0.6522558593750007
4,Miss - RP,-0.648,-1.91,0.615,0.478,2342.592,-1.355,1.0,,0.6522558593750007
5,FTI - RP,4.173,1.973,6.372,0.833,3297.618,5.008,0.0,***,0.6522558593750007
0,Hit - Miss,2.296,0.453,4.139,0.698,3214.843,3.289,0.006,**,0.6622558593750005
1,Hit - FTI,-2.504,-5.12,0.113,0.991,3269.402,-2.526,0.069,.,0.6622558593750005
2,Hit - RP,1.608,-0.04,3.255,0.624,2953.505,2.577,0.06,.,0.6622558593750005
3,Miss - FTI,-4.8,-7.175,-2.426,0.9,3293.397,-5.336,0.0,***,0.6622558593750005
4,Miss - RP,-0.689,-1.953,0.576,0.479,2450.735,-1.438,0.904,,0.6622558593750005
5,FTI - RP,4.112,1.912,6.311,0.833,3297.166,4.935,0.0,***,0.6622558593750005
0,Hit - Miss,2.72,0.882,4.558,0.696,3219.198,3.907,0.001,***,0.6722558593750003
1,Hit - FTI,-2.183,-4.792,0.427,0.988,3271.27,-2.208,0.164,,0.6722558593750003
2,Hit - RP,1.869,0.226,3.512,0.622,2966.679,3.003,0.016,*,0.6722558593750003
3,Miss - FTI,-4.903,-7.271,-2.535,0.897,3293.874,-5.466,0.0,***,0.6722558593750003
4,Miss - RP,-0.851,-2.113,0.41,0.478,2474.527,-1.782,0.45,,0.6722558593750003
5,FTI - RP,4.051,1.858,6.245,0.831,3297.029,4.877,0.0,***,0.6722558593750003
0,Hit - Miss,2.597,0.753,4.442,0.699,3225.757,3.717,0.001,**,0.6822558593750001
1,Hit - FTI,-2.222,-4.841,0.397,0.992,3274.008,-2.239,0.151,,0.6822558593750001
2,Hit - RP,1.789,0.14,3.439,0.625,2987.358,2.864,0.025,*,0.6822558593750001
3,Miss - FTI,-4.819,-7.196,-2.442,0.9,3294.535,-5.353,0.0,***,0.6822558593750001
4,Miss - RP,-0.808,-2.075,0.459,0.48,2513.199,-1.684,0.554,,0.6822558593750001
5,FTI - RP,4.011,1.81,6.212,0.834,3296.827,4.811,0.0,***,0.6822558593750001
0,Hit - Miss,2.177,0.331,4.022,0.699,3243.758,3.114,0.011,*,0.6922558593750008
1,Hit - FTI,-2.331,-4.95,0.288,0.992,3281.328,-2.349,0.113,,0.6922558593750008
2,Hit - RP,1.484,-0.167,3.135,0.625,3046.543,2.372,0.106,,0.6922558593750008
3,Miss - FTI,-4.507,-6.884,-2.131,0.9,3296.179,-5.007,0.0,***,0.6922558593750008
4,Miss - RP,-0.693,-1.962,0.576,0.481,2629.202,-1.441,0.898,,0.6922558593750008
5,FTI - RP,3.815,1.614,6.015,0.834,3296.115,4.576,0.0,***,0.6922558593750008
0,Hit - Miss,2.213,0.366,4.059,0.699,3253.508,3.164,0.009,**,0.7022558593750006
1,Hit - FTI,-2.038,-4.659,0.582,0.993,3285.152,-2.054,0.241,,0.7022558593750006
2,Hit - RP,1.601,-0.052,3.254,0.626,3080.294,2.558,0.064,.,0.7022558593750006
3,Miss - FTI,-4.251,-6.629,-1.874,0.9,3296.933,-4.721,0.0,***,0.7022558593750006
4,Miss - RP,-0.612,-1.883,0.659,0.481,2699.167,-1.271,1.0,,0.7022558593750006
5,FTI - RP,3.64,1.439,5.84,0.834,3295.596,4.365,0.0,***,0.7022558593750006
0,Hit - Miss,2.441,0.614,4.268,0.692,3255.258,3.528,0.003,**,0.7122558593750004
1,Hit - FTI,-1.955,-4.547,0.637,0.982,3285.819,-1.991,0.279,,0.7122558593750004
2,Hit - RP,1.96,0.325,3.595,0.619,3086.568,3.165,0.009,**,0.7122558593750004
3,Miss - FTI,-4.396,-6.747,-2.044,0.891,3297.052,-4.935,0.0,***,0.7122558593750004
4,Miss - RP,-0.481,-1.738,0.777,0.476,2712.593,-1.009,1.0,,0.7122558593750004
5,FTI - RP,3.915,1.738,6.093,0.825,3295.497,4.748,0.0,***,0.7122558593750004
0,Hit - Miss,2.379,0.568,4.19,0.686,3255.86,3.467,0.003,**,0.7222558593750001
1,Hit - FTI,-2.315,-4.885,0.255,0.974,3286.028,-2.377,0.105,,0.7222558593750001
2,Hit - RP,1.963,0.342,3.584,0.614,3088.974,3.196,0.008,**,0.7222558593750001
3,Miss - FTI,-4.694,-7.026,-2.362,0.883,3297.082,-5.314,0.0,***,0.7222558593750001
4,Miss - RP,-0.416,-1.663,0.831,0.472,2718.058,-0.881,1.0,,0.7222558593750001
5,FTI - RP,4.278,2.119,6.437,0.818,3295.487,5.231,0.0,***,0.7222558593750001
0,Hit - Miss,2.221,0.42,4.023,0.682,3260.913,3.256,0.007,**,0.7322558593750008
1,Hit - FTI,-2.324,-4.879,0.232,0.968,3287.932,-2.4,0.099,.,0.7322558593750008
2,Hit - RP,1.861,0.249,3.474,0.611,3107.334,3.047,0.014,*,0.7322558593750008
3,Miss - FTI,-4.545,-6.863,-2.227,0.878,3297.399,-5.175,0.0,***,0.7322558593750008
4,Miss - RP,-0.36,-1.601,0.881,0.47,2757.99,-0.766,1.0,,0.7322558593750008
5,FTI - RP,4.185,2.039,6.331,0.813,3295.161,5.147,0.0,***,0.7322558593750008
0,Hit - Miss,2.12,0.321,3.918,0.681,3262.161,3.111,0.011,*,0.7422558593750006
1,Hit - FTI,-2.188,-4.74,0.363,0.967,3288.405,-2.264,0.142,,0.7422558593750006
2,Hit - RP,1.938,0.328,3.548,0.61,3111.83,3.177,0.009,**,0.7422558593750006
3,Miss - FTI,-4.308,-6.623,-1.993,0.877,3297.474,-4.913,0.0,***,0.7422558593750006
4,Miss - RP,-0.182,-1.421,1.057,0.469,2767.776,-0.387,1.0,,0.7422558593750006
5,FTI - RP,4.126,1.983,6.269,0.812,3295.059,5.083,0.0,***,0.7422558593750006
0,Hit - Miss,2.246,0.458,4.035,0.677,3239.683,3.315,0.006,**,0.7522558593750004
1,Hit - FTI,-2.158,-4.697,0.38,0.962,3279.664,-2.244,0.149,,0.7522558593750004
2,Hit - RP,2.128,0.528,3.727,0.606,3033.189,3.511,0.003,**,0.7522558593750004
3,Miss - FTI,-4.404,-6.707,-2.101,0.872,3295.811,-5.048,0.0,***,0.7522558593750004
4,Miss - RP,-0.119,-1.348,1.111,0.466,2602.758,-0.255,1.0,,0.7522558593750004
5,FTI - RP,4.286,2.153,6.418,0.808,3296.33,5.305,0.0,***,0.7522558593750004
0,Hit - Miss,2.315,0.514,4.115,0.682,3197.874,3.394,0.004,**,0.7622558593750002
1,Hit - FTI,-1.838,-4.395,0.719,0.969,3262.065,-1.898,0.347,,0.7622558593750002
2,Hit - RP,2.24,0.631,3.849,0.609,2903.116,3.676,0.001,**,0.7622558593750002
3,Miss - FTI,-4.153,-6.474,-1.832,0.879,3291.485,-4.724,0.0,***,0.7622558593750002
4,Miss - RP,-0.075,-1.309,1.159,0.467,2362.132,-0.16,1.0,,0.7622558593750002
5,FTI - RP,4.078,1.928,6.228,0.814,3297.56,5.007,0.0,***,0.7622558593750002
0,Hit - Miss,2.034,0.208,3.86,0.692,3169.52,2.94,0.02,*,0.772255859375
1,Hit - FTI,-1.733,-4.327,0.861,0.983,3249.592,-1.763,0.468,,0.772255859375
2,Hit - RP,2.093,0.463,3.723,0.618,2822.471,3.389,0.004,**,0.772255859375
3,Miss - FTI,-3.766,-6.121,-1.411,0.892,3288.121,-4.222,0.0,***,0.772255859375
4,Miss - RP,0.059,-1.19,1.309,0.473,2228.282,0.125,1.0,,0.772255859375
5,FTI - RP,3.826,1.644,6.008,0.827,3297.903,4.628,0.0,***,0.772255859375
0,Hit - Miss,1.959,0.142,3.776,0.688,3168.053,2.847,0.027,*,0.7822558593750006
1,Hit - FTI,-1.776,-4.356,0.805,0.978,3248.981,-1.816,0.416,,0.7822558593750006
2,Hit - RP,2.013,0.391,3.635,0.614,2818.034,3.277,0.006,**,0.7822558593750006
3,Miss - FTI,-3.735,-6.078,-1.392,0.888,3287.972,-4.208,0.0,***,0.7822558593750006
4,Miss - RP,0.054,-1.189,1.298,0.471,2220.775,0.115,1.0,,0.7822558593750006
5,FTI - RP,3.789,1.618,5.96,0.822,3297.907,4.607,0.0,***,0.7822558593750006
0,Hit - Miss,2.129,0.341,3.916,0.677,3184.96,3.143,0.01,*,0.7922558593750004
1,Hit - FTI,-1.349,-3.888,1.19,0.962,3256.43,-1.403,0.965,,0.7922558593750004
2,Hit - RP,2.08,0.484,3.677,0.605,2865.711,3.44,0.004,**,0.7922558593750004
3,Miss - FTI,-3.478,-5.782,-1.173,0.873,3289.986,-3.983,0.0,***,0.7922558593750004
4,Miss - RP,-0.048,-1.272,1.176,0.464,2298.717,-0.104,1.0,,0.7922558593750004
5,FTI - RP,3.43,1.294,5.565,0.809,3297.751,4.24,0.0,***,0.7922558593750004
0,Hit - Miss,2.173,0.385,3.96,0.677,3179.217,3.209,0.008,**,0.8022558593750002
1,Hit - FTI,-0.895,-3.433,1.644,0.962,3253.862,-0.93,1.0,,0.8022558593750002
2,Hit - RP,2.031,0.434,3.627,0.605,2849.794,3.359,0.005,**,0.8022558593750002
3,Miss - FTI,-3.067,-5.372,-0.762,0.873,3289.274,-3.513,0.003,**,0.8022558593750002
4,Miss - RP,-0.142,-1.366,1.082,0.463,2272.822,-0.307,1.0,,0.8022558593750002
5,FTI - RP,2.925,0.79,5.061,0.809,3297.824,3.616,0.002,**,0.8022558593750002
0,Hit - Miss,2.087,0.3,3.875,0.677,3162.691,3.082,0.012,*,0.812255859375
1,Hit - FTI,-0.943,-3.482,1.597,0.962,3246.527,-0.98,1.0,,0.812255859375
2,Hit - RP,1.899,0.304,3.495,0.604,2803.891,3.142,0.01,*,0.812255859375
3,Miss - FTI,-3.03,-5.336,-0.724,0.873,3287.269,-3.469,0.003,**,0.812255859375
4,Miss - RP,-0.188,-1.411,1.035,0.463,2198.984,-0.406,1.0,,0.812255859375
5,FTI - RP,2.842,0.706,4.978,0.809,3297.947,3.512,0.003,**,0.812255859375
0,Hit - Miss,1.953,0.183,3.724,0.671,3167.67,2.913,0.022,*,0.8222558593750007
1,Hit - FTI,-1.244,-3.759,1.271,0.953,3248.769,-1.306,1.0,,0.8222558593750007
2,Hit - RP,1.919,0.338,3.499,0.599,2817.356,3.205,0.008,**,0.8222558593750007
3,Miss - FTI,-3.198,-5.481,-0.914,0.865,3287.895,-3.697,0.001,**,0.8222558593750007
4,Miss - RP,-0.035,-1.246,1.177,0.459,2220.108,-0.076,1.0,,0.8222558593750007
5,FTI - RP,3.163,1.047,5.279,0.801,3297.915,3.947,0.0,***,0.8222558593750007
0,Hit - Miss,1.877,0.129,3.626,0.662,3174.9,2.835,0.028,*,0.8322558593750005
1,Hit - FTI,-1.071,-3.554,1.412,0.941,3252.018,-1.138,1.0,,0.8322558593750005
2,Hit - RP,2.101,0.539,3.662,0.591,2837.072,3.552,0.002,**,0.8322558593750005
3,Miss - FTI,-2.948,-5.202,-0.694,0.854,3288.802,-3.452,0.003,**,0.8322558593750005
4,Miss - RP,0.223,-0.974,1.42,0.453,2251.414,0.492,1.0,,0.8322558593750005
5,FTI - RP,3.171,1.082,5.26,0.791,3297.853,4.008,0.0,***,0.8322558593750005
0,Hit - Miss,1.929,0.184,3.675,0.661,3174.235,2.918,0.021,*,0.8422558593750002
1,Hit - FTI,-0.694,-3.174,1.785,0.939,3251.742,-0.739,1.0,,0.8422558593750002
2,Hit - RP,2.126,0.567,3.684,0.59,2835.051,3.6,0.002,**,0.8422558593750002
3,Miss - FTI,-2.623,-4.874,-0.372,0.853,3288.734,-3.076,0.013,*,0.8422558593750002
4,Miss - RP,0.196,-0.999,1.391,0.453,2247.961,0.434,1.0,,0.8422558593750002
5,FTI - RP,2.82,0.734,4.905,0.79,3297.856,3.569,0.002,**,0.8422558593750002
0,Hit - Miss,2.008,0.261,3.756,0.662,3192.477,3.034,0.015,*,0.852255859375
1,Hit - FTI,-0.851,-3.332,1.63,0.94,3259.756,-0.905,1.0,,0.852255859375
2,Hit - RP,1.942,0.381,3.503,0.591,2887.008,3.284,0.006,**,0.852255859375
3,Miss - FTI,-2.859,-5.112,-0.607,0.853,3290.891,-3.351,0.005,**,0.852255859375
4,Miss - RP,-0.067,-1.264,1.131,0.453,2334.157,-0.147,1.0,,0.852255859375
5,FTI - RP,2.793,0.706,4.879,0.79,3297.637,3.533,0.002,**,0.852255859375
0,Hit - Miss,1.856,0.118,3.595,0.659,3200.924,2.819,0.029,*,0.8622558593750007
1,Hit - FTI,-1.088,-3.557,1.38,0.935,3263.423,-1.164,1.0,,0.8622558593750007
2,Hit - RP,1.629,0.076,3.183,0.588,2911.75,2.769,0.034,*,0.8622558593750007
3,Miss - FTI,-2.945,-5.185,-0.704,0.849,3291.857,-3.469,0.003,**,0.8622558593750007
4,Miss - RP,-0.227,-1.419,0.965,0.451,2376.69,-0.503,1.0,,0.8622558593750007
5,FTI - RP,2.717,0.642,4.793,0.786,3297.491,3.456,0.003,**,0.8622558593750007
0,Hit - Miss,1.543,-0.181,3.268,0.653,3162.968,2.363,0.109,,0.8722558593750005
1,Hit - FTI,-1.152,-3.601,1.298,0.928,3246.774,-1.241,1.0,,0.8722558593750005
2,Hit - RP,1.367,-0.173,2.906,0.583,2803.532,2.344,0.115,,0.8722558593750005
3,Miss - FTI,-2.695,-4.919,-0.471,0.842,3287.393,-3.199,0.008,**,0.8722558593750005
4,Miss - RP,-0.177,-1.356,1.003,0.447,2197.215,-0.395,1.0,,0.8722558593750005
5,FTI - RP,2.518,0.458,4.579,0.781,3297.932,3.226,0.008,**,0.8722558593750005
0,Hit - Miss,1.335,-0.409,3.08,0.661,3087.546,2.021,0.26,,0.8822558593750003
1,Hit - FTI,-1.427,-3.906,1.052,0.939,3212.112,-1.519,0.773,,0.8822558593750003
2,Hit - RP,1.287,-0.268,2.842,0.589,2612.046,2.186,0.173,,0.8822558593750003
3,Miss - FTI,-2.762,-5.014,-0.51,0.853,3277.543,-3.238,0.007,**,0.8822558593750003
4,Miss - RP,-0.048,-1.237,1.141,0.45,1920.202,-0.107,1.0,,0.8822558593750003
5,FTI - RP,2.714,0.626,4.801,0.791,3297.736,3.432,0.004,**,0.8822558593750003
0,Hit - Miss,1.246,-0.506,2.999,0.664,3083.359,1.877,0.363,,0.8922558593750001
1,Hit - FTI,-1.829,-4.32,0.662,0.943,3210.128,-1.939,0.316,,0.8922558593750001
2,Hit - RP,1.045,-0.516,2.607,0.592,2602.237,1.767,0.464,,0.8922558593750001
3,Miss - FTI,-3.075,-5.338,-0.813,0.857,3276.964,-3.588,0.002,**,0.8922558593750001
4,Miss - RP,-0.201,-1.395,0.994,0.452,1907.266,-0.444,1.0,,0.8922558593750001
5,FTI - RP,2.875,0.777,4.972,0.795,3297.691,3.618,0.002,**,0.8922558593750001
0,Hit - Miss,1.212,-0.538,2.963,0.663,3113.83,1.828,0.406,,0.9022558593750007
1,Hit - FTI,-2.04,-4.528,0.447,0.942,3224.41,-2.165,0.183,,0.9022558593750007
2,Hit - RP,0.733,-0.828,2.294,0.591,2675.621,1.239,1.0,,0.9022558593750007
3,Miss - FTI,-3.252,-5.512,-0.993,0.856,3281.097,-3.8,0.001,***,0.9022558593750007
4,Miss - RP,-0.479,-1.674,0.715,0.452,2007.009,-1.059,1.0,,0.9022558593750007
5,FTI - RP,2.773,0.679,4.867,0.793,3297.935,3.496,0.003,**,0.9022558593750007
0,Hit - Miss,1.072,-0.677,2.821,0.663,3115.482,1.619,0.634,,0.9122558593750005
1,Hit - FTI,-2.074,-4.559,0.411,0.941,3225.175,-2.203,0.166,,0.9122558593750005
2,Hit - RP,0.819,-0.741,2.378,0.591,2679.731,1.386,0.995,,0.9122558593750005
3,Miss - FTI,-3.146,-5.404,-0.889,0.855,3281.316,-3.68,0.001,**,0.9122558593750005
4,Miss - RP,-0.254,-1.447,0.94,0.452,2012.794,-0.561,1.0,,0.9122558593750005
5,FTI - RP,2.893,0.801,4.985,0.793,3297.943,3.65,0.002,**,0.9122558593750005
0,Hit - Miss,0.835,-0.898,2.569,0.657,3132.91,1.272,1.0,,0.9222558593750003
1,Hit - FTI,-2.129,-4.592,0.334,0.933,3233.138,-2.281,0.136,,0.9222558593750003
2,Hit - RP,1.036,-0.51,2.583,0.586,2724.301,1.769,0.462,,0.9222558593750003
3,Miss - FTI,-2.964,-5.201,-0.727,0.847,3283.558,-3.498,0.003,**,0.9222558593750003
4,Miss - RP,0.201,-0.983,1.385,0.448,2077.348,0.448,1.0,,0.9222558593750003
5,FTI - RP,3.165,1.092,5.238,0.785,3297.995,4.03,0.0,***,0.9222558593750003
0,Hit - Miss,0.908,-0.795,2.61,0.645,3134.713,1.407,0.957,,0.9322558593750001
1,Hit - FTI,-2.083,-4.503,0.336,0.916,3233.896,-2.274,0.138,,0.9322558593750001
2,Hit - RP,1.267,-0.252,2.786,0.575,2729.518,2.203,0.166,,0.9322558593750001
3,Miss - FTI,-2.991,-5.188,-0.794,0.832,3283.744,-3.594,0.002,**,0.9322558593750001
4,Miss - RP,0.36,-0.803,1.523,0.44,2085.614,0.817,1.0,,0.9322558593750001
5,FTI - RP,3.351,1.315,5.387,0.771,3297.996,4.344,0.0,***,0.9322558593750001
0,Hit - Miss,1.152,-0.525,2.829,0.635,3082.023,1.813,0.42,,0.9422558593750008
1,Hit - FTI,-1.701,-4.084,0.683,0.903,3209.333,-1.883,0.358,,0.9422558593750008
2,Hit - RP,1.552,0.057,3.046,0.566,2600.466,2.741,0.037,*,0.9422558593750008
3,Miss - FTI,-2.852,-5.018,-0.687,0.82,3276.663,-3.477,0.003,**,0.9422558593750008
4,Miss - RP,0.4,-0.743,1.543,0.433,1906.332,0.925,1.0,,0.9422558593750008
5,FTI - RP,3.252,1.245,5.26,0.76,3297.644,4.277,0.0,***,0.9422558593750008
