index,condition,Estimate,ci_low,ci_high,SE,DF,time
2,FTI,-2.83,-4.774,-0.887,0.99,906.322,-0.23774414062499985
3,RP,-2.951,-3.742,-2.16,0.385,26.964,-0.23774414062499985
0,Hit,-1.551,-3.0,-0.101,0.736,261.15,-0.2277441406249996
1,Miss,-1.205,-2.321,-0.088,0.563,97.679,-0.2277441406249996
2,FTI,-3.048,-4.99,-1.107,0.989,851.581,-0.2277441406249996
3,RP,-3.002,-3.806,-2.198,0.392,26.55,-0.2277441406249996
0,Hit,-1.52,-2.975,-0.065,0.739,235.095,-0.2177441406249998
1,Miss,-1.067,-2.197,0.064,0.569,89.559,-0.2177441406249998
2,FTI,-3.236,-5.172,-1.301,0.986,749.201,-0.2177441406249998
3,RP,-3.097,-3.927,-2.267,0.404,25.675,-0.2177441406249998
0,Hit,-1.516,-2.971,-0.061,0.738,232.919,-0.2077441406249996
1,Miss,-0.779,-1.91,0.351,0.569,88.721,-0.2077441406249996
2,FTI,-3.275,-5.21,-1.339,0.986,743.002,-0.2077441406249996
3,RP,-3.118,-3.948,-2.287,0.404,25.449,-0.2077441406249996
0,Hit,-1.362,-2.81,0.086,0.735,260.656,-0.1977441406249998
1,Miss,-0.512,-1.625,0.602,0.561,97.145,-0.1977441406249998
2,FTI,-3.287,-5.227,-1.347,0.989,856.014,-0.1977441406249998
3,RP,-3.018,-3.818,-2.218,0.389,26.178,-0.1977441406249998
0,Hit,-1.353,-2.802,0.096,0.736,276.34,-0.1877441406249996
1,Miss,-0.303,-1.412,0.805,0.559,101.91,-0.1877441406249996
2,FTI,-3.334,-5.284,-1.384,0.993,922.572,-0.1877441406249996
3,RP,-2.985,-3.771,-2.199,0.383,26.551,-0.1877441406249996
0,Hit,-1.408,-2.861,0.045,0.738,265.882,-0.17774414062499974
1,Miss,-0.384,-1.499,0.732,0.562,98.676,-0.17774414062499974
2,FTI,-3.359,-5.309,-1.408,0.994,878.969,-0.17774414062499974
3,RP,-3.06,-3.858,-2.262,0.388,26.253,-0.17774414062499974
0,Hit,-1.286,-2.735,0.163,0.736,266.931,-0.16774414062499954
1,Miss,-0.658,-1.77,0.453,0.56,99.034,-0.16774414062499954
2,FTI,-3.323,-5.268,-1.378,0.991,882.691,-0.16774414062499954
3,RP,-3.115,-3.909,-2.32,0.387,26.315,-0.16774414062499954
0,Hit,-1.25,-2.686,0.186,0.73,280.751,-0.15774414062499975
1,Miss,-0.788,-1.884,0.308,0.553,103.145,-0.15774414062499975
2,FTI,-3.323,-5.259,-1.388,0.986,943.928,-0.15774414062499975
3,RP,-3.097,-3.872,-2.323,0.377,26.548,-0.15774414062499975
0,Hit,-1.231,-2.64,0.177,0.716,303.091,-0.14774414062499952
1,Miss,-0.867,-1.933,0.199,0.538,109.825,-0.14774414062499952
2,FTI,-3.587,-5.497,-1.677,0.973,1048.741,-0.14774414062499952
3,RP,-3.085,-3.823,-2.347,0.36,26.869,-0.14774414062499952
0,Hit,-1.143,-2.529,0.243,0.704,335.844,-0.13774414062499973
1,Miss,-0.979,-2.017,0.06,0.525,120.488,-0.13774414062499973
2,FTI,-3.923,-5.815,-2.03,0.965,1195.257,-0.13774414062499973
3,RP,-3.174,-3.876,-2.472,0.343,27.933,-0.13774414062499973
0,Hit,-1.135,-2.523,0.252,0.705,336.523,-0.1277441406249995
1,Miss,-0.861,-1.903,0.181,0.526,121.159,-0.1277441406249995
2,FTI,-3.692,-5.584,-1.8,0.964,1181.898,-0.1277441406249995
3,RP,-3.242,-3.95,-2.535,0.346,28.441,-0.1277441406249995
0,Hit,-1.11,-2.523,0.304,0.718,281.527,-0.11774414062499973
1,Miss,-0.705,-1.784,0.374,0.544,103.493,-0.11774414062499973
2,FTI,-3.148,-5.053,-1.243,0.971,945.009,-0.11774414062499973
3,RP,-3.224,-3.986,-2.461,0.371,26.672,-0.11774414062499973
0,Hit,-1.031,-2.458,0.396,0.725,258.919,-0.10774414062499947
1,Miss,-0.703,-1.799,0.392,0.552,95.967,-0.10774414062499947
2,FTI,-3.17,-5.085,-1.255,0.976,860.251,-0.10774414062499947
3,RP,-3.26,-4.044,-2.476,0.381,25.525,-0.10774414062499947
0,Hit,-1.094,-2.514,0.326,0.721,273.191,-0.0977441406249997
1,Miss,-0.576,-1.66,0.508,0.546,100.227,-0.0977441406249997
2,FTI,-3.278,-5.191,-1.365,0.975,923.595,-0.0977441406249997
3,RP,-3.28,-4.047,-2.514,0.373,25.792,-0.0977441406249997
0,Hit,-1.212,-2.625,0.201,0.718,282.251,-0.08774414062499948
1,Miss,-0.426,-1.502,0.651,0.543,103.249,-0.08774414062499948
2,FTI,-2.677,-4.584,-0.77,0.972,958.148,-0.08774414062499948
3,RP,-3.23,-3.988,-2.473,0.369,26.245,-0.08774414062499948
0,Hit,-1.392,-2.807,0.024,0.719,257.985,-0.07774414062499968
1,Miss,-0.591,-1.678,0.496,0.548,95.697,-0.07774414062499968
2,FTI,-2.159,-4.058,-0.26,0.968,856.037,-0.07774414062499968
3,RP,-3.282,-4.061,-2.502,0.379,25.515,-0.07774414062499968
0,Hit,-1.699,-3.134,-0.265,0.728,246.993,-0.06774414062499945
1,Miss,-0.775,-1.881,0.332,0.557,92.481,-0.06774414062499945
2,FTI,-2.599,-4.517,-0.681,0.977,807.884,-0.06774414062499945
3,RP,-3.34,-4.141,-2.539,0.389,25.348,-0.06774414062499945
0,Hit,-1.681,-3.124,-0.238,0.733,250.235,-0.05774414062499966
1,Miss,-0.701,-1.814,0.413,0.561,93.863,-0.05774414062499966
2,FTI,-3.176,-5.105,-1.247,0.983,814.813,-0.05774414062499966
3,RP,-3.33,-4.136,-2.524,0.392,25.804,-0.05774414062499966
0,Hit,-1.274,-2.713,0.164,0.731,252.138,-0.04774414062499943
1,Miss,-0.699,-1.808,0.411,0.559,94.519,-0.04774414062499943
2,FTI,-3.309,-5.233,-1.385,0.98,821.369,-0.04774414062499943
3,RP,-3.49,-4.293,-2.687,0.39,25.927,-0.04774414062499943
0,Hit,-1.029,-2.484,0.426,0.739,240.499,-0.03774414062499965
1,Miss,-0.797,-1.924,0.33,0.567,90.91,-0.03774414062499965
2,FTI,-3.428,-5.368,-1.488,0.988,775.071,-0.03774414062499965
3,RP,-3.784,-4.606,-2.962,0.4,25.55,-0.03774414062499965
0,Hit,-1.142,-2.638,0.355,0.759,209.908,-0.027744140624999414
1,Miss,-0.726,-1.9,0.447,0.59,81.706,-0.027744140624999414
2,FTI,-3.598,-5.576,-1.621,1.007,652.922,-0.027744140624999414
3,RP,-3.94,-4.819,-3.062,0.426,24.776,-0.027744140624999414
0,Hit,-1.431,-2.939,0.078,0.765,195.751,-0.017744140624999627
1,Miss,-0.576,-1.767,0.615,0.598,77.478,-0.017744140624999627
2,FTI,-3.795,-5.779,-1.812,1.01,597.722,-0.017744140624999627
3,RP,-4.001,-4.904,-3.099,0.438,24.436,-0.017744140624999627
0,Hit,-1.629,-3.11,-0.148,0.751,216.027,-0.007744140624999395
1,Miss,-0.572,-1.731,0.586,0.583,83.609,-0.007744140624999395
2,FTI,-3.846,-5.806,-1.886,0.998,676.17,-0.007744140624999395
3,RP,-4.127,-4.99,-3.264,0.419,24.993,-0.007744140624999395
0,Hit,-1.485,-2.938,-0.033,0.738,245.476,0.0022558593750003912
1,Miss,-0.727,-1.85,0.397,0.566,92.539,0.0022558593750003912
2,FTI,-3.408,-5.347,-1.469,0.988,793.461,0.0022558593750003912
3,RP,-4.18,-4.997,-3.363,0.397,25.793,0.0022558593750003912
0,Hit,-1.165,-2.619,0.289,0.738,246.89,0.012255859375000178
1,Miss,-0.767,-1.891,0.358,0.566,93.052,0.012255859375000178
2,FTI,-2.93,-4.871,-0.988,0.989,797.936,0.012255859375000178
3,RP,-4.033,-4.85,-3.215,0.398,25.908,0.012255859375000178
0,Hit,-1.099,-2.552,0.353,0.737,249.868,0.02225585937500041
1,Miss,-0.706,-1.828,0.417,0.565,94.103,0.02225585937500041
2,FTI,-3.226,-5.166,-1.287,0.988,807.776,0.02225585937500041
3,RP,-4.12,-4.935,-3.306,0.396,26.123,0.02225585937500041
0,Hit,-1.217,-2.666,0.232,0.736,259.303,0.032255859375000195
1,Miss,-0.814,-1.93,0.302,0.562,96.908,0.032255859375000195
2,FTI,-3.782,-5.722,-1.842,0.988,847.44,0.032255859375000195
3,RP,-4.538,-5.341,-3.734,0.391,26.307,0.032255859375000195
0,Hit,-1.31,-2.757,0.136,0.734,263.768,0.042255859375000426
1,Miss,-0.925,-2.037,0.187,0.56,98.244,0.042255859375000426
2,FTI,-3.89,-5.829,-1.951,0.988,866.356,0.042255859375000426
3,RP,-4.206,-5.004,-3.408,0.388,26.399,0.042255859375000426
0,Hit,-1.607,-3.029,-0.185,0.723,291.325,0.05225585937500021
1,Miss,-0.95,-2.033,0.134,0.547,106.889,0.05225585937500021
2,FTI,-3.989,-5.908,-2.07,0.978,979.343,0.05225585937500021
3,RP,-3.149,-3.911,-2.386,0.372,27.275,0.05225585937500021
0,Hit,-1.818,-3.206,-0.43,0.706,337.319,0.06225585937500045
1,Miss,-0.959,-2.0,0.081,0.525,121.087,0.06225585937500045
2,FTI,-4.077,-5.972,-2.182,0.966,1197.746,0.06225585937500045
3,RP,-2.78,-3.483,-2.077,0.343,28.103,0.06225585937500045
0,Hit,-1.688,-3.062,-0.314,0.699,355.159,0.07225585937500023
1,Miss,-0.932,-1.952,0.089,0.516,126.443,0.07225585937500023
2,FTI,-4.202,-6.092,-2.312,0.963,1318.192,0.07225585937500023
3,RP,-2.866,-3.539,-2.192,0.329,27.862,0.07225585937500023
0,Hit,-1.818,-3.204,-0.433,0.704,352.692,0.08225585937500046
1,Miss,-0.952,-1.984,0.081,0.522,126.025,0.08225585937500046
2,FTI,-4.718,-6.618,-2.818,0.969,1279.891,0.08225585937500046
3,RP,-2.284,-2.972,-1.596,0.336,28.354,0.08225585937500046
0,Hit,-1.729,-3.11,-0.348,0.702,375.089,0.09225585937500023
1,Miss,-0.798,-1.822,0.225,0.518,133.935,0.09225585937500023
2,FTI,-4.844,-6.746,-2.942,0.97,1380.785,0.09225585937500023
3,RP,-1.319,-1.991,-0.647,0.329,29.327,0.09225585937500023
0,Hit,-0.781,-2.145,0.583,0.694,395.207,0.10225585937500048
1,Miss,-0.519,-1.519,0.482,0.506,141.103,0.10225585937500048
2,FTI,-4.43,-6.324,-2.536,0.966,1530.403,0.10225585937500048
3,RP,-0.724,-1.362,-0.085,0.312,29.425,0.10225585937500048
0,Hit,-0.709,-2.075,0.657,0.695,377.041,0.11225585937500028
1,Miss,-0.971,-1.979,0.037,0.51,134.28,0.11225585937500028
2,FTI,-4.524,-6.411,-2.636,0.962,1427.309,0.11225585937500028
3,RP,-0.464,-1.118,0.19,0.32,28.74,0.11225585937500028
0,Hit,-2.679,-4.066,-1.291,0.705,360.256,0.1222558593750005
1,Miss,-2.552,-3.587,-1.517,0.523,129.117,0.1222558593750005
2,FTI,-5.457,-7.358,-3.555,0.969,1289.819,0.1222558593750005
3,RP,-0.099,-0.789,0.592,0.338,29.248,0.1222558593750005
0,Hit,-5.028,-6.431,-3.626,0.713,343.471,0.13225585937500028
1,Miss,-4.717,-5.77,-3.663,0.532,123.938,0.13225585937500028
2,FTI,-7.087,-8.998,-5.175,0.974,1196.122,0.13225585937500028
3,RP,0.43,-0.285,1.145,0.35,29.188,0.13225585937500028
0,Hit,-6.411,-7.856,-4.967,0.734,296.036,0.14225585937500052
1,Miss,-6.42,-7.522,-5.319,0.556,108.843,0.14225585937500052
2,FTI,-9.12,-11.068,-7.171,0.993,989.034,0.14225585937500052
3,RP,0.737,-0.038,1.511,0.378,27.868,0.14225585937500052
0,Hit,-7.089,-8.572,-5.607,0.753,250.242,0.1522558593750003
1,Miss,-6.877,-8.025,-5.73,0.578,94.747,0.1522558593750003
2,FTI,-10.425,-12.402,-8.447,1.007,801.294,0.1522558593750003
3,RP,0.709,-0.127,1.545,0.407,26.629,0.1522558593750003
0,Hit,-7.049,-8.539,-5.559,0.757,244.494,0.16225585937500053
1,Miss,-6.285,-7.441,-5.13,0.582,92.838,0.16225585937500053
2,FTI,-10.46,-12.446,-8.474,1.011,780.671,0.16225585937500053
3,RP,0.511,-0.334,1.355,0.411,26.326,0.16225585937500053
0,Hit,-6.287,-7.821,-4.753,0.778,194.525,0.17225585937500032
1,Miss,-5.208,-6.422,-3.995,0.609,77.547,0.17225585937500032
2,FTI,-10.03,-12.043,-8.016,1.025,588.42,0.17225585937500032
3,RP,0.257,-0.667,1.18,0.448,24.826,0.17225585937500032
0,Hit,-4.882,-6.484,-3.28,0.81,142.042,0.18225585937500052
1,Miss,-3.439,-4.743,-2.135,0.652,61.633,0.18225585937500052
2,FTI,-8.831,-10.888,-6.775,1.046,395.241,0.18225585937500052
3,RP,-0.011,-1.056,1.033,0.505,23.435,0.18225585937500052
0,Hit,-2.524,-4.151,-0.897,0.822,124.548,0.19225585937500034
1,Miss,-0.886,-2.227,0.455,0.67,56.267,0.19225585937500034
2,FTI,-6.619,-8.687,-4.551,1.051,333.615,0.19225585937500034
3,RP,-0.343,-1.439,0.752,0.53,22.992,0.19225585937500034
0,Hit,0.208,-1.395,1.812,0.81,127.477,0.20225585937500054
1,Miss,1.575,0.256,2.893,0.659,57.102,0.20225585937500054
2,FTI,-4.616,-6.659,-2.574,1.038,344.262,0.20225585937500054
3,RP,-0.631,-1.704,0.442,0.519,22.993,0.20225585937500054
0,Hit,2.027,0.406,3.647,0.818,120.735,0.2122558593750004
1,Miss,3.346,2.008,4.685,0.668,54.808,0.2122558593750004
2,FTI,-2.955,-5.012,-0.898,1.045,322.154,0.2122558593750004
3,RP,-0.773,-1.869,0.323,0.529,22.591,0.2122558593750004
0,Hit,2.848,1.141,4.554,0.86,98.602,0.2222558593750006
1,Miss,4.356,2.92,5.792,0.714,47.711,0.2222558593750006
2,FTI,-1.438,-3.57,0.693,1.082,247.818,0.2222558593750006
3,RP,-0.882,-2.092,0.328,0.583,21.824,0.2222558593750006
0,Hit,3.564,1.799,5.329,0.888,87.72,0.2322558593750004
1,Miss,4.519,3.016,6.022,0.746,44.208,0.2322558593750004
2,FTI,-0.609,-2.791,1.574,1.107,212.094,0.2322558593750004
3,RP,-1.044,-2.33,0.242,0.619,21.507,0.2322558593750004
0,Hit,4.351,2.581,6.122,0.891,88.075,0.2422558593750006
1,Miss,4.365,2.858,5.872,0.748,44.349,0.2422558593750006
2,FTI,0.165,-2.024,2.354,1.111,213.12,0.2422558593750006
3,RP,-1.173,-2.462,0.116,0.621,21.547,0.2422558593750006
0,Hit,5.16,3.413,6.907,0.88,93.237,0.2522558593750004
1,Miss,4.515,3.037,5.994,0.735,46.023,0.2522558593750004
2,FTI,1.715,-0.456,3.886,1.102,229.932,0.2522558593750004
3,RP,-1.263,-2.519,-0.008,0.605,21.705,0.2522558593750004
0,Hit,6.296,4.506,8.086,0.9,83.838,0.2622558593750002
1,Miss,4.865,3.334,6.397,0.759,42.952,0.2622558593750002
2,FTI,3.39,1.186,5.593,1.118,199.524,0.2622558593750002
3,RP,-1.417,-2.736,-0.099,0.635,21.403,0.2622558593750002
0,Hit,7.5,5.633,9.366,0.936,71.061,0.2722558593750004
1,Miss,5.198,3.574,6.821,0.802,38.697,0.2722558593750004
2,FTI,4.738,2.476,7.0,1.145,159.306,0.2722558593750004
3,RP,-1.457,-2.884,-0.03,0.686,20.993,0.2722558593750004
0,Hit,8.153,6.312,9.995,0.924,72.832,0.2822558593750002
1,Miss,5.285,3.688,6.882,0.79,39.253,0.2822558593750002
2,FTI,5.964,3.727,8.202,1.133,164.971,0.2822558593750002
3,RP,-1.248,-2.647,0.151,0.673,20.999,0.2822558593750002
0,Hit,8.153,6.361,9.945,0.9,78.934,0.2922558593750004
1,Miss,4.962,3.421,6.504,0.763,41.219,0.2922558593750004
2,FTI,6.871,4.676,9.067,1.113,184.44,0.2922558593750004
3,RP,-0.973,-2.309,0.363,0.643,21.109,0.2922558593750004
0,Hit,7.908,6.165,9.652,0.877,87.681,0.3022558593750002
1,Miss,4.334,2.851,5.818,0.736,44.057,0.3022558593750002
2,FTI,7.152,4.995,9.309,1.094,212.651,0.3022558593750002
3,RP,-0.722,-1.991,0.546,0.611,21.342,0.3022558593750002
0,Hit,7.585,5.904,9.267,0.848,99.799,0.31225585937500044
1,Miss,3.617,2.204,5.03,0.703,47.961,0.31225585937500044
2,FTI,7.227,5.123,9.331,1.068,252.517,0.31225585937500044
3,RP,-0.446,-1.633,0.741,0.572,21.708,0.31225585937500044
0,Hit,7.007,5.336,8.679,0.843,101.772,0.32225585937500023
1,Miss,3.031,1.629,4.432,0.697,48.559,0.32225585937500023
2,FTI,7.4,5.305,9.495,1.064,259.283,0.32225585937500023
3,RP,-0.207,-1.381,0.967,0.566,21.731,0.32225585937500023
0,Hit,6.205,4.517,7.894,0.851,97.468,0.3322558593750005
1,Miss,2.603,1.181,4.024,0.707,47.193,0.3322558593750005
2,FTI,7.153,5.045,9.261,1.07,244.889,0.3322558593750005
3,RP,-0.075,-1.273,1.123,0.577,21.612,0.3322558593750005
0,Hit,5.459,3.802,7.115,0.835,103.193,0.34225585937500025
1,Miss,2.195,0.808,3.582,0.69,49.082,0.34225585937500025
2,FTI,6.393,4.315,8.47,1.055,263.649,0.34225585937500025
3,RP,-0.009,-1.17,1.152,0.559,21.854,0.34225585937500025
0,Hit,4.992,3.374,6.609,0.816,112.635,0.3522558593750005
1,Miss,1.807,0.463,3.15,0.67,52.098,0.3522558593750005
2,FTI,5.889,3.845,7.932,1.038,295.412,0.3522558593750005
3,RP,-0.041,-1.152,1.07,0.536,22.167,0.3522558593750005
0,Hit,4.475,2.876,6.074,0.808,120.909,0.36225585937500027
1,Miss,1.501,0.183,2.82,0.658,54.569,0.36225585937500027
2,FTI,5.611,3.578,7.643,1.033,324.617,0.36225585937500027
3,RP,-0.098,-1.177,0.98,0.52,22.278,0.36225585937500027
0,Hit,3.426,1.877,4.974,0.783,143.256,0.3722558593750005
1,Miss,1.046,-0.209,2.301,0.628,61.192,0.3722558593750005
2,FTI,4.819,2.824,6.814,1.015,405.624,0.3722558593750005
3,RP,-0.06,-1.059,0.939,0.483,22.628,0.3722558593750005
0,Hit,2.124,0.645,3.603,0.749,182.54,0.3822558593750003
1,Miss,0.313,-0.859,1.485,0.588,72.945,0.3822558593750003
2,FTI,3.699,1.761,5.638,0.987,552.944,0.3822558593750003
3,RP,-0.061,-0.957,0.835,0.434,23.551,0.3822558593750003
0,Hit,0.968,-0.457,2.394,0.724,223.714,0.3922558593750005
1,Miss,-0.401,-1.511,0.709,0.558,85.342,0.3922558593750005
2,FTI,2.644,0.75,4.539,0.965,714.359,0.3922558593750005
3,RP,-0.154,-0.972,0.664,0.397,24.646,0.3922558593750005
0,Hit,-0.164,-1.571,1.243,0.714,239.202,0.4022558593750003
1,Miss,-0.944,-2.033,0.145,0.548,90.109,0.4022558593750003
2,FTI,1.612,-0.266,3.489,0.956,775.969,0.4022558593750003
3,RP,-0.22,-1.013,0.573,0.385,25.134,0.4022558593750003
0,Hit,-1.281,-2.686,0.124,0.713,242.745,0.4122558593750005
1,Miss,-1.556,-2.644,-0.468,0.548,91.711,0.4122558593750005
2,FTI,0.522,-1.353,2.396,0.955,782.376,0.4122558593750005
3,RP,-0.26,-1.053,0.533,0.386,25.721,0.4122558593750005
0,Hit,-2.117,-3.518,-0.717,0.711,259.982,0.4222558593750003
1,Miss,-2.234,-3.314,-1.155,0.544,97.535,0.4222558593750003
2,FTI,-0.386,-2.259,1.487,0.954,843.34,0.4222558593750003
3,RP,-0.253,-1.033,0.526,0.38,26.718,0.4222558593750003
0,Hit,-2.652,-4.063,-1.24,0.717,249.62,0.43225585937500055
1,Miss,-2.565,-3.658,-1.472,0.551,94.529,0.43225585937500055
2,FTI,-0.71,-2.593,1.172,0.959,799.222,0.43225585937500055
3,RP,-0.247,-1.043,0.55,0.388,26.586,0.43225585937500055
0,Hit,-3.102,-4.532,-1.672,0.725,205.179,0.4422558593750003
1,Miss,-2.602,-3.73,-1.474,0.567,81.177,0.4422558593750003
2,FTI,-0.646,-2.528,1.236,0.958,624.558,0.4422558593750003
3,RP,-0.294,-1.146,0.559,0.414,25.507,0.4422558593750003
0,Hit,-3.438,-4.878,-1.997,0.73,176.79,0.4522558593750006
1,Miss,-2.537,-3.689,-1.385,0.578,72.754,0.4522558593750006
2,FTI,-0.64,-2.516,1.236,0.955,516.744,0.4522558593750006
3,RP,-0.313,-1.207,0.581,0.434,24.912,0.4522558593750006
0,Hit,-3.279,-4.737,-1.822,0.738,158.655,0.4622558593750004
1,Miss,-2.405,-3.582,-1.228,0.59,67.23,0.4622558593750004
2,FTI,-0.674,-2.557,1.209,0.958,450.821,0.4622558593750004
3,RP,-0.305,-1.235,0.624,0.451,24.416,0.4622558593750004
0,Hit,-2.681,-4.157,-1.204,0.747,146.884,0.4722558593750006
1,Miss,-2.341,-3.541,-1.14,0.601,63.558,0.4722558593750006
2,FTI,-0.465,-2.363,1.432,0.965,409.266,0.4722558593750006
3,RP,-0.309,-1.268,0.65,0.465,24.024,0.4722558593750006
0,Hit,-2.171,-3.667,-0.675,0.756,132.423,0.4822558593750004
1,Miss,-2.149,-3.376,-0.921,0.613,58.976,0.4822558593750004
2,FTI,0.102,-1.806,2.011,0.97,359.25,0.4822558593750004
3,RP,-0.355,-1.351,0.64,0.482,23.495,0.4822558593750004
0,Hit,-1.766,-3.276,-0.255,0.763,121.475,0.4922558593750006
1,Miss,-1.795,-3.044,-0.546,0.623,55.459,0.4922558593750006
2,FTI,0.598,-1.317,2.514,0.974,322.081,0.4922558593750006
3,RP,-0.426,-1.451,0.6,0.496,23.069,0.4922558593750006
0,Hit,-1.381,-2.885,0.122,0.76,129.476,0.5022558593750004
1,Miss,-1.788,-3.024,-0.552,0.617,57.987,0.5022558593750004
2,FTI,0.523,-1.393,2.438,0.974,349.484,0.5022558593750004
3,RP,-0.446,-1.451,0.559,0.486,23.333,0.5022558593750004
0,Hit,-1.329,-2.808,0.15,0.748,147.39,0.5122558593750002
1,Miss,-2.029,-3.23,-0.827,0.601,63.642,0.5122558593750002
2,FTI,0.304,-1.597,2.206,0.967,411.583,0.5122558593750002
3,RP,-0.405,-1.364,0.555,0.465,23.964,0.5122558593750002
0,Hit,-1.422,-2.869,0.024,0.733,167.185,0.522255859375
1,Miss,-2.067,-3.229,-0.905,0.583,69.82,0.522255859375
2,FTI,0.399,-1.476,2.275,0.955,481.758,0.522255859375
3,RP,-0.495,-1.405,0.415,0.442,24.638,0.522255859375
0,Hit,-1.594,-3.008,-0.179,0.717,190.531,0.5322558593750006
1,Miss,-2.174,-3.298,-1.051,0.564,76.98,0.5322558593750006
2,FTI,0.501,-1.35,2.352,0.942,567.047,0.5322558593750006
3,RP,-0.788,-1.649,0.074,0.419,25.341,0.5322558593750006
0,Hit,-1.839,-3.237,-0.44,0.709,207.587,0.5422558593750004
1,Miss,-2.375,-3.477,-1.273,0.554,82.064,0.5422558593750004
2,FTI,0.605,-1.236,2.446,0.937,632.0,0.5422558593750004
3,RP,-0.962,-1.794,-0.13,0.405,25.724,0.5422558593750004
0,Hit,-1.723,-3.114,-0.331,0.706,206.703,0.5522558593750002
1,Miss,-2.24,-3.337,-1.143,0.551,81.726,0.5522558593750002
2,FTI,0.702,-1.129,2.534,0.933,629.412,0.5522558593750002
3,RP,-0.864,-1.693,-0.036,0.403,25.632,0.5522558593750002
0,Hit,-1.482,-2.873,-0.091,0.706,205.004,0.562255859375
1,Miss,-1.953,-3.05,-0.856,0.551,81.225,0.562255859375
2,FTI,0.415,-1.415,2.244,0.932,622.81,0.562255859375
3,RP,-0.734,-1.564,0.096,0.403,25.6,0.562255859375
0,Hit,-1.361,-2.755,0.034,0.707,196.927,0.5722558593750007
1,Miss,-1.852,-2.955,-0.748,0.554,78.77,0.5722558593750007
2,FTI,-0.064,-1.893,1.764,0.931,592.428,0.5722558593750007
3,RP,-0.748,-1.589,0.092,0.408,25.371,0.5722558593750007
0,Hit,-1.184,-2.579,0.211,0.707,176.505,0.5822558593750005
1,Miss,-1.923,-3.038,-0.808,0.559,72.49,0.5822558593750005
2,FTI,-0.28,-2.097,1.536,0.925,517.265,0.5822558593750005
3,RP,-0.786,-1.65,0.078,0.419,24.728,0.5822558593750005
0,Hit,-1.092,-2.48,0.295,0.703,181.789,0.5922558593750002
1,Miss,-2.074,-3.18,-0.969,0.555,73.999,0.5922558593750002
2,FTI,-0.148,-1.96,1.664,0.922,537.656,0.5922558593750002
3,RP,-0.857,-1.71,-0.004,0.414,24.78,0.5922558593750002
0,Hit,-1.061,-2.421,0.299,0.69,220.549,0.602255859375
1,Miss,-2.146,-3.21,-1.081,0.535,85.649,0.602255859375
2,FTI,-0.008,-1.807,1.79,0.916,685.581,0.602255859375
3,RP,-0.914,-1.708,-0.121,0.386,25.751,0.602255859375
0,Hit,-1.022,-2.354,0.309,0.676,260.559,0.6122558593750007
1,Miss,-2.129,-3.156,-1.102,0.517,97.846,0.6122558593750007
2,FTI,-0.11,-1.891,1.671,0.907,843.521,0.6122558593750007
3,RP,-0.841,-1.583,-0.099,0.361,26.86,0.6122558593750007
0,Hit,-1.054,-2.365,0.257,0.666,290.306,0.6222558593750005
1,Miss,-2.219,-3.221,-1.217,0.505,107.291,0.6222558593750005
2,FTI,-0.273,-2.038,1.491,0.899,960.437,0.6222558593750005
3,RP,-0.829,-1.538,-0.12,0.346,27.931,0.6222558593750005
0,Hit,-0.945,-2.236,0.346,0.656,326.746,0.6322558593750003
1,Miss,-2.352,-3.329,-1.375,0.493,119.063,0.6322558593750003
2,FTI,-0.266,-2.017,1.485,0.892,1107.349,0.6322558593750003
3,RP,-0.86,-1.535,-0.185,0.33,29.241,0.6322558593750003
0,Hit,-0.772,-2.052,0.508,0.651,327.413,0.6422558593750001
1,Miss,-2.348,-3.316,-1.38,0.489,119.215,0.6422558593750001
2,FTI,-0.166,-1.903,1.571,0.885,1111.762,0.6422558593750001
3,RP,-0.887,-1.555,-0.219,0.327,29.2,0.6422558593750001
0,Hit,-0.716,-1.997,0.565,0.651,324.014,0.6522558593750007
1,Miss,-2.306,-3.275,-1.337,0.489,117.942,0.6522558593750007
2,FTI,-0.227,-1.965,1.51,0.886,1101.953,0.6522558593750007
3,RP,-1.005,-1.674,-0.335,0.327,28.917,0.6522558593750007
0,Hit,-0.514,-1.8,0.772,0.654,311.764,0.6622558593750005
1,Miss,-2.375,-3.352,-1.399,0.493,113.969,0.6622558593750005
2,FTI,-0.326,-2.066,1.414,0.887,1051.467,0.6622558593750005
3,RP,-1.046,-1.726,-0.366,0.332,28.488,0.6622558593750005
0,Hit,-0.2,-1.479,1.078,0.65,302.179,0.6722558593750003
1,Miss,-2.479,-3.452,-1.506,0.491,110.916,0.6722558593750003
2,FTI,-0.329,-2.055,1.397,0.88,1011.692,0.6722558593750003
3,RP,-0.998,-1.68,-0.315,0.333,28.183,0.6722558593750003
0,Hit,-0.248,-1.54,1.043,0.656,284.692,0.6822558593750001
1,Miss,-2.406,-3.395,-1.418,0.499,105.456,0.6822558593750001
2,FTI,-0.34,-2.076,1.397,0.885,938.983,0.6822558593750001
3,RP,-0.972,-1.674,-0.27,0.343,27.688,0.6822558593750001
0,Hit,-0.461,-1.769,0.847,0.664,262.488,0.6922558593750008
1,Miss,-2.205,-3.213,-1.196,0.508,98.598,0.6922558593750008
2,FTI,-0.458,-2.207,1.291,0.891,848.751,0.6922558593750008
3,RP,-0.895,-1.623,-0.167,0.355,27.063,0.6922558593750008
0,Hit,-0.277,-1.592,1.037,0.667,251.026,0.7022558593750006
1,Miss,-2.054,-3.072,-1.036,0.513,95.073,0.7022558593750006
