index,Contrast,Estimate,2.5_ci,97.5_ci,SE,DF,T-stat,P-val,Sig,time
1,Hit - RP,-0.274,-1.242,0.695,0.404,2456.938,-0.677,1.0,,1.352255859375
2,Miss - RP,0.504,-0.371,1.379,0.365,1229.146,1.381,0.503,,1.352255859375
0,Hit - Miss,-0.533,-1.675,0.61,0.477,3039.044,-1.117,0.793,,1.3622558593750007
1,Hit - RP,-0.104,-1.072,0.863,0.404,2574.424,-0.258,1.0,,1.3622558593750007
2,Miss - RP,0.428,-0.447,1.304,0.365,1364.135,1.172,0.724,,1.3622558593750007
0,Hit - Miss,-0.158,-1.307,0.991,0.48,3051.651,-0.33,1.0,,1.3722558593750005
1,Hit - RP,0.17,-0.804,1.143,0.406,2602.96,0.417,1.0,,1.3722558593750005
2,Miss - RP,0.328,-0.554,1.209,0.368,1401.926,0.891,1.0,,1.3722558593750005
0,Hit - Miss,0.115,-1.033,1.264,0.48,2923.75,0.241,1.0,,1.3822558593750005
1,Hit - RP,0.302,-0.669,1.274,0.405,2339.059,0.746,1.0,,1.3822558593750005
2,Miss - RP,0.187,-0.688,1.062,0.365,1113.431,0.513,1.0,,1.3822558593750005
0,Hit - Miss,0.177,-0.964,1.318,0.476,2849.687,0.372,1.0,,1.392255859375
1,Hit - RP,0.308,-0.656,1.272,0.402,2201.87,0.765,1.0,,1.392255859375
2,Miss - RP,0.131,-0.735,0.997,0.361,994.147,0.362,1.0,,1.392255859375
0,Hit - Miss,0.321,-0.813,1.455,0.473,2925.302,0.678,1.0,,1.4022558593750007
1,Hit - RP,0.447,-0.512,1.405,0.4,2343.13,1.117,0.792,,1.4022558593750007
2,Miss - RP,0.126,-0.737,0.989,0.36,1119.961,0.35,1.0,,1.4022558593750007
0,Hit - Miss,0.293,-0.84,1.426,0.473,3064.441,0.62,1.0,,1.4122558593750003
1,Hit - RP,0.433,-0.527,1.393,0.401,2630.66,1.081,0.839,,1.4122558593750003
2,Miss - RP,0.14,-0.73,1.01,0.363,1435.896,0.385,1.0,,1.4122558593750003
0,Hit - Miss,-0.202,-1.337,0.934,0.474,3181.119,-0.425,1.0,,1.4222558593750003
1,Hit - RP,0.067,-0.897,1.031,0.402,2910.788,0.166,1.0,,1.4222558593750003
2,Miss - RP,0.268,-0.611,1.148,0.367,1885.249,0.731,1.0,,1.4222558593750003
0,Hit - Miss,-0.519,-1.664,0.626,0.478,3246.307,-1.086,0.833,,1.432255859375
1,Hit - RP,-0.318,-1.292,0.657,0.407,3093.153,-0.781,1.0,,1.432255859375
2,Miss - RP,0.202,-0.691,1.095,0.373,2326.784,0.541,1.0,,1.432255859375
0,Hit - Miss,-0.37,-1.505,0.764,0.474,3262.305,-0.782,1.0,,1.4422558593750008
1,Hit - RP,-0.607,-1.572,0.359,0.403,3143.156,-1.505,0.397,,1.4422558593750008
2,Miss - RP,-0.236,-1.123,0.65,0.37,2485.074,-0.639,1.0,,1.4422558593750008
0,Hit - Miss,-0.379,-1.506,0.749,0.471,3233.798,-0.804,1.0,,1.4522558593750006
1,Hit - RP,-0.998,-1.957,-0.039,0.4,3056.204,-2.493,0.038,*,1.4522558593750006
2,Miss - RP,-0.62,-1.498,0.258,0.366,2223.31,-1.691,0.273,,1.4522558593750006
0,Hit - Miss,-0.478,-1.616,0.66,0.475,3144.232,-1.006,0.944,,1.4622558593750004
1,Hit - RP,-1.379,-2.345,-0.413,0.403,2815.428,-3.419,0.002,**,1.4622558593750004
2,Miss - RP,-0.901,-1.78,-0.021,0.367,1705.082,-2.455,0.043,*,1.4622558593750004
0,Hit - Miss,-0.203,-1.34,0.935,0.475,3017.652,-0.426,1.0,,1.472255859375
1,Hit - RP,-1.365,-2.328,-0.401,0.402,2524.312,-3.392,0.002,**,1.472255859375
2,Miss - RP,-1.162,-2.035,-0.29,0.364,1294.977,-3.193,0.004,**,1.472255859375
0,Hit - Miss,0.124,-1.012,1.261,0.474,2959.23,0.262,1.0,,1.4822558593750008
1,Hit - RP,-1.117,-2.079,-0.156,0.401,2405.355,-2.784,0.016,*,1.4822558593750008
2,Miss - RP,-1.242,-2.11,-0.374,0.362,1170.058,-3.429,0.002,**,1.4822558593750008
0,Hit - Miss,0.149,-0.988,1.286,0.475,3076.886,0.314,1.0,,1.4922558593750006
1,Hit - RP,-1.094,-2.058,-0.13,0.402,2656.304,-2.72,0.02,*,1.4922558593750006
2,Miss - RP,-1.243,-2.117,-0.369,0.365,1464.276,-3.408,0.002,**,1.4922558593750006
0,Hit - Miss,0.046,-1.077,1.17,0.469,3077.383,0.099,1.0,,1.5022558593750004
1,Hit - RP,-1.306,-2.258,-0.353,0.398,2655.822,-3.283,0.003,**,1.5022558593750004
2,Miss - RP,-1.352,-2.216,-0.488,0.361,1459.81,-3.748,0.001,***,1.5022558593750004
