channel,betas,pvals,tstat,time,frequency
P1,0.05557343098732815,0.3971771647932274,0.8467748162451826,-0.45,14.67948717948718
C3,0.02203158818132701,0.627880621951687,0.48475327071887025,-0.45,14.67948717948718
Cz,0.016911546619241633,0.5789626304347257,0.5549512987733941,-0.45,15.692307692307693
F1,-0.11675624402849759,0.10742808337234655,-1.6102737381335925,-0.45,15.692307692307693
P1,0.03337810944596738,0.5117864683111519,0.6561243786212154,-0.45,15.692307692307693
C3,0.016168285234685092,0.7123304494817002,0.36875678619137275,-0.45,15.692307692307693
Cz,0.0010417854146678146,0.9727605354592527,0.03414860828331298,-0.45,16.705128205128204
F1,-0.0969508205978455,0.1435060732049239,-1.4631808139789915,-0.45,16.705128205128204
P1,0.03264000259819084,0.45390999511242236,0.7489937256861615,-0.45,16.705128205128204
C3,0.01668629425923449,0.7018831192805013,0.382809781174504,-0.45,16.705128205128204
Cz,-0.0019801354973104993,0.9506176735965257,-0.061935427220908224,-0.45,17.71794871794872
F1,-0.08133017800531431,0.17650191442257246,-1.3518694702146277,-0.45,17.71794871794872
P1,0.03926321805060385,0.31376659921123123,1.0074907713384782,-0.45,17.71794871794872
C3,0.00897814000385148,0.8374258537967538,0.20520188165241726,-0.45,17.71794871794872
Cz,0.013072629255106931,0.6942306590965599,0.39315152287569427,-0.45,18.73076923076923
F1,-0.06472189484756947,0.2504439923966487,-1.1494555325720297,-0.45,18.73076923076923
P1,0.044628386426975954,0.21410017754486463,1.2425891367693733,-0.45,18.73076923076923
C3,-0.0013257832146197953,0.9770054581925501,-0.02882535422680229,-0.45,18.73076923076923
Cz,0.03734161053432412,0.2647090793549604,1.1155017855471077,-0.45,19.743589743589748
F1,-0.0453485312840048,0.41755961571590916,-0.8107546075117613,-0.45,19.743589743589748
P1,0.04647805604070383,0.16179207090358105,1.399357862211702,-0.45,19.743589743589748
C3,0.0006931449348635733,0.9892698721570176,0.013449549741897826,-0.45,19.743589743589748
Cz,0.056688183892030876,0.08167494333206915,1.74153056689067,-0.45,20.756410256410252
F1,-0.0318630553816504,0.5916678480038058,-0.5364680470267417,-0.45,20.756410256410252
P1,0.04539079463714073,0.12962871169313234,1.515916442755714,-0.45,20.756410256410252
C3,0.02115960743748003,0.7199555786209704,0.3585459459602047,-0.45,20.756410256410252
